aria_account_id,aria_account_type,aria_product_name,aria_open_date,aria_open_channel,aria_status,aria_initial_balance,aria_current_balance,aria_loan_amount,aria_loan_release_date,aria_loan_maturity_date,aria_peak_activity_period
aria_acct_002994,Loan,Line of Credit,2018-05-23 00:00:00,Mobile,ACTIVE,0,0,109545.0,2018-05-23 00:00:00,2022-08-12 00:00:00,Afternoon
aria_acct_002995,Checking,ICHECKING,2014-03-14 00:00:00,In-Person,ACTIVE,0,29046,,,,Morning
aria_acct_002996,Savings,Trust Savings Account,2019-02-10 00:00:00,Mobile,ACTIVE,0,68659,,,,Morning
aria_acct_002997,Certificate Deposit,Certificate Account 6 Month,2021-01-22 00:00:00,Online,ACTIVE,0,122268,,,,Evening
aria_acct_002998,Checking,PREFERRED CHECKING,2019-02-18 00:00:00,Online,ACTIVE,0,10749,,,,Afternoon
aria_acct_002999,Savings,POD Savings Account,2009-02-06 00:00:00,In-Person,ACTIVE,0,23105,,,,Afternoon
aria_acct_003000,Loan,LN CR- 60M,2022-04-13 00:00:00,Online,ACTIVE,0,0,26001.0,2022-04-13 00:00:00,2025-12-10 00:00:00,Afternoon
aria_acct_003001,Checking,PREMIER CHECKING,2022-06-11 00:00:00,Mobile,ACTIVE,0,10229,,,,Afternoon
aria_acct_003002,Loan,Auto Loan,2019-04-22 00:00:00,Phone,ACTIVE,0,0,21170.0,2019-04-22 00:00:00,2021-08-07 00:00:00,Afternoon
aria_acct_003003,Checking,PREMIER CHECKING,2009-07-28 00:00:00,In-Person,ACTIVE,0,93261,,,,Afternoon
aria_acct_003004,Credit Card,PP Visa Platinum Rewards,2021-02-06 00:00:00,Online,ACTIVE,0,71433,,,,Morning
aria_acct_003005,Checking,PREMIER CHECKING,2016-11-23 00:00:00,Referral,ACTIVE,0,32959,,,,Afternoon
aria_acct_003006,Checking,PREFERRED CHECKING,2022-01-24 00:00:00,Mobile,ACTIVE,0,8050,,,,Morning
aria_acct_003007,Checking,ICHECKING,2022-02-16 00:00:00,Mobile,ACTIVE,0,6140,,,,Afternoon
aria_acct_003008,Savings,Money Market Savings,2023-08-15 00:00:00,Mobile,ACTIVE,0,21747,,,,Evening
aria_acct_003009,Credit Card,SR Visa Signature Rewards,2021-10-15 00:00:00,Mobile,ACTIVE,0,879,,,,Evening
aria_acct_003010,Checking,Checking Account,2023-07-26 00:00:00,Online,ACTIVE,0,25160,,,,Afternoon
aria_acct_003011,Savings,Trust Savings Account,2024-06-21 00:00:00,Phone,ACTIVE,0,2361,,,,Afternoon
aria_acct_003012,Checking,PREFERRED CHECKING,2013-06-22 00:00:00,Online,ACTIVE,0,140437,,,,Morning
aria_acct_003013,Checking,PREFERRED CHECKING,2024-06-17 00:00:00,Mobile,ACTIVE,0,24048,,,,Morning
aria_acct_003014,Checking,PREMIER CHECKING,2023-07-03 00:00:00,Phone,ACTIVE,0,25215,,,,Morning
aria_acct_003015,Savings,Money Market Savings,2024-01-06 00:00:00,In-Person,ACTIVE,0,94,,,,Afternoon
aria_acct_003016,Checking,ICHECKING,2019-03-29 00:00:00,Phone,ACTIVE,0,71758,,,,Afternoon
aria_acct_003017,Credit Card,SR Visa Signature Rewards,2019-12-26 00:00:00,Mobile,ACTIVE,0,62686,,,,Morning
aria_acct_003018,Checking,ICHECKING,2008-10-05 00:00:00,In-Person,ACTIVE,0,139631,,,,Evening
aria_acct_003019,Loan,Fixed 30 Yr 1st Mortgage,2019-08-24 00:00:00,Online,ACTIVE,0,0,82643.0,2019-08-24 00:00:00,2021-08-29 00:00:00,Afternoon
aria_acct_003020,Checking,Checking Account,2019-12-13 00:00:00,Mobile,ACTIVE,0,58835,,,,Morning
aria_acct_003021,Savings,POD Savings Account,2025-11-07 00:00:00,Mobile,ACTIVE,0,21806,,,,Afternoon
aria_acct_003022,Credit Card,SR Visa Signature Rewards,2022-03-21 00:00:00,Mobile,ACTIVE,0,11968,,,,Morning
aria_acct_003023,Checking,ICHECKING,2013-07-26 00:00:00,In-Person,ACTIVE,0,68977,,,,Evening
aria_acct_003024,Credit Card,PP Visa Platinum Rewards,2018-06-05 00:00:00,In-Person,ACTIVE,0,27505,,,,Evening
aria_acct_003025,Checking,Checking Account,2021-06-03 00:00:00,In-Person,ACTIVE,0,88460,,,,Morning
aria_acct_003026,Savings,Money Market Savings,2013-06-01 00:00:00,In-Person,ACTIVE,0,23627,,,,Afternoon
aria_acct_003027,Credit Card,PP Visa Platinum Rewards,2021-03-22 00:00:00,In-Person,CLOSED,0,44048,,,,Morning
aria_acct_003028,Checking,Checking Account,2020-10-04 00:00:00,In-Person,ACTIVE,0,18003,,,,Afternoon
aria_acct_003029,Checking,ICHECKING,2018-02-25 00:00:00,Phone,ACTIVE,0,20953,,,,Evening
aria_acct_003030,Savings,POD Savings Account,2010-07-31 00:00:00,In-Person,ACTIVE,0,118368,,,,Evening
aria_acct_003031,Loan,LN CR- 60M,2018-09-23 00:00:00,Referral,ACTIVE,0,0,137234.0,2018-09-23 00:00:00,2024-02-06 00:00:00,Morning
aria_acct_003032,Certificate Deposit,Certificate Account 1 Year,2014-04-09 00:00:00,Phone,ACTIVE,0,49259,,,,Evening
aria_acct_003033,Checking,ICHECKING,2019-03-18 00:00:00,In-Person,ACTIVE,0,18740,,,,Evening
aria_acct_003034,Credit Card,PP Visa Platinum Rewards,2015-12-15 00:00:00,In-Person,ACTIVE,0,5538,,,,Morning
aria_acct_003035,Loan,LN CR- 60M,2007-05-12 00:00:00,In-Person,ACTIVE,0,0,81036.0,2007-05-12 00:00:00,2015-07-22 00:00:00,Evening
aria_acct_003036,Checking,PREFERRED CHECKING,2024-12-14 00:00:00,Mobile,ACTIVE,0,3617,,,,Evening
aria_acct_003037,Savings,Trust Savings Account,2022-02-09 00:00:00,Online,CLOSED,0,104,,,,Evening
aria_acct_003038,Credit Card,SR Visa Signature Rewards,2025-04-28 00:00:00,Mobile,ACTIVE,0,12654,,,,Afternoon
aria_acct_003039,Checking,ICHECKING,2020-09-05 00:00:00,In-Person,ACTIVE,0,5026,,,,Evening
aria_acct_003040,Checking,ICHECKING,2018-11-26 00:00:00,Online,ACTIVE,0,56099,,,,Morning
aria_acct_003041,Savings,Money Market Savings,2022-02-03 00:00:00,Mobile,ACTIVE,0,25445,,,,Evening
aria_acct_003042,Credit Card,PP Visa Platinum Rewards,2008-04-01 00:00:00,Phone,ACTIVE,0,106372,,,,Morning
aria_acct_003043,Checking,PREMIER CHECKING,2022-05-31 00:00:00,Phone,ACTIVE,0,10068,,,,Morning
aria_acct_003044,Savings,Money Market Savings,2023-08-19 00:00:00,Mobile,ACTIVE,0,14490,,,,Afternoon
aria_acct_003045,Checking,PREFERRED CHECKING,2020-04-11 00:00:00,Mobile,CLOSED,0,31709,,,,Morning
aria_acct_003046,Checking,ICHECKING,2020-04-12 00:00:00,Phone,ACTIVE,0,67134,,,,Afternoon
aria_acct_003047,Credit Card,SR Visa Signature Rewards,2018-10-10 00:00:00,Online,ACTIVE,0,67134,,,,Evening
aria_acct_003048,Certificate Deposit,Certificate Account 6 Month,2014-09-24 00:00:00,Online,ACTIVE,0,42867,,,,Morning
aria_acct_003049,Checking,PREFERRED CHECKING,2014-01-24 00:00:00,In-Person,ACTIVE,0,62526,,,,Evening
aria_acct_003050,Savings,Trust Savings Account,2025-03-04 00:00:00,Online,ACTIVE,0,20210,,,,Morning
aria_acct_003051,Credit Card,PP Visa Platinum Rewards,2021-01-26 00:00:00,Mobile,ACTIVE,0,83580,,,,Morning
aria_acct_003052,Checking,Checking Account,2018-11-13 00:00:00,Referral,ACTIVE,0,124525,,,,Afternoon
aria_acct_003053,Loan,LN CR- 60M,2017-04-24 00:00:00,In-Person,ACTIVE,0,0,30049.0,2017-04-24 00:00:00,2018-08-05 00:00:00,Evening
aria_acct_003054,Checking,PREMIER CHECKING,2007-02-27 00:00:00,In-Person,ACTIVE,0,18411,,,,Morning
aria_acct_003055,Credit Card,SR Visa Signature Rewards,2025-11-03 00:00:00,Online,ACTIVE,0,4466,,,,Afternoon
aria_acct_003056,Checking,Checking Account,2014-05-31 00:00:00,Phone,ACTIVE,0,24808,,,,Afternoon
aria_acct_003057,Savings,POD Savings Account,2016-08-10 00:00:00,In-Person,ACTIVE,0,189410,,,,Morning
aria_acct_003058,Credit Card,PP Visa Platinum Rewards,2025-07-10 00:00:00,In-Person,ACTIVE,0,15512,,,,Morning
aria_acct_003059,Checking,ICHECKING,2017-12-04 00:00:00,Phone,ACTIVE,0,10423,,,,Evening
aria_acct_003060,Savings,Trust Savings Account,2008-12-30 00:00:00,In-Person,ACTIVE,0,47420,,,,Morning
aria_acct_003061,Checking,PREFERRED CHECKING,2020-04-29 00:00:00,Mobile,ACTIVE,0,11590,,,,Evening
aria_acct_003062,Credit Card,SR Visa Signature Rewards,2017-05-22 00:00:00,Phone,ACTIVE,0,43055,,,,Afternoon
aria_acct_003063,Checking,Checking Account,2017-02-25 00:00:00,Online,ACTIVE,0,130445,,,,Afternoon
aria_acct_003064,Loan,Line of Credit,2020-07-10 00:00:00,Online,CLOSED,0,0,111695.0,2020-07-10 00:00:00,2022-08-20 00:00:00,Afternoon
aria_acct_003065,Certificate Deposit,Certificate Account 1 Year,2011-07-28 00:00:00,In-Person,ACTIVE,0,114142,,,,Evening
aria_acct_003066,Checking,Checking Account,2020-09-28 00:00:00,Online,ACTIVE,0,109681,,,,Morning
aria_acct_003067,Savings,POD Savings Account,2025-01-11 00:00:00,Online,ACTIVE,0,27839,,,,Afternoon
aria_acct_003068,Certificate Deposit,Certificate Account 1 Year,2019-12-15 00:00:00,Phone,ACTIVE,0,5945,,,,Evening
aria_acct_003069,Checking,Checking Account,2025-02-06 00:00:00,Online,ACTIVE,0,21829,,,,Afternoon
aria_acct_003070,Savings,POD Savings Account,2009-04-01 00:00:00,In-Person,ACTIVE,0,155632,,,,Evening
aria_acct_003071,Checking,PREMIER CHECKING,2019-04-04 00:00:00,In-Person,ACTIVE,0,18170,,,,Afternoon
aria_acct_003072,Savings,Money Market Savings,2017-02-24 00:00:00,Online,ACTIVE,0,139955,,,,Evening
aria_acct_003073,Checking,PREFERRED CHECKING,2019-11-14 00:00:00,In-Person,ACTIVE,0,3780,,,,Evening
aria_acct_003074,Savings,POD Savings Account,2008-07-12 00:00:00,In-Person,ACTIVE,0,57500,,,,Afternoon
aria_acct_003075,Checking,Checking Account,2023-05-16 00:00:00,In-Person,ACTIVE,0,8460,,,,Afternoon
aria_acct_003076,Savings,Trust Savings Account,2020-07-12 00:00:00,In-Person,ACTIVE,0,40363,,,,Evening
aria_acct_003077,Checking,Checking Account,2011-11-29 00:00:00,In-Person,ACTIVE,0,5303,,,,Afternoon
aria_acct_003078,Savings,POD Savings Account,2024-07-04 00:00:00,Mobile,ACTIVE,0,10763,,,,Afternoon
aria_acct_003079,Checking,Checking Account,2018-08-26 00:00:00,Mobile,ACTIVE,0,44208,,,,Afternoon
aria_acct_003080,Savings,POD Savings Account,2022-02-20 00:00:00,In-Person,ACTIVE,0,7713,,,,Afternoon
aria_acct_003081,Checking,ICHECKING,2011-01-20 00:00:00,In-Person,ACTIVE,0,107550,,,,Morning
aria_acct_003082,Savings,Money Market Savings,2015-07-04 00:00:00,Online,ACTIVE,0,90311,,,,Morning
aria_acct_003083,Checking,PREFERRED CHECKING,2025-11-24 00:00:00,In-Person,ACTIVE,0,8601,,,,Afternoon
aria_acct_003084,Loan,Fixed 30 Yr 1st Mortgage,2021-02-21 00:00:00,In-Person,ACTIVE,0,0,59749.0,2021-02-21 00:00:00,2022-04-03 00:00:00,Morning
aria_acct_003085,Checking,PREFERRED CHECKING,2022-03-27 00:00:00,Mobile,ACTIVE,0,1966,,,,Morning
aria_acct_003086,Savings,Trust Savings Account,2020-07-21 00:00:00,In-Person,ACTIVE,0,8529,,,,Morning
aria_acct_003087,Credit Card,SR Visa Signature Rewards,2021-11-25 00:00:00,Online,ACTIVE,0,5551,,,,Evening
aria_acct_003088,Checking,PREFERRED CHECKING,2015-03-12 00:00:00,In-Person,CLOSED,0,19671,,,,Afternoon
aria_acct_003089,Savings,POD Savings Account,2024-06-27 00:00:00,Mobile,ACTIVE,0,99562,,,,Afternoon
aria_acct_003090,Checking,PREMIER CHECKING,2023-04-13 00:00:00,Mobile,ACTIVE,0,22131,,,,Evening
aria_acct_003091,Savings,Trust Savings Account,2021-08-11 00:00:00,Online,ACTIVE,0,56917,,,,Morning
aria_acct_003092,Checking,PREMIER CHECKING,2013-12-17 00:00:00,In-Person,CLOSED,0,1132,,,,Evening
aria_acct_003093,Savings,Trust Savings Account,2018-11-18 00:00:00,Online,ACTIVE,0,26521,,,,Evening
aria_acct_003094,Checking,Checking Account,2025-08-02 00:00:00,Mobile,ACTIVE,0,4250,,,,Morning
aria_acct_003095,Savings,POD Savings Account,2017-09-17 00:00:00,Phone,ACTIVE,0,4981,,,,Evening
aria_acct_003096,Certificate Deposit,Certificate Account 6 Month,2015-03-25 00:00:00,In-Person,CLOSED,0,80269,,,,Afternoon
aria_acct_003097,Checking,PREFERRED CHECKING,2016-01-01 00:00:00,In-Person,ACTIVE,0,5075,,,,Morning
aria_acct_003098,Savings,POD Savings Account,2015-04-12 00:00:00,Phone,ACTIVE,0,4886,,,,Morning
aria_acct_003099,Certificate Deposit,Certificate Account 1 Year,2024-06-22 00:00:00,Mobile,ACTIVE,0,9073,,,,Evening
aria_acct_003100,Checking,PREMIER CHECKING,2017-07-24 00:00:00,Mobile,ACTIVE,0,18150,,,,Evening
aria_acct_003101,Checking,ICHECKING,2021-02-28 00:00:00,Referral,ACTIVE,0,41347,,,,Afternoon
aria_acct_003102,Savings,Trust Savings Account,2021-04-15 00:00:00,Mobile,ACTIVE,0,18487,,,,Evening
aria_acct_003103,Checking,ICHECKING,2012-11-11 00:00:00,Phone,ACTIVE,0,6205,,,,Afternoon
aria_acct_003104,Savings,Money Market Savings,2017-02-19 00:00:00,In-Person,ACTIVE,0,6661,,,,Morning
aria_acct_003105,Checking,PREFERRED CHECKING,2019-03-16 00:00:00,Online,ACTIVE,0,42230,,,,Morning
aria_acct_003106,Checking,PREMIER CHECKING,2016-12-05 00:00:00,In-Person,ACTIVE,0,11486,,,,Afternoon
aria_acct_003107,Credit Card,SR Visa Signature Rewards,2023-11-14 00:00:00,Mobile,CLOSED,0,59658,,,,Morning
aria_acct_003108,Checking,PREFERRED CHECKING,2023-10-28 00:00:00,Mobile,ACTIVE,0,36486,,,,Morning
aria_acct_003109,Certificate Deposit,Certificate Account 6 Month,2025-11-07 00:00:00,Mobile,ACTIVE,0,5148,,,,Afternoon
aria_acct_003110,Checking,Checking Account,2011-08-08 00:00:00,In-Person,CLOSED,0,4901,,,,Evening
aria_acct_003111,Savings,Trust Savings Account,2024-11-14 00:00:00,Mobile,ACTIVE,0,15258,,,,Afternoon
aria_acct_003112,Loan,LN CR- 60M,2017-06-25 00:00:00,In-Person,ACTIVE,0,0,109067.0,2017-06-25 00:00:00,2025-02-18 00:00:00,Evening
aria_acct_003113,Checking,Checking Account,2023-05-14 00:00:00,Phone,ACTIVE,0,4748,,,,Afternoon
aria_acct_003114,Certificate Deposit,Certificate Account 6 Month,2025-07-02 00:00:00,Online,ACTIVE,0,6963,,,,Morning
aria_acct_003115,Checking,PREFERRED CHECKING,2023-08-12 00:00:00,Online,ACTIVE,0,18968,,,,Morning
aria_acct_003116,Savings,Money Market Savings,2016-03-04 00:00:00,Online,ACTIVE,0,936,,,,Morning
aria_acct_003117,Checking,Checking Account,2011-09-13 00:00:00,Online,ACTIVE,0,76148,,,,Afternoon
aria_acct_003118,Credit Card,PP Visa Platinum Rewards,2024-10-08 00:00:00,In-Person,ACTIVE,0,12223,,,,Evening
aria_acct_003119,Checking,ICHECKING,2021-12-23 00:00:00,Mobile,ACTIVE,0,21302,,,,Evening
aria_acct_003120,Savings,Money Market Savings,2020-01-27 00:00:00,In-Person,ACTIVE,0,51209,,,,Evening
aria_acct_003121,Checking,Checking Account,2025-02-23 00:00:00,Phone,ACTIVE,0,830,,,,Evening
aria_acct_003122,Savings,POD Savings Account,2021-07-28 00:00:00,Mobile,ACTIVE,0,6313,,,,Evening
aria_acct_003123,Checking,PREFERRED CHECKING,2025-06-12 00:00:00,In-Person,ACTIVE,0,7337,,,,Afternoon
aria_acct_003124,Checking,ICHECKING,2022-02-05 00:00:00,Mobile,ACTIVE,0,57804,,,,Evening
aria_acct_003125,Checking,PREMIER CHECKING,2025-05-18 00:00:00,Mobile,ACTIVE,0,56847,,,,Afternoon
aria_acct_003126,Savings,Money Market Savings,2018-10-11 00:00:00,Mobile,ACTIVE,0,15650,,,,Afternoon
aria_acct_003127,Checking,PREMIER CHECKING,2023-10-27 00:00:00,Online,ACTIVE,0,32967,,,,Morning
aria_acct_003128,Credit Card,SR Visa Signature Rewards,2024-08-30 00:00:00,Phone,ACTIVE,0,991,,,,Morning
aria_acct_003129,Checking,ICHECKING,2016-02-05 00:00:00,In-Person,ACTIVE,0,26070,,,,Morning
aria_acct_003130,Savings,Trust Savings Account,2021-03-18 00:00:00,Phone,ACTIVE,0,6712,,,,Evening
aria_acct_003131,Loan,Line of Credit,2015-05-24 00:00:00,In-Person,ACTIVE,0,0,25514.0,2015-05-24 00:00:00,2022-11-11 00:00:00,Afternoon
aria_acct_003132,Checking,PREMIER CHECKING,2024-02-25 00:00:00,Mobile,ACTIVE,0,2831,,,,Evening
aria_acct_003133,Savings,Trust Savings Account,2013-05-07 00:00:00,In-Person,ACTIVE,0,74307,,,,Morning
aria_acct_003134,Certificate Deposit,Certificate Account 1 Year,2015-01-06 00:00:00,Online,ACTIVE,0,30277,,,,Afternoon
aria_acct_003135,Checking,ICHECKING,2013-09-29 00:00:00,In-Person,ACTIVE,0,19182,,,,Morning
aria_acct_003136,Savings,Trust Savings Account,2007-11-21 00:00:00,In-Person,ACTIVE,0,129924,,,,Afternoon
aria_acct_003137,Credit Card,PP Visa Platinum Rewards,2015-06-12 00:00:00,Online,ACTIVE,0,87279,,,,Evening
aria_acct_003138,Loan,LN CR- 60M,2019-08-27 00:00:00,In-Person,ACTIVE,0,0,14655.0,2019-08-27 00:00:00,2028-03-10 00:00:00,Morning
aria_acct_003139,Checking,ICHECKING,2024-03-30 00:00:00,Online,ACTIVE,0,18337,,,,Evening
aria_acct_003140,Loan,LN CR- 60M,2018-11-07 00:00:00,Mobile,ACTIVE,0,0,23195.0,2018-11-07 00:00:00,2020-09-15 00:00:00,Morning
aria_acct_003141,Checking,PREMIER CHECKING,2014-01-28 00:00:00,Online,ACTIVE,0,94039,,,,Afternoon
aria_acct_003142,Savings,Money Market Savings,2009-01-30 00:00:00,In-Person,ACTIVE,0,32859,,,,Evening
aria_acct_003143,Credit Card,PP Visa Platinum Rewards,2024-11-13 00:00:00,Online,ACTIVE,0,14133,,,,Afternoon
aria_acct_003144,Checking,ICHECKING,2025-11-29 00:00:00,Mobile,ACTIVE,0,1615,,,,Morning
aria_acct_003145,Savings,POD Savings Account,2021-09-28 00:00:00,Online,ACTIVE,0,7158,,,,Evening
aria_acct_003146,Checking,PREMIER CHECKING,2020-02-24 00:00:00,Mobile,ACTIVE,0,6993,,,,Afternoon
aria_acct_003147,Savings,Trust Savings Account,2024-10-16 00:00:00,Mobile,ACTIVE,0,21553,,,,Evening
aria_acct_003148,Credit Card,PP Visa Platinum Rewards,2009-01-30 00:00:00,In-Person,ACTIVE,0,29273,,,,Evening
aria_acct_003149,Certificate Deposit,Certificate Account 1 Year,2018-06-27 00:00:00,In-Person,ACTIVE,0,54232,,,,Evening
aria_acct_003150,Checking,ICHECKING,2024-07-10 00:00:00,Mobile,ACTIVE,0,87367,,,,Morning
aria_acct_003151,Loan,Line of Credit,2019-03-04 00:00:00,Referral,ACTIVE,0,0,43337.0,2019-03-04 00:00:00,2020-11-28 00:00:00,Evening
aria_acct_003152,Checking,PREMIER CHECKING,2020-10-30 00:00:00,Mobile,ACTIVE,0,65280,,,,Evening
aria_acct_003153,Savings,Trust Savings Account,2025-02-07 00:00:00,Mobile,CLOSED,0,3438,,,,Evening
aria_acct_003154,Loan,Fixed 30 Yr 1st Mortgage,2021-10-19 00:00:00,In-Person,ACTIVE,0,0,29268.0,2021-10-19 00:00:00,2026-05-30 00:00:00,Afternoon
aria_acct_003155,Checking,ICHECKING,2008-07-18 00:00:00,In-Person,ACTIVE,0,28279,,,,Afternoon
aria_acct_003156,Savings,Trust Savings Account,2020-09-20 00:00:00,Referral,CLOSED,0,4353,,,,Evening
aria_acct_003157,Loan,LN CR- 60M,2017-04-21 00:00:00,Mobile,ACTIVE,0,0,169241.0,2017-04-21 00:00:00,2020-06-02 00:00:00,Evening
aria_acct_003158,Checking,Checking Account,2018-08-26 00:00:00,Online,ACTIVE,0,127797,,,,Evening
aria_acct_003159,Savings,Trust Savings Account,2020-03-29 00:00:00,Mobile,ACTIVE,0,9252,,,,Morning
aria_acct_003160,Checking,PREFERRED CHECKING,2015-09-03 00:00:00,In-Person,ACTIVE,0,98447,,,,Afternoon
aria_acct_003161,Savings,Money Market Savings,2017-06-04 00:00:00,In-Person,ACTIVE,0,19388,,,,Afternoon
aria_acct_003162,Loan,Auto Loan,2025-03-12 00:00:00,Online,ACTIVE,0,0,216572.0,2025-03-12 00:00:00,2030-07-29 00:00:00,Morning
aria_acct_003163,Checking,PREFERRED CHECKING,2025-12-17 00:00:00,Phone,ACTIVE,0,5911,,,,Evening
aria_acct_003164,Savings,POD Savings Account,2022-05-01 00:00:00,In-Person,CLOSED,0,17611,,,,Evening
aria_acct_003165,Credit Card,SR Visa Signature Rewards,2009-08-25 00:00:00,In-Person,ACTIVE,0,74776,,,,Morning
aria_acct_003166,Checking,Checking Account,2021-12-23 00:00:00,Mobile,CLOSED,0,14161,,,,Afternoon
aria_acct_003167,Savings,POD Savings Account,2024-05-11 00:00:00,In-Person,ACTIVE,0,3563,,,,Evening
aria_acct_003168,Checking,PREFERRED CHECKING,2018-12-01 00:00:00,Online,CLOSED,0,127921,,,,Afternoon
aria_acct_003169,Checking,Checking Account,2018-07-14 00:00:00,Mobile,ACTIVE,0,85488,,,,Afternoon
aria_acct_003170,Checking,PREFERRED CHECKING,2010-12-19 00:00:00,In-Person,ACTIVE,0,16642,,,,Afternoon
aria_acct_003171,Savings,POD Savings Account,2017-03-23 00:00:00,Phone,ACTIVE,0,27828,,,,Evening
aria_acct_003172,Credit Card,SR Visa Signature Rewards,2013-03-23 00:00:00,Phone,CLOSED,0,21408,,,,Morning
aria_acct_003173,Checking,Checking Account,2021-04-25 00:00:00,Online,ACTIVE,0,45387,,,,Afternoon
aria_acct_003174,Savings,Money Market Savings,2020-04-24 00:00:00,Online,ACTIVE,0,8510,,,,Evening
aria_acct_003175,Certificate Deposit,Certificate Account 6 Month,2025-06-04 00:00:00,Online,ACTIVE,0,33995,,,,Evening
aria_acct_003176,Checking,ICHECKING,2012-08-12 00:00:00,In-Person,ACTIVE,0,26205,,,,Morning
aria_acct_003177,Savings,POD Savings Account,2021-09-18 00:00:00,Online,ACTIVE,0,52845,,,,Afternoon
aria_acct_003178,Checking,PREMIER CHECKING,2024-08-19 00:00:00,Mobile,ACTIVE,0,11139,,,,Morning
aria_acct_003179,Savings,Trust Savings Account,2013-01-30 00:00:00,In-Person,ACTIVE,0,38963,,,,Evening
aria_acct_003180,Credit Card,PP Visa Platinum Rewards,2025-01-15 00:00:00,Mobile,ACTIVE,0,37523,,,,Afternoon
aria_acct_003181,Checking,PREFERRED CHECKING,2022-10-27 00:00:00,Mobile,ACTIVE,0,8639,,,,Morning
aria_acct_003182,Savings,POD Savings Account,2021-08-23 00:00:00,Mobile,ACTIVE,0,73444,,,,Evening
aria_acct_003183,Credit Card,SR Visa Signature Rewards,2014-01-23 00:00:00,In-Person,ACTIVE,0,14331,,,,Evening
aria_acct_003184,Checking,Checking Account,2023-07-06 00:00:00,Online,ACTIVE,0,8164,,,,Afternoon
aria_acct_003185,Savings,Money Market Savings,2022-04-12 00:00:00,Online,ACTIVE,0,3294,,,,Morning
aria_acct_003186,Checking,Checking Account,2021-05-11 00:00:00,Mobile,ACTIVE,0,4367,,,,Evening
aria_acct_003187,Savings,POD Savings Account,2019-08-02 00:00:00,Mobile,ACTIVE,0,241521,,,,Afternoon
aria_acct_003188,Checking,PREFERRED CHECKING,2021-04-26 00:00:00,Mobile,ACTIVE,0,53123,,,,Afternoon
aria_acct_003189,Credit Card,PP Visa Platinum Rewards,2023-02-05 00:00:00,Mobile,ACTIVE,0,39259,,,,Morning
aria_acct_003190,Checking,Checking Account,2014-12-30 00:00:00,Mobile,ACTIVE,0,5648,,,,Morning
aria_acct_003191,Credit Card,SR Visa Signature Rewards,2023-12-08 00:00:00,Online,ACTIVE,0,9895,,,,Morning
aria_acct_003192,Certificate Deposit,Certificate Account 6 Month,2013-01-10 00:00:00,In-Person,ACTIVE,0,27675,,,,Morning
aria_acct_003193,Checking,PREMIER CHECKING,2012-08-18 00:00:00,Phone,ACTIVE,0,88026,,,,Morning
aria_acct_003194,Savings,Money Market Savings,2023-10-30 00:00:00,Mobile,ACTIVE,0,4603,,,,Morning
aria_acct_003195,Checking,PREMIER CHECKING,2022-11-22 00:00:00,Mobile,ACTIVE,0,5479,,,,Night
aria_acct_003196,Savings,Money Market Savings,2016-04-25 00:00:00,In-Person,ACTIVE,0,25220,,,,Afternoon
aria_acct_003197,Credit Card,PP Visa Platinum Rewards,2022-12-20 00:00:00,Mobile,ACTIVE,0,40274,,,,Morning
aria_acct_003198,Checking,ICHECKING,2022-12-16 00:00:00,Mobile,ACTIVE,0,9524,,,,Afternoon
aria_acct_003199,Loan,LN CR- 60M,2021-05-05 00:00:00,Mobile,ACTIVE,0,0,27559.0,2021-05-05 00:00:00,2030-12-20 00:00:00,Evening
aria_acct_003200,Checking,Checking Account,2014-07-07 00:00:00,In-Person,ACTIVE,0,13587,,,,Evening
aria_acct_003201,Savings,POD Savings Account,2025-06-15 00:00:00,Mobile,ACTIVE,0,1281,,,,Evening
aria_acct_003202,Foreign Currency,Foreign Currency Account,2022-04-05 00:00:00,Mobile,ACTIVE,0,59693,,,,Afternoon
aria_acct_003203,Checking,PREFERRED CHECKING,2025-12-17 00:00:00,Online,CLOSED,0,33547,,,,Afternoon
aria_acct_003204,Savings,POD Savings Account,2023-05-29 00:00:00,Online,ACTIVE,0,3275,,,,Evening
aria_acct_003205,Credit Card,PP Visa Platinum Rewards,2021-05-10 00:00:00,In-Person,ACTIVE,0,19768,,,,Morning
aria_acct_003206,Checking,Checking Account,2012-05-10 00:00:00,In-Person,ACTIVE,0,8277,,,,Morning
aria_acct_003207,Savings,Money Market Savings,2017-11-22 00:00:00,In-Person,ACTIVE,0,3179,,,,Afternoon
aria_acct_003208,Checking,ICHECKING,2021-05-05 00:00:00,Mobile,ACTIVE,0,4650,,,,Morning
aria_acct_003209,Checking,Checking Account,2017-07-02 00:00:00,Online,ACTIVE,0,54378,,,,Afternoon
aria_acct_003210,Savings,POD Savings Account,2021-01-07 00:00:00,Online,ACTIVE,0,2564,,,,Morning
aria_acct_003211,Checking,Checking Account,2025-03-15 00:00:00,Referral,ACTIVE,0,189,,,,Afternoon
aria_acct_003212,Savings,Trust Savings Account,2016-07-11 00:00:00,Online,ACTIVE,0,20895,,,,Afternoon
aria_acct_003213,Certificate Deposit,Certificate Account 1 Year,2020-07-05 00:00:00,Phone,ACTIVE,0,12853,,,,Evening
aria_acct_003214,Checking,Checking Account,2019-11-26 00:00:00,Online,ACTIVE,0,23425,,,,Afternoon
aria_acct_003215,Savings,POD Savings Account,2023-06-08 00:00:00,Mobile,ACTIVE,0,1755,,,,Afternoon
aria_acct_003216,Checking,ICHECKING,2014-09-24 00:00:00,In-Person,ACTIVE,0,25539,,,,Morning
