aria_alert_id,aria_customer_id,aria_account_id,aria_relationship_type,aria_risk_factor,aria_condition_id,aria_created_on,aria_state,aria_is_sar,aria_customer_type,trigger_amt,z_score,profile_mean,age,pair_total,ratio,n_counterparties,days_observed,txn_count
aria_alert_00803,aria_cust_002176,aria_acct_004617,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-24 00:00:00,OPEN,0,Individual,41130.0,7.46,,68.6,,,,,
aria_alert_00804,aria_cust_001831,aria_acct_003886,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-25 00:00:00,OPEN,0,Individual,10149.0,7.04,,70.8,,,,,
aria_alert_00805,aria_cust_002453,aria_acct_005185,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-28 00:00:00,OPEN,0,Individual,49728.0,7.2,,62.4,,,,,
aria_alert_00806,aria_cust_000415,aria_acct_000881,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-23 00:00:00,OPEN,0,Individual,63607.0,7.84,,63.9,,,,,
aria_alert_00807,aria_cust_000511,aria_acct_001071,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-24 00:00:00,OPEN,0,Individual,71626.0,7.17,,65.2,,,,,
aria_alert_00808,aria_cust_000143,aria_acct_000307,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-17 00:00:00,OPEN,0,Individual,77845.0,9.3,,62.3,,,,,
aria_alert_00809,aria_cust_000693,aria_acct_001465,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-14 00:00:00,OPEN,1,Individual,66103.0,8.97,,70.4,,,,,
aria_alert_00810,aria_cust_002298,aria_acct_004868,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-11 00:00:00,OPEN,0,Individual,61030.0,3.49,,70.5,,,,,
aria_alert_00811,aria_cust_002163,aria_acct_004591,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-14 00:00:00,OPEN,0,Individual,76800.0,9.76,,61.1,,,,,
aria_alert_00812,aria_cust_003834,aria_acct_008133,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-26 00:00:00,OPEN,0,Individual,6107.0,6.67,,60.4,,,,,
aria_alert_00813,aria_cust_003400,aria_acct_007214,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-29 00:00:00,OPEN,0,Individual,77802.0,7.7,,63.2,,,,,
aria_alert_00814,aria_cust_002369,aria_acct_007203,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-23 00:00:00,OPEN,0,Individual,60519.0,8.59,,62.5,,,,,
aria_alert_00815,aria_cust_000629,aria_acct_001325,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-29 00:00:00,OPEN,0,Individual,57832.0,8.08,,63.2,,,,,
aria_alert_00816,aria_cust_002210,aria_acct_004680,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-03 00:00:00,OPEN,0,Individual,18749.0,5.96,,73.7,,,,,
aria_alert_00817,aria_cust_000305,aria_acct_000642,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-29 00:00:00,OPEN,0,Individual,67357.0,8.46,,64.3,,,,,
aria_alert_00818,aria_cust_000632,aria_acct_001332,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-28 00:00:00,OPEN,0,Individual,42496.0,7.49,,70.7,,,,,
aria_alert_00819,aria_cust_002734,aria_acct_005776,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-23 00:00:00,OPEN,0,Individual,6266.0,9.76,,69.2,,,,,
aria_alert_00820,aria_cust_003039,aria_acct_006425,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-23 00:00:00,OPEN,0,Individual,56268.0,9.76,,63.4,,,,,
aria_alert_00821,aria_cust_000039,aria_acct_000083,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-24 00:00:00,OPEN,0,Individual,38070.0,8.19,,65.5,,,,,
aria_alert_00822,aria_cust_000073,aria_acct_000154,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-02 00:00:00,OPEN,0,Individual,20836.0,3.86,,65.5,,,,,
aria_alert_00823,aria_cust_002617,aria_acct_005522,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-15 00:00:00,OPEN,0,Individual,76284.0,7.14,,75.3,,,,,
aria_alert_00824,aria_cust_003343,aria_acct_006560,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-28 00:00:00,OPEN,1,Individual,69147.0,8.39,,62.7,,,,,
aria_alert_00825,aria_cust_000776,aria_acct_006298,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-09 00:00:00,OPEN,0,Individual,71369.0,6.31,,80.9,,,,,
aria_alert_00826,aria_cust_001789,aria_acct_003791,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-21 00:00:00,OPEN,1,Individual,42639.0,5.11,,61.4,,,,,
aria_alert_00827,aria_cust_002020,aria_acct_004300,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-11 00:00:00,OPEN,0,Individual,47460.0,6.25,,79.3,,,,,
aria_alert_00828,aria_cust_001694,aria_acct_003602,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-05 00:00:00,OPEN,0,Individual,76397.0,6.42,,73.4,,,,,
aria_alert_00829,aria_cust_001146,aria_acct_002397,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-18 00:00:00,OPEN,0,Individual,30426.0,7.33,,72.2,,,,,
aria_alert_00830,aria_cust_000721,aria_acct_001516,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-21 00:00:00,OPEN,0,Individual,57465.0,9.42,,62.3,,,,,
aria_alert_00831,aria_cust_002926,aria_acct_006176,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-21 00:00:00,OPEN,0,Individual,9372.0,7.08,,77.7,,,,,
aria_alert_00832,aria_cust_000530,aria_acct_001108,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-27 00:00:00,OPEN,0,Individual,62703.0,5.64,,61.3,,,,,
aria_alert_00833,aria_cust_002725,aria_acct_005758,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-24 00:00:00,OPEN,1,Individual,24162.0,8.07,,67.1,,,,,
aria_alert_00834,aria_cust_000996,aria_acct_002088,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-30 00:00:00,OPEN,0,Individual,40656.0,4.36,,66.1,,,,,
aria_alert_00835,aria_cust_001301,aria_acct_002729,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-14 00:00:00,OPEN,0,Individual,18127.0,7.03,,70.5,,,,,
aria_alert_00836,aria_cust_002945,aria_acct_006216,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-14 00:00:00,OPEN,0,Individual,13825.0,5.87,,62.2,,,,,
aria_alert_00837,aria_cust_001716,aria_acct_003644,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-09 00:00:00,OPEN,0,Individual,26986.0,9.8,,64.7,,,,,
aria_alert_00838,aria_cust_002546,aria_acct_005383,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-28 00:00:00,OPEN,0,Individual,32689.0,4.73,,68.0,,,,,
aria_alert_00839,aria_cust_002898,aria_acct_006119,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-07 00:00:00,OPEN,1,Individual,44998.0,4.84,,71.6,,,,,
aria_alert_00840,aria_cust_002103,aria_acct_004464,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-28 00:00:00,OPEN,1,Individual,77075.0,4.92,,74.6,,,,,
aria_alert_00841,aria_cust_003724,aria_acct_007901,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-28 00:00:00,OPEN,0,Individual,26625.0,5.07,,80.9,,,,,
aria_alert_00842,aria_cust_000927,aria_acct_001949,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-19 00:00:00,OPEN,0,Individual,5001.0,6.0,,60.6,,,,,
aria_alert_00843,aria_cust_003775,aria_acct_008014,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-17 00:00:00,OPEN,0,Individual,33392.0,4.72,,67.2,,,,,
aria_alert_00844,aria_cust_001856,aria_acct_003941,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-27 00:00:00,OPEN,0,Individual,28573.0,7.47,,66.6,,,,,
aria_alert_00845,aria_cust_001910,aria_acct_000721,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-06 00:00:00,OPEN,0,Individual,17223.0,7.35,,67.0,,,,,
aria_alert_00846,aria_cust_001112,aria_acct_002327,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-18 00:00:00,OPEN,0,Individual,6593.0,7.1,,68.3,,,,,
aria_alert_00847,aria_cust_003069,aria_acct_006488,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-10 00:00:00,OPEN,0,Individual,37110.0,4.84,,65.3,,,,,
aria_alert_00848,aria_cust_003530,aria_acct_007498,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-18 00:00:00,OPEN,1,Individual,18889.0,6.47,,77.0,,,,,
aria_alert_00849,aria_cust_000346,aria_acct_000723,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-17 00:00:00,OPEN,0,Individual,30552.0,4.78,,72.6,,,,,
aria_alert_00850,aria_cust_003363,aria_acct_007146,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-08 00:00:00,OPEN,0,Individual,47238.0,7.72,,72.0,,,,,
aria_alert_00851,aria_cust_003773,aria_acct_008011,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-29 00:00:00,OPEN,0,Individual,64836.0,4.88,,65.6,,,,,
aria_alert_00852,aria_cust_002784,aria_acct_005880,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-13 00:00:00,OPEN,0,Individual,19643.0,6.21,,77.9,,,,,
aria_alert_00853,aria_cust_002008,aria_acct_004267,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-04 00:00:00,OPEN,0,Individual,55775.0,8.99,,67.6,,,,,
aria_alert_00854,aria_cust_001563,aria_acct_003316,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-29 00:00:00,OPEN,0,Individual,17419.0,8.99,,63.6,,,,,
aria_alert_00855,aria_cust_002498,aria_acct_005279,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-05 00:00:00,OPEN,1,Individual,76300.0,8.45,,63.2,,,,,
aria_alert_00856,aria_cust_003459,aria_acct_007344,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-23 00:00:00,OPEN,1,Individual,30926.0,6.12,,68.8,,,,,
aria_alert_00857,aria_cust_003635,aria_acct_007710,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-23 00:00:00,OPEN,0,Individual,38340.0,6.97,,62.2,,,,,
aria_alert_00858,aria_cust_002491,aria_acct_005260,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-03 00:00:00,OPEN,0,Individual,19736.0,5.24,,71.1,,,,,
aria_alert_00859,aria_cust_001540,aria_acct_003262,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-22 00:00:00,OPEN,0,Individual,55436.0,8.76,,68.9,,,,,
aria_alert_00860,aria_cust_003096,aria_acct_006549,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-09 00:00:00,OPEN,0,Individual,33971.0,8.86,,61.4,,,,,
aria_alert_00861,aria_cust_000759,aria_acct_001602,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-23 00:00:00,OPEN,1,Individual,57049.0,7.1,,86.4,,,,,
aria_alert_00862,aria_cust_001758,aria_acct_003727,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-10 00:00:00,OPEN,1,Individual,48577.0,7.15,,62.1,,,,,
aria_alert_00863,aria_cust_001156,aria_acct_002419,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-23 00:00:00,OPEN,0,Individual,9053.0,4.17,,61.1,,,,,
aria_alert_00864,aria_cust_000482,aria_acct_001011,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-08 00:00:00,OPEN,1,Individual,68048.0,8.25,,63.9,,,,,
aria_alert_00865,aria_cust_000234,aria_acct_000494,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-02 00:00:00,OPEN,0,Individual,31682.0,9.05,,73.5,,,,,
aria_alert_00866,aria_cust_000824,aria_acct_001732,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-30 00:00:00,OPEN,0,Individual,65019.0,8.53,,70.1,,,,,
aria_alert_00867,aria_cust_003757,aria_acct_007974,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-21 00:00:00,OPEN,0,Individual,60397.0,5.23,,63.1,,,,,
aria_alert_00868,aria_cust_001058,aria_acct_002211,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-15 00:00:00,OPEN,0,Individual,68063.0,5.0,,71.5,,,,,
aria_alert_00869,aria_cust_001141,aria_acct_002389,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-16 00:00:00,OPEN,0,Individual,35435.0,8.95,,70.3,,,,,
aria_alert_00870,aria_cust_002452,aria_acct_005183,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-24 00:00:00,OPEN,0,Individual,15050.0,3.69,,66.5,,,,,
aria_alert_00871,aria_cust_003821,aria_acct_008106,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-21 00:00:00,OPEN,0,Individual,47119.0,9.19,,68.8,,,,,
aria_alert_00872,aria_cust_001652,aria_acct_003510,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-21 00:00:00,OPEN,0,Individual,47712.0,6.25,,76.8,,,,,
aria_alert_00873,aria_cust_003013,aria_acct_006366,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-16 00:00:00,OPEN,0,Individual,30756.0,6.27,,67.8,,,,,
aria_alert_00874,aria_cust_001183,aria_acct_002479,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-23 00:00:00,OPEN,0,Individual,25978.0,5.74,,60.2,,,,,
aria_alert_00875,aria_cust_001988,aria_acct_004224,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-20 00:00:00,OPEN,1,Individual,32898.0,3.12,,73.4,,,,,
aria_alert_00876,aria_cust_002473,aria_acct_005223,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-15 00:00:00,OPEN,0,Individual,46405.0,4.62,,60.2,,,,,
aria_alert_00877,aria_cust_002081,aria_acct_004417,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-10 00:00:00,OPEN,0,Individual,11891.0,4.29,,65.1,,,,,
aria_alert_00878,aria_cust_002971,aria_acct_006273,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-15 00:00:00,OPEN,0,Individual,69756.0,3.23,,77.4,,,,,
aria_alert_00879,aria_cust_003443,aria_acct_007308,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-03 00:00:00,OPEN,0,Individual,55386.0,7.81,,64.8,,,,,
aria_alert_00880,aria_cust_000029,aria_acct_000062,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-06 00:00:00,OPEN,1,Individual,75086.0,3.75,,60.0,,,,,
aria_alert_00881,aria_cust_001202,aria_acct_002522,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-26 00:00:00,OPEN,0,Individual,79915.0,5.36,,60.0,,,,,
aria_alert_00882,aria_cust_001795,aria_acct_003808,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-28 00:00:00,OPEN,0,Individual,22072.0,5.61,,62.1,,,,,
aria_alert_00883,aria_cust_003529,aria_acct_007494,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-28 00:00:00,OPEN,0,Individual,28590.0,7.96,,64.9,,,,,
aria_alert_00884,aria_cust_000786,aria_acct_001661,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-11 00:00:00,OPEN,1,Individual,63245.0,8.36,,64.7,,,,,
aria_alert_00885,aria_cust_000002,aria_acct_000004,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-06 00:00:00,OPEN,0,Individual,17561.0,9.05,,60.9,,,,,
aria_alert_00886,aria_cust_002777,aria_acct_005867,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-27 00:00:00,OPEN,0,Individual,33673.0,9.58,,73.2,,,,,
aria_alert_00887,aria_cust_003501,aria_acct_007436,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-15 00:00:00,OPEN,0,Individual,57815.0,9.44,,61.4,,,,,
aria_alert_00888,aria_cust_000283,aria_acct_000599,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-14 00:00:00,OPEN,0,Individual,49785.0,6.46,,62.4,,,,,
aria_alert_00889,aria_cust_002358,aria_acct_004987,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-03 00:00:00,OPEN,1,Individual,7636.0,5.29,,66.0,,,,,
aria_alert_00890,aria_cust_000307,aria_acct_000645,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-30 00:00:00,OPEN,0,Individual,18386.0,5.34,,62.0,,,,,
aria_alert_00891,aria_cust_003438,aria_acct_007295,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-09 00:00:00,OPEN,0,Individual,24553.0,6.68,,66.9,,,,,
aria_alert_00892,aria_cust_001936,aria_acct_004113,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-20 00:00:00,OPEN,0,Individual,20542.0,5.65,,62.7,,,,,
aria_alert_00893,aria_cust_000252,aria_acct_000530,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-07 00:00:00,OPEN,0,Individual,19434.0,5.05,,66.6,,,,,
aria_alert_00894,aria_cust_001637,aria_acct_003473,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-20 00:00:00,OPEN,0,Individual,52218.0,4.81,,79.0,,,,,
aria_alert_00895,aria_cust_000998,aria_acct_002093,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-03 00:00:00,OPEN,0,Individual,45981.0,5.31,,89.4,,,,,
aria_alert_00896,aria_cust_000902,aria_acct_001903,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-02 00:00:00,OPEN,0,Individual,51279.0,7.05,,82.3,,,,,
aria_alert_00897,aria_cust_000606,aria_acct_001274,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-19 00:00:00,OPEN,1,Individual,25260.0,5.37,,65.3,,,,,
aria_alert_00898,aria_cust_001393,aria_acct_002936,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-16 00:00:00,OPEN,0,Individual,70686.0,6.61,,66.9,,,,,
aria_alert_00899,aria_cust_002028,aria_acct_004312,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-18 00:00:00,OPEN,0,Individual,77884.0,7.0,,63.3,,,,,
aria_alert_00900,aria_cust_003496,aria_acct_007424,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-08 00:00:00,OPEN,0,Individual,23085.0,8.99,,63.7,,,,,
aria_alert_00901,aria_cust_000087,aria_acct_000182,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-24 00:00:00,OPEN,0,Individual,42000.0,7.18,,67.7,,,,,
aria_alert_00902,aria_cust_000229,aria_acct_000486,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-29 00:00:00,OPEN,0,Individual,12405.0,4.54,,65.3,,,,,
aria_alert_00903,aria_cust_002840,aria_acct_006003,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-22 00:00:00,OPEN,0,Individual,37515.0,6.21,,63.3,,,,,
aria_alert_00904,aria_cust_002454,aria_acct_005187,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-09 00:00:00,OPEN,0,Individual,17275.0,9.08,,65.7,,,,,
aria_alert_00905,aria_cust_002579,aria_acct_005450,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-20 00:00:00,OPEN,0,Individual,46760.0,4.04,,60.2,,,,,
aria_alert_00906,aria_cust_001304,aria_acct_002734,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-02 00:00:00,OPEN,1,Individual,61645.0,9.26,,65.9,,,,,
aria_alert_00907,aria_cust_001848,aria_acct_003924,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-12 00:00:00,OPEN,0,Individual,10351.0,6.06,,61.4,,,,,
aria_alert_00908,aria_cust_001076,aria_acct_002248,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-05 00:00:00,OPEN,0,Individual,68027.0,7.97,,84.2,,,,,
aria_alert_00909,aria_cust_002582,aria_acct_005456,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-18 00:00:00,OPEN,1,Individual,28494.0,9.72,,78.2,,,,,
aria_alert_00910,aria_cust_001930,aria_acct_004098,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-08 00:00:00,OPEN,1,Individual,23591.0,5.37,,72.9,,,,,
aria_alert_00911,aria_cust_000280,aria_acct_000595,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-26 00:00:00,OPEN,0,Individual,65914.0,5.53,,64.2,,,,,
aria_alert_00912,aria_cust_002220,aria_acct_000491,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-13 00:00:00,OPEN,0,Individual,11578.0,8.35,,63.0,,,,,
aria_alert_00913,aria_cust_002490,aria_acct_005258,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-03 00:00:00,OPEN,0,Individual,21855.0,5.63,,62.1,,,,,
aria_alert_00914,aria_cust_002281,aria_acct_004827,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-20 00:00:00,OPEN,0,Individual,61555.0,6.15,,79.9,,,,,
aria_alert_00915,aria_cust_000715,aria_acct_001505,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-20 00:00:00,OPEN,0,Individual,71392.0,8.21,,79.4,,,,,
aria_alert_00916,aria_cust_001482,aria_acct_003130,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-08 00:00:00,OPEN,0,Individual,60978.0,8.67,,68.6,,,,,
aria_alert_00917,aria_cust_003117,aria_acct_000327,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-13 00:00:00,OPEN,0,Individual,28217.0,5.98,,64.9,,,,,
aria_alert_00918,aria_cust_002396,aria_acct_005062,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-10 00:00:00,OPEN,0,Individual,28791.0,4.1,,63.8,,,,,
aria_alert_00919,aria_cust_001613,aria_acct_003418,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-29 00:00:00,OPEN,0,Individual,49871.0,6.27,,60.1,,,,,
aria_alert_00920,aria_cust_002132,aria_acct_004526,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-20 00:00:00,OPEN,0,Individual,34722.0,7.55,,67.0,,,,,
aria_alert_00921,aria_cust_002722,aria_acct_005751,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-04 00:00:00,OPEN,0,Individual,64913.0,4.15,,64.0,,,,,
aria_alert_00922,aria_cust_002775,aria_acct_005861,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-27 00:00:00,OPEN,0,Individual,41694.0,6.04,,64.2,,,,,
aria_alert_00923,aria_cust_002065,aria_acct_004383,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-05 00:00:00,OPEN,0,Individual,11470.0,8.7,,67.2,,,,,
aria_alert_00924,aria_cust_000683,aria_acct_001445,HOLDER,Elder Abuse,ab5e8ba4-0290-50d6-a90f-c376c4e416f6,2026-03-14 00:00:00,OPEN,0,Individual,26758.0,3.3,,62.2,,,,,
