aria_account_id,aria_customer_id,aria_relationship_type
aria_acct_001301,aria_cust_000618,HOLDER
aria_acct_001302,aria_cust_000618,HOLDER
aria_acct_001303,aria_cust_000618,BORROWER
aria_acct_001304,aria_cust_000619,HOLDER
aria_acct_001305,aria_cust_000619,HOLDER
aria_acct_001306,aria_cust_000620,HOLDER
aria_acct_001307,aria_cust_000621,HOLDER
aria_acct_001308,aria_cust_000621,HOLDER
aria_acct_001309,aria_cust_000622,HOLDER
aria_acct_001309,aria_cust_002247,BENEFICIARY
aria_acct_001310,aria_cust_000623,HOLDER
aria_acct_001311,aria_cust_000623,HOLDER
aria_acct_001312,aria_cust_000623,BORROWER
aria_acct_001313,aria_cust_000624,HOLDER
aria_acct_001314,aria_cust_000624,HOLDER
aria_acct_001315,aria_cust_000624,HOLDER
aria_acct_001316,aria_cust_000625,HOLDER
aria_acct_001317,aria_cust_000625,HOLDER
aria_acct_001318,aria_cust_000625,HOLDER
aria_acct_001319,aria_cust_000626,HOLDER
aria_acct_001320,aria_cust_000626,HOLDER
aria_acct_001321,aria_cust_000627,HOLDER
aria_acct_001322,aria_cust_000627,HOLDER
aria_acct_001323,aria_cust_000628,HOLDER
aria_acct_001324,aria_cust_000628,BORROWER
aria_acct_001325,aria_cust_000629,HOLDER
aria_acct_001326,aria_cust_000629,BORROWER
aria_acct_001327,aria_cust_000630,HOLDER
aria_acct_001328,aria_cust_000630,HOLDER
aria_acct_001329,aria_cust_000630,BORROWER
aria_acct_001330,aria_cust_000631,HOLDER
aria_acct_001330,aria_cust_000917,BENEFICIARY
aria_acct_001331,aria_cust_000631,HOLDER
aria_acct_001331,aria_cust_001855,HOLDER
aria_acct_001332,aria_cust_000632,HOLDER
aria_acct_001333,aria_cust_000632,HOLDER
aria_acct_001334,aria_cust_000632,BORROWER
aria_acct_001335,aria_cust_000633,HOLDER
aria_acct_001336,aria_cust_000634,HOLDER
aria_acct_001337,aria_cust_000634,HOLDER
aria_acct_001338,aria_cust_000634,HOLDER
aria_acct_001338,aria_cust_000683,HOLDER
aria_acct_001339,aria_cust_000635,HOLDER
aria_acct_001340,aria_cust_000635,HOLDER
aria_acct_001341,aria_cust_000636,HOLDER
aria_acct_001342,aria_cust_000637,HOLDER
aria_acct_001342,aria_cust_001669,HOLDER
aria_acct_001343,aria_cust_000637,HOLDER
aria_acct_001344,aria_cust_000637,HOLDER
aria_acct_001344,aria_cust_001121,HOLDER
aria_acct_001345,aria_cust_000638,HOLDER
aria_acct_001346,aria_cust_000639,HOLDER
aria_acct_001347,aria_cust_000639,HOLDER
aria_acct_001348,aria_cust_000639,HOLDER
aria_acct_001349,aria_cust_000640,HOLDER
aria_acct_001350,aria_cust_000641,HOLDER
aria_acct_001351,aria_cust_000641,HOLDER
aria_acct_001351,aria_cust_000268,HOLDER
aria_acct_001351,aria_cust_004092,BENEFICIARY
aria_acct_001352,aria_cust_000641,HOLDER
aria_acct_001353,aria_cust_000642,HOLDER
aria_acct_001354,aria_cust_000642,HOLDER
aria_acct_001355,aria_cust_000642,HOLDER
aria_acct_001356,aria_cust_000643,HOLDER
aria_acct_001357,aria_cust_000644,HOLDER
aria_acct_001357,aria_cust_001528,HOLDER
aria_acct_001358,aria_cust_000644,HOLDER
aria_acct_001358,aria_cust_004773,BENEFICIARY
aria_acct_001359,aria_cust_000645,HOLDER
aria_acct_001360,aria_cust_000645,HOLDER
aria_acct_001361,aria_cust_000646,HOLDER
aria_acct_001362,aria_cust_000646,HOLDER
aria_acct_001363,aria_cust_000647,HOLDER
aria_acct_001364,aria_cust_000647,HOLDER
aria_acct_001365,aria_cust_000648,HOLDER
aria_acct_001366,aria_cust_000649,HOLDER
aria_acct_001367,aria_cust_000649,HOLDER
aria_acct_001368,aria_cust_000650,HOLDER
aria_acct_001369,aria_cust_000650,BORROWER
aria_acct_001370,aria_cust_000651,HOLDER
aria_acct_001371,aria_cust_000652,HOLDER
aria_acct_001372,aria_cust_000652,BORROWER
aria_acct_001373,aria_cust_000652,HOLDER
aria_acct_001373,aria_cust_002162,HOLDER
aria_acct_001374,aria_cust_000653,HOLDER
aria_acct_001374,aria_cust_003296,BENEFICIARY
aria_acct_001375,aria_cust_000653,HOLDER
aria_acct_001376,aria_cust_000654,HOLDER
aria_acct_001376,aria_cust_001289,BENEFICIARY
aria_acct_001377,aria_cust_000654,HOLDER
aria_acct_001378,aria_cust_000655,HOLDER
aria_acct_001378,aria_cust_004658,BENEFICIARY
aria_acct_001379,aria_cust_000655,HOLDER
aria_acct_001380,aria_cust_000655,HOLDER
aria_acct_001380,aria_cust_001168,HOLDER
aria_acct_001381,aria_cust_000655,HOLDER
aria_acct_001381,aria_cust_001700,HOLDER
aria_acct_001382,aria_cust_000656,HOLDER
aria_acct_001383,aria_cust_000656,HOLDER
aria_acct_001384,aria_cust_000657,HOLDER
aria_acct_001385,aria_cust_000657,HOLDER
aria_acct_001386,aria_cust_000657,HOLDER
aria_acct_001387,aria_cust_000658,HOLDER
aria_acct_001388,aria_cust_000658,HOLDER
aria_acct_001388,aria_cust_000238,BENEFICIARY
aria_acct_001389,aria_cust_000659,HOLDER
aria_acct_001389,aria_cust_003068,HOLDER
aria_acct_001389,aria_cust_000915,BENEFICIARY
aria_acct_001390,aria_cust_000659,HOLDER
aria_acct_001391,aria_cust_000659,HOLDER
aria_acct_001392,aria_cust_000660,HOLDER
aria_acct_001393,aria_cust_000660,HOLDER
aria_acct_001394,aria_cust_000660,HOLDER
aria_acct_001395,aria_cust_000660,BORROWER
aria_acct_001396,aria_cust_000661,HOLDER
aria_acct_001397,aria_cust_000661,HOLDER
aria_acct_001397,aria_cust_003483,HOLDER
aria_acct_001398,aria_cust_000662,HOLDER
aria_acct_001399,aria_cust_000662,HOLDER
aria_acct_001400,aria_cust_000662,HOLDER
aria_acct_001401,aria_cust_000662,HOLDER
aria_acct_001402,aria_cust_000663,HOLDER
aria_acct_001403,aria_cust_000663,HOLDER
aria_acct_001404,aria_cust_000664,HOLDER
aria_acct_001405,aria_cust_000665,HOLDER
aria_acct_001406,aria_cust_000665,BORROWER
aria_acct_001407,aria_cust_000666,HOLDER
aria_acct_001408,aria_cust_000667,HOLDER
aria_acct_001409,aria_cust_000667,HOLDER
aria_acct_001410,aria_cust_000668,HOLDER
aria_acct_001411,aria_cust_000668,HOLDER
aria_acct_001412,aria_cust_000668,BORROWER
aria_acct_001412,aria_cust_001836,GUARANTOR
aria_acct_001413,aria_cust_000669,HOLDER
aria_acct_001414,aria_cust_000669,HOLDER
aria_acct_001415,aria_cust_000669,HOLDER
aria_acct_001416,aria_cust_000670,HOLDER
aria_acct_001417,aria_cust_000671,HOLDER
aria_acct_001418,aria_cust_000672,HOLDER
aria_acct_001419,aria_cust_000672,HOLDER
aria_acct_001420,aria_cust_000673,HOLDER
aria_acct_001421,aria_cust_000673,HOLDER
aria_acct_001421,aria_cust_002917,HOLDER
aria_acct_001422,aria_cust_000674,HOLDER
aria_acct_001423,aria_cust_000674,HOLDER
aria_acct_001424,aria_cust_000674,HOLDER
aria_acct_001424,aria_cust_004519,HOLDER
aria_acct_001425,aria_cust_000675,HOLDER
aria_acct_001426,aria_cust_000675,HOLDER
aria_acct_001426,aria_cust_001702,HOLDER
aria_acct_001426,aria_cust_001546,BENEFICIARY
aria_acct_001427,aria_cust_000676,HOLDER
aria_acct_001427,aria_cust_003679,HOLDER
aria_acct_001428,aria_cust_000676,HOLDER
aria_acct_001429,aria_cust_000676,HOLDER
aria_acct_001429,aria_cust_000943,BENEFICIARY
aria_acct_001430,aria_cust_000676,BORROWER
aria_acct_001431,aria_cust_000677,HOLDER
aria_acct_001432,aria_cust_000677,HOLDER
aria_acct_001433,aria_cust_000678,HOLDER
aria_acct_001434,aria_cust_000678,HOLDER
aria_acct_001435,aria_cust_000679,HOLDER
aria_acct_001436,aria_cust_000679,HOLDER
aria_acct_001437,aria_cust_000679,HOLDER
aria_acct_001438,aria_cust_000680,HOLDER
aria_acct_001439,aria_cust_000680,HOLDER
aria_acct_001440,aria_cust_000681,HOLDER
aria_acct_001441,aria_cust_000682,HOLDER
aria_acct_001442,aria_cust_000682,HOLDER
aria_acct_001442,aria_cust_004220,BENEFICIARY
aria_acct_001443,aria_cust_000682,HOLDER
aria_acct_001443,aria_cust_001559,BENEFICIARY
aria_acct_001444,aria_cust_000682,HOLDER
aria_acct_001445,aria_cust_000683,HOLDER
aria_acct_001446,aria_cust_000683,HOLDER
aria_acct_001447,aria_cust_000684,HOLDER
aria_acct_001448,aria_cust_000685,HOLDER
aria_acct_001449,aria_cust_000685,HOLDER
aria_acct_001450,aria_cust_000685,HOLDER
aria_acct_001451,aria_cust_000686,HOLDER
aria_acct_001452,aria_cust_000687,HOLDER
aria_acct_001453,aria_cust_000687,HOLDER
aria_acct_001454,aria_cust_000688,HOLDER
aria_acct_001455,aria_cust_000689,HOLDER
aria_acct_001456,aria_cust_000689,HOLDER
aria_acct_001456,aria_cust_003326,BENEFICIARY
aria_acct_001457,aria_cust_000690,HOLDER
aria_acct_001458,aria_cust_000690,HOLDER
aria_acct_001459,aria_cust_000690,HOLDER
aria_acct_001460,aria_cust_000691,HOLDER
aria_acct_001461,aria_cust_000691,HOLDER
aria_acct_001462,aria_cust_000692,HOLDER
aria_acct_001463,aria_cust_000692,HOLDER
aria_acct_001464,aria_cust_000692,HOLDER
aria_acct_001465,aria_cust_000693,HOLDER
aria_acct_001466,aria_cust_000693,HOLDER
aria_acct_001467,aria_cust_000694,HOLDER
aria_acct_001467,aria_cust_000711,BENEFICIARY
aria_acct_001468,aria_cust_000694,HOLDER
aria_acct_001469,aria_cust_000695,HOLDER
aria_acct_001470,aria_cust_000696,HOLDER
aria_acct_001471,aria_cust_000697,HOLDER
aria_acct_001472,aria_cust_000697,HOLDER
aria_acct_001473,aria_cust_000697,HOLDER
aria_acct_001474,aria_cust_000698,HOLDER
aria_acct_001474,aria_cust_001402,HOLDER
aria_acct_001475,aria_cust_000699,HOLDER
aria_acct_001476,aria_cust_000700,HOLDER
aria_acct_001477,aria_cust_000700,HOLDER
aria_acct_001478,aria_cust_000701,HOLDER
aria_acct_001479,aria_cust_000701,HOLDER
aria_acct_001480,aria_cust_000702,HOLDER
aria_acct_001481,aria_cust_000702,HOLDER
aria_acct_001482,aria_cust_000703,HOLDER
aria_acct_001483,aria_cust_000703,BORROWER
aria_acct_001484,aria_cust_000703,HOLDER
aria_acct_001485,aria_cust_000704,HOLDER
aria_acct_001486,aria_cust_000704,HOLDER
aria_acct_001487,aria_cust_000704,BORROWER
aria_acct_001488,aria_cust_000705,HOLDER
aria_acct_001489,aria_cust_000705,HOLDER
aria_acct_001489,aria_cust_002657,HOLDER
aria_acct_001490,aria_cust_000706,HOLDER
aria_acct_001491,aria_cust_000706,HOLDER
aria_acct_001492,aria_cust_000707,HOLDER
aria_acct_001493,aria_cust_000707,HOLDER
aria_acct_001494,aria_cust_000707,BORROWER
aria_acct_001495,aria_cust_000708,HOLDER
aria_acct_001496,aria_cust_000708,HOLDER
aria_acct_001497,aria_cust_000709,HOLDER
aria_acct_001498,aria_cust_000710,HOLDER
aria_acct_001499,aria_cust_000710,HOLDER
aria_acct_001500,aria_cust_000711,HOLDER
aria_acct_001501,aria_cust_000712,HOLDER
aria_acct_001502,aria_cust_000712,HOLDER
aria_acct_001502,aria_cust_003378,HOLDER
aria_acct_001503,aria_cust_000713,HOLDER
aria_acct_001504,aria_cust_000714,HOLDER
aria_acct_001505,aria_cust_000715,HOLDER
aria_acct_001505,aria_cust_000085,HOLDER
aria_acct_001506,aria_cust_000715,HOLDER
aria_acct_001507,aria_cust_000716,HOLDER
aria_acct_001508,aria_cust_000716,HOLDER
aria_acct_001509,aria_cust_000717,HOLDER
aria_acct_001509,aria_cust_000154,HOLDER
aria_acct_001510,aria_cust_000718,HOLDER
aria_acct_001511,aria_cust_000718,HOLDER
aria_acct_001512,aria_cust_000719,HOLDER
aria_acct_001513,aria_cust_000719,HOLDER
aria_acct_001514,aria_cust_000719,BORROWER
aria_acct_001515,aria_cust_000720,HOLDER
aria_acct_001516,aria_cust_000721,HOLDER
aria_acct_001517,aria_cust_000721,HOLDER
aria_acct_001518,aria_cust_000722,HOLDER
aria_acct_001519,aria_cust_000722,HOLDER
aria_acct_001520,aria_cust_000723,HOLDER
aria_acct_001521,aria_cust_000724,HOLDER
aria_acct_001522,aria_cust_000724,HOLDER
aria_acct_001523,aria_cust_000725,HOLDER
aria_acct_001523,aria_cust_002081,BENEFICIARY
aria_acct_001524,aria_cust_000725,HOLDER
aria_acct_001524,aria_cust_003832,HOLDER
aria_acct_001525,aria_cust_000725,HOLDER
aria_acct_001526,aria_cust_000726,HOLDER
aria_acct_001527,aria_cust_000726,HOLDER
aria_acct_001528,aria_cust_000726,HOLDER
aria_acct_001529,aria_cust_000727,HOLDER
aria_acct_001530,aria_cust_000727,HOLDER
aria_acct_001531,aria_cust_000728,HOLDER
aria_acct_001532,aria_cust_000728,HOLDER
aria_acct_001533,aria_cust_000728,HOLDER
aria_acct_001534,aria_cust_000729,HOLDER
aria_acct_001535,aria_cust_000729,HOLDER
aria_acct_001535,aria_cust_001360,HOLDER
aria_acct_001536,aria_cust_000729,BORROWER
aria_acct_001537,aria_cust_000730,HOLDER
aria_acct_001538,aria_cust_000730,HOLDER
aria_acct_001539,aria_cust_000730,HOLDER
aria_acct_001540,aria_cust_000731,HOLDER
aria_acct_001541,aria_cust_000731,HOLDER
aria_acct_001541,aria_cust_000958,HOLDER
aria_acct_001542,aria_cust_000731,HOLDER
aria_acct_001543,aria_cust_000732,HOLDER
aria_acct_001544,aria_cust_000732,HOLDER
aria_acct_001545,aria_cust_000733,HOLDER
aria_acct_001545,aria_cust_004608,BENEFICIARY
aria_acct_001546,aria_cust_000733,HOLDER
aria_acct_001547,aria_cust_000733,BORROWER
aria_acct_001548,aria_cust_000734,HOLDER
aria_acct_001548,aria_cust_003632,BENEFICIARY
aria_acct_001549,aria_cust_000734,HOLDER
aria_acct_001550,aria_cust_000735,HOLDER
aria_acct_001551,aria_cust_000735,HOLDER
aria_acct_001552,aria_cust_000735,HOLDER
aria_acct_001553,aria_cust_000736,HOLDER
aria_acct_001554,aria_cust_000737,HOLDER
aria_acct_001555,aria_cust_000737,HOLDER
aria_acct_001556,aria_cust_000737,HOLDER
aria_acct_001557,aria_cust_000738,HOLDER
aria_acct_001557,aria_cust_003315,BENEFICIARY
aria_acct_001558,aria_cust_000738,HOLDER
aria_acct_001559,aria_cust_000739,HOLDER
aria_acct_001560,aria_cust_000739,HOLDER
aria_acct_001561,aria_cust_000740,HOLDER
aria_acct_001562,aria_cust_000740,HOLDER
aria_acct_001563,aria_cust_000741,HOLDER
aria_acct_001564,aria_cust_000742,HOLDER
aria_acct_001564,aria_cust_000110,HOLDER
aria_acct_001565,aria_cust_000742,HOLDER
aria_acct_001566,aria_cust_000742,HOLDER
aria_acct_001567,aria_cust_000743,HOLDER
aria_acct_001568,aria_cust_000743,HOLDER
aria_acct_001568,aria_cust_000749,HOLDER
aria_acct_001569,aria_cust_000743,HOLDER
aria_acct_001570,aria_cust_000744,HOLDER
aria_acct_001570,aria_cust_003254,BENEFICIARY
aria_acct_001571,aria_cust_000745,HOLDER
aria_acct_001572,aria_cust_000745,HOLDER
aria_acct_001573,aria_cust_000746,HOLDER
aria_acct_001574,aria_cust_000746,HOLDER
aria_acct_001575,aria_cust_000746,HOLDER
aria_acct_001575,aria_cust_000828,HOLDER
aria_acct_001576,aria_cust_000747,HOLDER
aria_acct_001577,aria_cust_000748,HOLDER
aria_acct_001578,aria_cust_000748,HOLDER
aria_acct_001579,aria_cust_000748,BORROWER
aria_acct_001579,aria_cust_000416,GUARANTOR
aria_acct_001580,aria_cust_000749,HOLDER
aria_acct_001581,aria_cust_000750,HOLDER
aria_acct_001582,aria_cust_000750,HOLDER
aria_acct_001583,aria_cust_000751,HOLDER
aria_acct_001583,aria_cust_000810,HOLDER
aria_acct_001584,aria_cust_000751,HOLDER
aria_acct_001585,aria_cust_000751,HOLDER
aria_acct_001586,aria_cust_000751,BORROWER
aria_acct_001587,aria_cust_000752,HOLDER
aria_acct_001588,aria_cust_000752,HOLDER
aria_acct_001589,aria_cust_000753,HOLDER
aria_acct_001590,aria_cust_000753,HOLDER
aria_acct_001591,aria_cust_000754,HOLDER
aria_acct_001592,aria_cust_000754,HOLDER
aria_acct_001593,aria_cust_000755,HOLDER
aria_acct_001593,aria_cust_000135,HOLDER
aria_acct_001593,aria_cust_004192,BENEFICIARY
aria_acct_001594,aria_cust_000755,HOLDER
aria_acct_001595,aria_cust_000755,HOLDER
aria_acct_001596,aria_cust_000756,HOLDER
aria_acct_001596,aria_cust_003670,BENEFICIARY
aria_acct_001597,aria_cust_000756,HOLDER
aria_acct_001598,aria_cust_000757,HOLDER
aria_acct_001599,aria_cust_000757,HOLDER
aria_acct_001599,aria_cust_000063,BENEFICIARY
aria_acct_001600,aria_cust_000757,HOLDER
aria_acct_001601,aria_cust_000758,HOLDER
aria_acct_001602,aria_cust_000759,HOLDER
aria_acct_001603,aria_cust_000760,HOLDER
aria_acct_001604,aria_cust_000760,HOLDER
aria_acct_001605,aria_cust_000761,HOLDER
aria_acct_001606,aria_cust_000761,HOLDER
aria_acct_001607,aria_cust_000762,HOLDER
aria_acct_001608,aria_cust_000762,HOLDER
aria_acct_001609,aria_cust_000762,BORROWER
aria_acct_001610,aria_cust_000763,HOLDER
aria_acct_001611,aria_cust_000763,HOLDER
aria_acct_001612,aria_cust_000763,HOLDER
aria_acct_001612,aria_cust_000486,HOLDER
aria_acct_001613,aria_cust_000764,HOLDER
aria_acct_001614,aria_cust_000764,HOLDER
aria_acct_001615,aria_cust_000765,HOLDER
aria_acct_001616,aria_cust_000765,HOLDER
aria_acct_001617,aria_cust_000766,HOLDER
aria_acct_001618,aria_cust_000766,HOLDER
aria_acct_001619,aria_cust_000767,HOLDER
aria_acct_001620,aria_cust_000767,HOLDER
aria_acct_001621,aria_cust_000767,BORROWER
aria_acct_001622,aria_cust_000768,HOLDER
aria_acct_001623,aria_cust_000769,HOLDER
aria_acct_001624,aria_cust_000769,HOLDER
aria_acct_001625,aria_cust_000769,HOLDER
aria_acct_001626,aria_cust_000769,BORROWER
aria_acct_001627,aria_cust_000769,HOLDER
aria_acct_001628,aria_cust_000770,HOLDER
aria_acct_001629,aria_cust_000770,HOLDER
aria_acct_001629,aria_cust_000584,BENEFICIARY
aria_acct_001630,aria_cust_000771,HOLDER
aria_acct_001630,aria_cust_002408,BENEFICIARY
aria_acct_001631,aria_cust_000771,HOLDER
aria_acct_001632,aria_cust_000772,HOLDER
aria_acct_001632,aria_cust_000281,BENEFICIARY
aria_acct_001633,aria_cust_000773,HOLDER
aria_acct_001634,aria_cust_000773,HOLDER
aria_acct_001635,aria_cust_000774,HOLDER
aria_acct_001636,aria_cust_000774,HOLDER
aria_acct_001636,aria_cust_000600,HOLDER
aria_acct_001637,aria_cust_000775,HOLDER
aria_acct_001638,aria_cust_000776,HOLDER
aria_acct_001639,aria_cust_000776,HOLDER
aria_acct_001640,aria_cust_000776,HOLDER
aria_acct_001641,aria_cust_000777,HOLDER
aria_acct_001641,aria_cust_003922,HOLDER
aria_acct_001641,aria_cust_002547,BENEFICIARY
aria_acct_001642,aria_cust_000778,HOLDER
aria_acct_001643,aria_cust_000778,HOLDER
aria_acct_001644,aria_cust_000778,BORROWER
aria_acct_001645,aria_cust_000779,HOLDER
aria_acct_001645,aria_cust_002334,BENEFICIARY
aria_acct_001646,aria_cust_000779,HOLDER
aria_acct_001646,aria_cust_003514,BENEFICIARY
aria_acct_001647,aria_cust_000780,HOLDER
aria_acct_001648,aria_cust_000781,HOLDER
aria_acct_001648,aria_cust_001950,HOLDER
aria_acct_001649,aria_cust_000781,HOLDER
aria_acct_001650,aria_cust_000782,HOLDER
aria_acct_001651,aria_cust_000782,HOLDER
aria_acct_001652,aria_cust_000782,BORROWER
aria_acct_001652,aria_cust_002878,GUARANTOR
aria_acct_001653,aria_cust_000783,HOLDER
aria_acct_001654,aria_cust_000783,HOLDER
aria_acct_001654,aria_cust_002041,BENEFICIARY
aria_acct_001655,aria_cust_000784,HOLDER
aria_acct_001656,aria_cust_000784,HOLDER
aria_acct_001656,aria_cust_000962,HOLDER
aria_acct_001657,aria_cust_000784,BORROWER
aria_acct_001658,aria_cust_000785,HOLDER
aria_acct_001658,aria_cust_002568,HOLDER
aria_acct_001659,aria_cust_000785,HOLDER
aria_acct_001660,aria_cust_000785,HOLDER
aria_acct_001660,aria_cust_000624,HOLDER
aria_acct_001661,aria_cust_000786,HOLDER
aria_acct_001662,aria_cust_000786,HOLDER
aria_acct_001663,aria_cust_000787,HOLDER
aria_acct_001664,aria_cust_000788,HOLDER
aria_acct_001665,aria_cust_000788,HOLDER
aria_acct_001665,aria_cust_004958,HOLDER
aria_acct_001666,aria_cust_000788,HOLDER
aria_acct_001666,aria_cust_003849,HOLDER
aria_acct_001667,aria_cust_000789,HOLDER
aria_acct_001668,aria_cust_000789,BORROWER
aria_acct_001669,aria_cust_000790,HOLDER
aria_acct_001669,aria_cust_003410,BENEFICIARY
aria_acct_001670,aria_cust_000790,BORROWER
aria_acct_001670,aria_cust_003597,GUARANTOR
aria_acct_001671,aria_cust_000791,HOLDER
aria_acct_001671,aria_cust_003747,BENEFICIARY
aria_acct_001672,aria_cust_000792,HOLDER
aria_acct_001673,aria_cust_000792,HOLDER
aria_acct_001673,aria_cust_000256,BENEFICIARY
aria_acct_001674,aria_cust_000793,HOLDER
aria_acct_001674,aria_cust_004559,HOLDER
aria_acct_001675,aria_cust_000794,HOLDER
aria_acct_001676,aria_cust_000794,HOLDER
aria_acct_001677,aria_cust_000795,HOLDER
aria_acct_001677,aria_cust_002907,HOLDER
aria_acct_001678,aria_cust_000796,HOLDER
aria_acct_001679,aria_cust_000796,HOLDER
aria_acct_001680,aria_cust_000797,HOLDER
aria_acct_001681,aria_cust_000797,HOLDER
aria_acct_001682,aria_cust_000798,HOLDER
aria_acct_001683,aria_cust_000799,HOLDER
aria_acct_001683,aria_cust_004057,BENEFICIARY
aria_acct_001684,aria_cust_000799,HOLDER
aria_acct_001685,aria_cust_000800,HOLDER
aria_acct_001686,aria_cust_000800,HOLDER
aria_acct_001687,aria_cust_000801,HOLDER
aria_acct_001688,aria_cust_000801,HOLDER
aria_acct_001689,aria_cust_000801,HOLDER
aria_acct_001689,aria_cust_003866,HOLDER
aria_acct_001690,aria_cust_000802,HOLDER
aria_acct_001691,aria_cust_000803,HOLDER
aria_acct_001692,aria_cust_000803,HOLDER
aria_acct_001693,aria_cust_000803,HOLDER
aria_acct_001694,aria_cust_000804,HOLDER
aria_acct_001695,aria_cust_000804,HOLDER
aria_acct_001696,aria_cust_000805,HOLDER
aria_acct_001696,aria_cust_000255,HOLDER
aria_acct_001697,aria_cust_000806,HOLDER
aria_acct_001698,aria_cust_000806,HOLDER
aria_acct_001699,aria_cust_000806,HOLDER
aria_acct_001699,aria_cust_002412,BENEFICIARY
aria_acct_001700,aria_cust_000807,HOLDER
aria_acct_001701,aria_cust_000807,BORROWER
aria_acct_001701,aria_cust_004328,GUARANTOR
aria_acct_001702,aria_cust_000808,HOLDER
aria_acct_001702,aria_cust_000167,HOLDER
aria_acct_001703,aria_cust_000808,HOLDER
aria_acct_001704,aria_cust_000809,HOLDER
aria_acct_001705,aria_cust_000810,HOLDER
aria_acct_001706,aria_cust_000811,HOLDER
aria_acct_001707,aria_cust_000812,HOLDER
aria_acct_001708,aria_cust_000813,HOLDER
aria_acct_001709,aria_cust_000813,HOLDER
aria_acct_001710,aria_cust_000814,HOLDER
aria_acct_001711,aria_cust_000814,HOLDER
aria_acct_001712,aria_cust_000814,HOLDER
aria_acct_001713,aria_cust_000815,HOLDER
aria_acct_001714,aria_cust_000815,HOLDER
aria_acct_001715,aria_cust_000816,HOLDER
aria_acct_001716,aria_cust_000817,HOLDER
aria_acct_001716,aria_cust_000598,HOLDER
aria_acct_001717,aria_cust_000817,HOLDER
aria_acct_001718,aria_cust_000817,BORROWER
aria_acct_001719,aria_cust_000818,HOLDER
aria_acct_001720,aria_cust_000818,HOLDER
aria_acct_001721,aria_cust_000818,BORROWER
aria_acct_001722,aria_cust_000819,HOLDER
aria_acct_001723,aria_cust_000819,HOLDER
aria_acct_001724,aria_cust_000820,HOLDER
aria_acct_001725,aria_cust_000820,HOLDER
aria_acct_001726,aria_cust_000821,HOLDER
aria_acct_001727,aria_cust_000821,HOLDER
aria_acct_001728,aria_cust_000821,HOLDER
aria_acct_001728,aria_cust_001319,HOLDER
aria_acct_001729,aria_cust_000822,HOLDER
aria_acct_001729,aria_cust_003777,HOLDER
aria_acct_001730,aria_cust_000822,HOLDER
aria_acct_001731,aria_cust_000823,HOLDER
aria_acct_001732,aria_cust_000824,HOLDER
aria_acct_001732,aria_cust_004467,HOLDER
aria_acct_001733,aria_cust_000824,HOLDER
aria_acct_001734,aria_cust_000825,HOLDER
aria_acct_001734,aria_cust_000664,BENEFICIARY
aria_acct_001735,aria_cust_000826,HOLDER
aria_acct_001736,aria_cust_000826,HOLDER
aria_acct_001737,aria_cust_000826,HOLDER
aria_acct_001738,aria_cust_000827,HOLDER
aria_acct_001738,aria_cust_003391,HOLDER
aria_acct_001739,aria_cust_000827,HOLDER
aria_acct_001740,aria_cust_000827,HOLDER
aria_acct_001741,aria_cust_000828,HOLDER
aria_acct_001742,aria_cust_000828,HOLDER
aria_acct_001743,aria_cust_000829,HOLDER
aria_acct_001744,aria_cust_000829,HOLDER
aria_acct_001744,aria_cust_001720,BENEFICIARY
aria_acct_001745,aria_cust_000829,BORROWER
aria_acct_001746,aria_cust_000829,HOLDER
aria_acct_001747,aria_cust_000830,HOLDER
aria_acct_001748,aria_cust_000830,HOLDER
aria_acct_001748,aria_cust_001777,HOLDER
aria_acct_001748,aria_cust_004049,BENEFICIARY
aria_acct_001749,aria_cust_000831,HOLDER
aria_acct_001750,aria_cust_000831,HOLDER
aria_acct_001751,aria_cust_000832,HOLDER
aria_acct_001752,aria_cust_000832,HOLDER
aria_acct_001752,aria_cust_002316,HOLDER
aria_acct_001753,aria_cust_000833,HOLDER
aria_acct_001754,aria_cust_000833,BORROWER
aria_acct_001755,aria_cust_000834,HOLDER
aria_acct_001756,aria_cust_000834,HOLDER
aria_acct_001757,aria_cust_000835,HOLDER
aria_acct_001757,aria_cust_001260,HOLDER
aria_acct_001758,aria_cust_000835,HOLDER
aria_acct_001759,aria_cust_000835,HOLDER
aria_acct_001759,aria_cust_004430,HOLDER
aria_acct_001760,aria_cust_000835,BORROWER
aria_acct_001761,aria_cust_000836,HOLDER
aria_acct_001762,aria_cust_000836,HOLDER
aria_acct_001763,aria_cust_000837,HOLDER
aria_acct_001763,aria_cust_002194,HOLDER
aria_acct_001763,aria_cust_003927,BENEFICIARY
aria_acct_001764,aria_cust_000837,HOLDER
aria_acct_001764,aria_cust_000065,HOLDER
aria_acct_001765,aria_cust_000838,HOLDER
aria_acct_001766,aria_cust_000838,HOLDER
aria_acct_001767,aria_cust_000839,HOLDER
aria_acct_001767,aria_cust_002884,BENEFICIARY
aria_acct_001768,aria_cust_000839,HOLDER
aria_acct_001769,aria_cust_000840,HOLDER
aria_acct_001770,aria_cust_000840,HOLDER
aria_acct_001771,aria_cust_000841,HOLDER
aria_acct_001771,aria_cust_001411,HOLDER
aria_acct_001772,aria_cust_000841,HOLDER
aria_acct_001773,aria_cust_000841,HOLDER
aria_acct_001774,aria_cust_000842,HOLDER
aria_acct_001774,aria_cust_000177,HOLDER
aria_acct_001775,aria_cust_000842,BORROWER
aria_acct_001775,aria_cust_000432,GUARANTOR
