trxn_id,customer_id,residency_country_id,zipcode,xceed_rf_score
3853,c_585,254,60659,0
3854,c_631,254,60516,5
3855,c_123,267,NULL,2
3856,c_8,267,94111,5
3857,c_345,254,60707,0
3858,c_1294,254,60004,2
3859,c_30,267,95110,0
3860,c_604,254,60605,9
3861,c_1295,267,NULL,3
3862,c_1296,254,60164,0
3863,c_72,254,60714,10
3864,c_184,267,NULL,9
3865,c_102,267,NULL,4
3866,c_73,267,NULL,0
3867,c_270,267,NULL,8
3868,c_1297,267,NULL,5
3869,c_66,254,60440,3
3870,c_102,267,NULL,4
3871,c_1,267,19806,6
3872,c_22,267,NULL,2
3873,c_70,267,95134,8
3874,c_1298,267,NULL,9
3875,c_1299,254,60630,0
3876,c_73,267,NULL,0
3877,c_125,267,NULL,3
3878,c_1098,267,NULL,7
3879,c_40,254,12729,3
3880,c_63,267,NULL,4
3881,c_280,267,NULL,9
3882,c_43,267,98104,6
3883,c_40,254,12729,3
3884,c_37,267,NULL,9
3885,c_485,254,60305,3
3886,c_721,267,NULL,2
3887,c_228,254,60559,1
3888,c_28,267,94111,8
3889,c_8,267,94111,5
3890,c_1300,254,60640,6
3891,c_49,267,19901,4
3892,c_35,267,60640,2
3893,c_1301,267,NULL,10
3894,c_1302,267,NULL,9
3895,c_146,267,NULL,10
3896,c_1,267,19806,6
3897,c_481,254,60025,6
3898,c_432,254,60091,9
3899,c_64,267,NULL,5
3900,c_102,267,NULL,4
3901,c_1303,267,NULL,2
3902,c_1304,267,NULL,0
3903,c_1305,267,NULL,7
3904,c_133,267,NULL,7
3905,c_1306,267,NULL,1
3906,c_1307,267,60053,0
3907,c_214,254,60640,0
3908,c_231,254,60706,10
3909,c_1069,267,NULL,9
3910,c_28,267,94111,8
3911,c_308,267,6511,8
3912,c_687,267,NULL,4
3913,c_49,267,60148,4
3914,c_133,267,NULL,7
3915,c_17,267,94111,6
3916,c_1308,254,60625,9
3917,c_205,267,NULL,7
3918,c_1309,267,NULL,2
3919,c_49,267,60148,4
3920,c_72,254,60714,10
3921,c_1,267,19806,6
3922,c_87,267,NULL,0
3923,c_117,267,NULL,1
3924,c_30,267,95110,0
3925,c_49,267,60148,4
3926,c_1310,267,NULL,9
3927,c_345,254,60707,0
3928,c_1023,267,NULL,3
3929,c_1311,267,NULL,10
3930,c_1312,267,NULL,8
3931,c_1313,267,NULL,8
3932,c_30,267,95110,0
3933,c_324,267,NULL,3
3934,c_320,254,60608,4
3935,c_1314,267,NULL,4
3936,c_8,267,94111,5
3937,c_49,267,19901,4
3938,c_295,267,60016,6
3939,c_148,267,NULL,2
3940,c_118,267,95110,4
3941,c_1315,267,NULL,9
3942,c_1,267,19806,6
3943,c_1162,267,NULL,3
3944,c_177,267,NULL,3
3945,c_49,267,60148,4
3946,c_1290,267,NULL,8
3947,c_78,267,6510,3
3948,c_1316,254,10940,10
3949,c_1317,267,NULL,2
3950,c_1318,267,NULL,0
3951,c_8,267,94111,5
3952,c_598,267,NULL,4
3953,c_1269,267,NULL,4
3954,c_66,254,60440,3
3955,c_368,267,NULL,3
3956,c_1319,254,60645,9
3957,c_1320,267,NULL,1
3958,c_41,267,94111,0
3959,c_49,267,60148,4
3960,c_30,267,95110,0
3961,c_1321,254,60077,2
3962,c_41,267,94111,0
3963,c_406,267,NULL,3
3964,c_28,267,94111,8
3965,c_787,254,60640,6
3966,c_119,267,60018,2
3967,c_72,254,60714,10
3968,c_28,267,94111,8
3969,c_1031,254,60062,9
3970,c_1322,267,NULL,3
3971,c_96,267,NULL,1
3972,c_133,267,NULL,7
3973,c_1227,254,60707,1
3974,c_139,254,60004,2
3975,c_364,267,60654,6
3976,c_191,267,60403,0
3977,c_398,267,NULL,2
3978,c_1323,267,NULL,6
3979,c_102,267,NULL,4
3980,c_384,267,60056,10
3981,c_22,267,NULL,2
3982,c_1324,267,NULL,10
3983,c_8,267,94111,5
3984,c_8,267,94111,5
3985,c_132,267,90245,8
3986,c_1325,254,60616,3
3987,c_78,267,6511,3
3988,c_72,254,60714,10
3989,c_49,267,19901,4
3990,c_1,267,19806,6
3991,c_13,267,94111,0
3992,c_1326,267,NULL,6
3993,c_308,267,6511,8
3994,c_756,267,NULL,7
3995,c_107,267,60203,3
3996,c_104,267,77036,9
3997,c_268,254,60101,8
3998,c_1327,254,60625,0
3999,c_1328,267,NULL,5
4000,c_8,267,94111,5
4001,c_28,267,94111,8
4002,c_1329,267,NULL,4
4003,c_1,267,19806,6
4004,c_643,267,60641,5
4005,c_357,267,NULL,7
4006,c_1330,43,12729,5
4007,c_13,267,94111,0
4008,c_464,267,NULL,1
4009,c_1331,267,NULL,0
4010,c_119,267,60018,2
4011,c_1332,267,NULL,6
4012,c_681,254,10940,4
4013,c_1262,254,12729,3
4014,c_1333,267,NULL,3
4015,c_133,267,NULL,7
4016,c_127,267,94111,0
4017,c_252,267,NULL,1
4018,c_183,267,NULL,10
4019,c_296,267,NULL,8
4020,c_681,254,10940,4
4021,c_1334,267,NULL,10
4022,c_579,267,NULL,8
4023,c_1335,254,12746,7
4024,c_72,254,60714,10
4025,c_102,267,NULL,4
4026,c_133,267,NULL,7
4027,c_127,267,94111,0
4028,c_416,267,NULL,9
4029,c_280,267,NULL,9
4030,c_1,267,19806,6
4031,c_1336,267,60176,4
4032,c_30,267,95110,0
4033,c_73,267,NULL,0
4034,c_28,267,94111,8
4035,c_30,267,95110,0
4036,c_13,267,94111,0
4037,c_1337,267,NULL,9
4038,c_30,267,95110,0
4039,c_104,267,77036,9
4040,c_26,267,NULL,1
4041,c_252,267,NULL,1
4042,c_1338,267,NULL,10
4043,c_8,267,94111,5
4044,c_63,267,NULL,4
4045,c_22,267,NULL,2
4046,c_579,267,NULL,8
4047,c_97,254,60062,6
4048,c_492,254,60068,8
4049,c_619,267,60641,10
4050,c_305,267,NULL,3
4051,c_205,267,NULL,7
4052,c_1339,267,NULL,0
4053,c_410,267,NULL,2
4054,c_776,267,NULL,1
4055,c_49,267,19901,4
4056,c_49,267,60148,4
4057,c_624,267,NULL,7
4058,c_30,267,95110,0
4059,c_30,267,95110,0
4060,c_1340,267,NULL,4
4061,c_1341,254,60004,6
4062,c_1167,254,60160,6
4063,c_1277,267,NULL,10
4064,c_49,267,19901,4
4065,c_1268,267,NULL,3
4066,c_99,254,60067,8
4067,c_8,267,94111,5
4068,c_73,267,NULL,0
4069,c_13,267,94111,0
4070,c_730,267,60025,5
4071,c_13,267,94111,0
4072,c_8,267,94111,5
4073,c_1,267,19806,6
4074,c_49,267,60148,4
4075,c_1342,254,60016,2
4076,c_13,267,94111,0
4077,c_8,267,94111,5
4078,c_857,267,NULL,3
4079,c_249,267,11354,5
4080,c_1343,267,NULL,5
4081,c_104,267,77036,9
4082,c_30,267,95110,0
4083,c_1344,267,NULL,10
4084,c_8,267,94111,5
4085,c_429,267,11354,3
4086,c_8,267,94111,5
4087,c_581,267,60632,10
4088,c_1273,254,60108,5
4089,c_100,267,NULL,8
4090,c_63,267,NULL,4
4091,c_41,267,94111,0
4092,c_22,267,NULL,2
4093,c_1345,254,60659,0
4094,c_13,267,94111,0
4095,c_13,267,94111,0
4096,c_22,267,NULL,2
4097,c_41,267,94111,0
4098,c_8,267,94111,5
4099,c_127,267,94111,0
4100,c_13,267,94111,0
4101,c_112,267,NULL,4
4102,c_13,267,94111,0
4103,c_66,254,60440,3
4104,c_66,254,60440,3
4105,c_49,267,60148,4
4106,c_1346,267,NULL,7
4107,c_1347,254,60165,4
4108,c_475,267,NULL,3
4109,c_73,267,NULL,0
4110,c_30,267,95110,0
4111,c_1348,267,60016,1
4112,c_58,267,60608,10
4113,c_28,267,94111,8
4114,c_984,267,NULL,6
4115,c_66,254,60440,3
4116,c_117,267,NULL,1
4117,c_1349,267,NULL,4
4118,c_66,254,60440,3
4119,c_1,267,19806,6
4120,c_30,267,95110,0
4121,c_13,267,94111,0
4122,c_1350,254,60077,4
4123,c_242,254,60016,7
4124,c_137,267,NULL,4
4125,c_133,267,NULL,7
4126,c_43,267,98104,6
4127,c_7,267,NULL,10
4128,c_329,267,NULL,9
4129,c_124,267,NULL,10
4130,c_22,267,NULL,2
4131,c_1122,267,NULL,1
4132,c_49,267,60148,4
4133,c_1351,254,60091,7
4134,c_808,267,60018,7
4135,c_63,267,NULL,4
4136,c_73,267,NULL,0
4137,c_116,267,91789,3
4138,c_58,267,60608,10
4139,c_28,267,94111,8
4140,c_97,254,60062,6
4141,c_30,267,95110,0
4142,c_97,254,60062,6
4143,c_1,267,19806,6
4144,c_22,267,NULL,2
4145,c_1352,267,NULL,8
4146,c_1353,254,60465,4
4147,c_13,267,94111,0
4148,c_1354,267,NULL,1
4149,c_1,267,19806,6
4150,c_808,267,60018,7
4151,c_73,267,NULL,0
4152,c_13,267,94111,0
4153,c_1355,267,NULL,2
4154,c_147,254,60660,10
4155,c_1356,267,NULL,7
4156,c_28,267,94111,8
4157,c_243,267,NULL,2
4158,c_118,267,95110,4
4159,c_94,267,NULL,0
4160,c_1357,267,NULL,2
4161,c_1358,254,60616,8
4162,c_595,254,60016,4
4163,c_13,267,94111,0
4164,c_1359,267,NULL,9
4165,c_49,267,60148,4
4166,c_13,267,94111,0
4167,c_49,267,60148,4
4168,c_298,267,60162,9
4169,c_1360,267,NULL,1
4170,c_78,267,6511,3
4171,c_847,267,NULL,4
4172,c_133,267,NULL,7
4173,c_428,267,60160,6
4174,c_240,267,NULL,8
4175,c_135,267,60655,9
4176,c_1361,254,NULL,4
4177,c_41,267,94111,0
4178,c_104,267,77036,9
4179,c_1362,267,NULL,9
4180,c_1363,267,NULL,9
4181,c_79,267,11354,5
4182,c_28,267,94111,8
4183,c_379,267,NULL,10
4184,c_212,267,NULL,9
4185,c_87,267,NULL,0
4186,c_132,267,90245,8
4187,c_507,267,60628,6
4188,c_139,254,60004,2
4189,c_22,267,NULL,2
4190,c_1364,267,NULL,7
4191,c_140,267,NULL,5
4192,c_724,267,60173,2
4193,c_41,267,94111,0
4194,c_1365,267,NULL,1
4195,c_79,267,11354,5
4196,c_1366,267,NULL,2
4197,c_1367,267,NULL,3
4198,c_30,267,95110,0
4199,c_1368,254,60016,5
4200,c_1369,267,NULL,3
4201,c_10,254,60521,0
4202,c_1370,254,60625,4
4203,c_1371,254,60004,5
4204,c_1372,267,NULL,6
4205,c_176,267,NULL,9
4206,c_86,254,60452,5
4207,c_473,267,NULL,7
4208,c_49,267,60148,4
4209,c_698,267,NULL,7
4210,c_1258,267,NULL,3
4211,c_1350,254,60077,4
4212,c_1373,267,NULL,5
4213,c_147,254,60660,10
4214,c_13,267,94111,0
4215,c_480,267,NULL,6
4216,c_1374,267,NULL,8
4217,c_1375,254,60076,6
4218,c_620,254,60451,3
4219,c_1376,267,NULL,4
4220,c_30,267,95110,0
4221,c_624,267,NULL,7
4222,c_49,267,60148,4
4223,c_30,267,95110,0
4224,c_321,267,NULL,9
4225,c_537,254,60616,5
4226,c_1000,267,NULL,2
4227,c_78,267,6511,3
4228,c_8,267,94111,5
4229,c_1083,267,NULL,3
4230,c_78,267,6511,3
4231,c_66,254,60440,3
4232,c_41,267,94111,0
4233,c_133,267,NULL,7
4234,c_67,254,91007,2
4235,c_375,254,60618,5
4236,c_1377,267,NULL,4
4237,c_263,267,NULL,1
4238,c_1378,267,NULL,10
4239,c_1379,267,NULL,5
4240,c_127,267,94111,0
4241,c_8,267,94111,5
4242,c_8,267,94111,5
4243,c_8,267,94111,5
4244,c_13,267,94111,0
4245,c_1380,267,NULL,2
4246,c_620,254,60451,3
4247,c_1381,267,NULL,7
4248,c_1273,254,60108,5
4249,c_817,267,NULL,6
4250,c_87,267,NULL,0
4251,c_626,267,NULL,8
4252,c_438,267,NULL,4
4253,c_359,267,NULL,5
4254,c_28,267,94111,8
4255,c_1382,267,NULL,8
4256,c_565,267,NULL,2
4257,c_657,267,NULL,4
4258,c_974,254,60645,9
4259,c_1191,267,NULL,3
4260,c_903,254,60707,6
4261,c_1315,267,NULL,9
4262,c_28,267,94111,8
4263,c_526,267,NULL,0
4264,c_13,267,94111,0
4265,c_574,254,60645,10
4266,c_1160,254,12771,7
4267,c_410,267,NULL,2
4268,c_13,267,94111,0
4269,c_147,254,60660,10
4270,c_308,267,6511,8
4271,c_1,267,19806,6
4272,c_104,267,77036,9
4273,c_961,267,NULL,4
4274,c_261,267,NULL,2
4275,c_1383,267,NULL,6
4276,c_8,267,94111,5
4277,c_310,267,60173,8
4278,c_1384,267,NULL,1
4279,c_41,267,94111,0
4280,c_78,267,6511,3
4281,c_1385,267,NULL,9
4282,c_1386,267,NULL,4
4283,c_95,267,77036,9
4284,c_1387,267,NULL,4
4285,c_1388,267,NULL,4
4286,c_1389,267,NULL,8
4287,c_22,267,NULL,2
4288,c_1062,267,60640,0
4289,c_151,254,60616,9
4290,c_28,267,94111,8
4291,c_13,267,94111,0
4292,c_28,267,94111,8
4293,c_13,267,94111,0
4294,c_1092,267,NULL,0
4295,c_8,267,94111,5
4296,c_1390,267,NULL,2
4297,c_1391,267,NULL,7
4298,c_1392,267,NULL,9
4299,c_1393,267,NULL,9
4300,c_95,267,77036,9
4301,c_132,267,90245,8
4302,c_95,267,77036,9
4303,c_41,267,94111,0
4304,c_115,267,NULL,10
4305,c_49,267,19901,4
4306,c_1394,267,NULL,2
4307,c_66,254,60440,3
4308,c_375,254,60618,5
4309,c_308,267,6511,8
4310,c_22,267,NULL,2
4311,c_249,267,11354,5
4312,c_1010,267,NULL,7
4313,c_1395,267,NULL,10
4314,c_710,267,NULL,4
4315,c_528,267,NULL,2
4316,c_66,254,60440,3
4317,c_133,267,NULL,7
4318,c_41,267,94111,0
4319,c_610,267,NULL,6
4320,c_219,267,19801,0
4321,c_1396,267,NULL,4
4322,c_648,267,73131,4
4323,c_63,267,NULL,4
4324,c_13,267,94111,0
4325,c_8,267,94111,5
4326,c_99,254,60067,8
4327,c_1397,267,NULL,7
4328,c_41,267,94111,0
4329,c_214,254,60640,0
4330,c_1398,267,NULL,9
4331,c_1,267,19806,6
4332,c_133,267,NULL,7
4333,c_242,254,60016,7
4334,c_78,267,6511,3
4335,c_1,267,19806,6
4336,c_308,267,6511,8
4337,c_28,267,94111,8
4338,c_1254,267,NULL,1
4339,c_49,267,19901,4
4340,c_1399,267,NULL,0
4341,c_73,267,NULL,0
4342,c_1400,254,60160,0
4343,c_1401,254,60612,10
4344,c_1402,254,60640,9
4345,c_49,267,60148,4
4346,c_49,267,60148,4
4347,c_359,267,NULL,5
4348,c_49,267,19901,4
4349,c_583,267,60645,7
4350,c_1403,267,NULL,8
4351,c_1404,267,NULL,6
4352,c_1098,267,NULL,7
4353,c_1405,267,NULL,4
4354,c_481,254,60025,6
4355,c_40,254,12729,3
4356,c_30,267,95110,0
4357,c_1406,267,NULL,9
4358,c_79,267,11354,5
4359,c_88,254,60712,5
4360,c_109,254,60016,9
4361,c_49,267,60148,4
4362,c_49,267,19901,4
4363,c_28,267,94111,8
4364,c_41,267,94111,0
4365,c_8,267,94111,5
4366,c_41,267,94111,0
4367,c_482,254,60523,1
4368,c_998,267,NULL,9
4369,c_481,254,60025,6
4370,c_1407,254,60630,10
4371,c_1408,254,60625,0
4372,c_963,254,40223,1
4373,c_102,267,NULL,4
4374,c_1409,267,NULL,0
4375,c_63,267,NULL,4
4376,c_49,267,60148,4
4377,c_377,267,NULL,0
4378,c_22,267,NULL,2
4379,c_338,267,NULL,6
4380,c_65,267,60646,6
4381,c_119,267,60018,2
4382,c_22,267,NULL,2
4383,c_60,254,60016,8
4384,c_90,267,95110,2
4385,c_49,267,19901,4
4386,c_1410,254,60632,3
4387,c_66,254,60440,3
4388,c_1411,254,60457,6
4389,c_1268,267,NULL,3
4390,c_1412,267,NULL,10
4391,c_1,267,19806,6
4392,c_76,254,60026,10
4393,c_1,267,19806,6
4394,c_1413,267,NULL,0
4395,c_30,267,95110,0
4396,c_193,254,60616,4
4397,c_252,267,NULL,1
4398,c_78,267,6511,3
4399,c_1356,267,NULL,7
4400,c_66,254,60440,3
4401,c_79,267,11354,5
4402,c_1414,254,60614,4
4403,c_66,254,60440,3
4404,c_123,267,NULL,2
4405,c_247,267,NULL,3
4406,c_1,267,19806,6
4407,c_942,254,60609,9
4408,c_1415,267,NULL,7
4409,c_1416,267,NULL,6
4410,c_1417,267,NULL,7
4411,c_1019,254,60640,5
4412,c_30,267,95110,0
4413,c_1418,254,60640,1
4414,c_1419,267,NULL,7
4415,c_700,254,60624,4
4416,c_149,267,60053,10
4417,c_41,267,94111,0
4418,c_49,267,60148,4
4419,c_8,267,94111,5
4420,c_117,267,NULL,1
4421,c_8,267,94111,5
4422,c_56,267,60610,9
4423,c_1420,267,NULL,1
4424,c_1421,254,60630,0
4425,c_953,254,60608,7
4426,c_50,254,60527,10
4427,c_227,267,NULL,0
4428,c_66,254,60440,3
4429,c_774,254,60613,4
4430,c_1422,267,NULL,3
4431,c_87,267,NULL,0
4432,c_13,267,94111,0
4433,c_97,254,60062,6
4434,c_129,267,60173,2
4435,c_69,267,60640,10
4436,c_25,267,NULL,10
4437,c_87,267,NULL,0
4438,c_1423,267,NULL,10
4439,c_78,267,6511,3
4440,c_524,267,60018,2
4441,c_49,267,19901,4
4442,c_1424,254,60025,1
4443,c_73,267,NULL,0
4444,c_366,267,NULL,9
4445,c_1425,267,NULL,3
4446,c_1426,254,60608,9
4447,c_1427,254,60714,5
4448,c_1428,267,NULL,1
4449,c_1429,267,NULL,2
4450,c_41,267,94111,0
4451,c_149,267,60053,10
4452,c_1430,267,NULL,1
4453,c_1431,267,NULL,5
4454,c_498,254,60016,2
4455,c_132,267,90245,8
4456,c_28,267,94111,8
4457,c_469,267,NULL,8
4458,c_648,267,73131,4
4459,c_1432,254,60630,2
4460,c_1433,267,NULL,6
4461,c_1434,267,NULL,10
4462,c_1435,267,60639,0
4463,c_90,267,95110,2
4464,c_1436,267,NULL,4
4465,c_97,254,60062,6
4466,c_133,267,NULL,7
4467,c_28,267,94111,8
4468,c_383,254,10963,1
4469,c_278,254,60091,0
4470,c_1437,267,NULL,9
4471,c_72,254,60714,10
4472,c_87,267,NULL,0
4473,c_156,267,60610,6
4474,c_22,267,NULL,2
4475,c_8,267,94111,5
4476,c_133,267,NULL,7
4477,c_1390,267,NULL,2
4478,c_8,267,94111,5
4479,c_28,267,94111,8
4480,c_13,267,94111,0
4481,c_102,267,NULL,4
4482,c_1438,267,NULL,8
4483,c_1439,267,NULL,7
4484,c_529,267,NULL,1
4485,c_1423,267,NULL,10
4486,c_1440,267,NULL,6
4487,c_49,267,19901,4
4488,c_269,267,60053,8
4489,c_67,254,91007,2
4490,c_1441,267,NULL,6
4491,c_69,267,60640,10
4492,c_1442,267,60620,4
4493,c_76,254,60026,10
4494,c_1443,267,NULL,6
4495,c_28,267,94111,8
4496,c_22,267,NULL,2
4497,c_695,267,NULL,1
4498,c_97,254,60062,6
4499,c_1237,267,NULL,1
4500,c_870,254,60616,8
4501,c_41,267,94111,0
4502,c_1444,254,12746,9
4503,c_359,267,NULL,5
4504,c_1445,267,NULL,2
4505,c_13,267,94111,0
4506,c_66,254,60440,3
4507,c_28,267,94111,8
4508,c_8,267,94111,5
4509,c_183,267,NULL,10
4510,c_28,267,94111,8
4511,c_1446,267,60616,10
4512,c_308,267,6511,8
4513,c_274,254,60076,6
4514,c_1,267,19806,6
4515,c_394,267,NULL,9
4516,c_1447,267,NULL,5
4517,c_26,267,NULL,1
4518,c_30,267,95110,0
4519,c_8,267,94111,5
4520,c_1268,267,NULL,3
4521,c_28,267,94111,8
4522,c_1448,254,60091,4
4523,c_1449,267,NULL,2
4524,c_63,267,NULL,4
4525,c_1319,254,60645,9
4526,c_447,267,NULL,5
4527,c_8,267,94111,5
4528,c_98,267,NULL,4
4529,c_34,254,60008,9
4530,c_1041,254,60616,1
4531,c_1090,254,60637,0
4532,c_277,267,NULL,1
4533,c_524,267,60018,2
4534,c_1450,267,NULL,9
4535,c_30,267,95110,0
4536,c_1451,267,NULL,10
4537,c_49,267,60148,4
4538,c_321,267,NULL,9
4539,c_60,254,60016,8
4540,c_1452,267,NULL,5
4541,c_1,267,19806,6
4542,c_133,267,NULL,7
4543,c_117,267,NULL,1
4544,c_1453,267,NULL,8
4545,c_8,267,94111,5
4546,c_1454,267,NULL,5
4547,c_1455,267,NULL,10
4548,c_893,254,60091,6
4549,c_972,267,NULL,2
4550,c_37,267,NULL,9
4551,c_308,267,6511,8
4552,c_133,267,NULL,7
4553,c_1456,254,60162,0
4554,c_22,267,NULL,2
4555,c_41,267,94111,0
4556,c_148,267,NULL,2
4557,c_359,267,NULL,5
4558,c_116,267,91789,3
4559,c_8,267,94111,5
4560,c_116,267,91789,3
4561,c_22,267,NULL,2
4562,c_1457,254,60632,0
4563,c_1276,267,NULL,3
4564,c_517,254,60480,1
4565,c_1458,267,NULL,10
4566,c_1459,254,60659,2
4567,c_87,267,NULL,0
4568,c_102,267,NULL,4
4569,c_228,254,60559,1
4570,c_197,254,60056,8
4571,c_1460,267,NULL,7
4572,c_66,254,60440,3
4573,c_1461,267,NULL,4
4574,c_1462,267,60126,9
4575,c_410,267,NULL,2
4576,c_1463,267,NULL,1
4577,c_27,254,60640,2
4578,c_1464,267,NULL,0
4579,c_154,267,NULL,3
4580,c_1465,267,NULL,10
4581,c_635,267,NULL,8
4582,c_1466,267,NULL,9
4583,c_1467,267,NULL,0
4584,c_197,254,60056,8
4585,c_273,267,NULL,1
4586,c_1468,267,NULL,6
4587,c_359,267,NULL,5
4588,c_298,267,60162,9
4589,c_1469,267,NULL,2
4590,c_1470,267,NULL,0
4591,c_13,267,94111,0
4592,c_780,254,60165,10
4593,c_1443,267,NULL,6
4594,c_22,267,NULL,2
4595,c_438,267,NULL,4
4596,c_191,267,60403,0
4597,c_63,267,NULL,4
4598,c_1314,267,NULL,4
4599,c_368,267,NULL,3
4600,c_13,267,94111,0
4601,c_333,254,60608,9
4602,c_1005,267,NULL,7
4603,c_412,254,60022,3
4604,c_308,267,6511,8
4605,c_99,254,60067,8
4606,c_218,254,60026,6
4607,c_8,267,94111,5
4608,c_1000,267,NULL,2
4609,c_13,267,94111,0
4610,c_1471,267,NULL,9
4611,c_481,254,60025,6
4612,c_208,267,NULL,3
4613,c_28,267,94111,8
4614,c_694,254,60706,3
4615,c_30,267,95110,0
4616,c_1472,267,NULL,6
4617,c_256,254,60169,8
4618,c_280,267,NULL,9
4619,c_13,267,94111,0
4620,c_30,267,95110,0
4621,c_565,267,NULL,2
4622,c_274,254,60076,6
4623,c_8,267,94111,5
4624,c_1473,254,60616,9
4625,c_41,267,94111,0
4626,c_681,254,10940,4
4627,c_87,267,NULL,0
4628,c_1474,267,NULL,0
4629,c_307,254,60018,10
4630,c_13,267,94111,0
4631,c_584,254,60616,2
4632,c_8,267,94111,5
4633,c_90,267,95110,2
4634,c_1223,267,NULL,6
4635,c_1475,267,NULL,10
4636,c_13,267,94111,0
4637,c_79,267,11354,5
4638,c_599,254,60016,0
4639,c_316,267,NULL,2
4640,c_104,267,77036,9
4641,c_97,254,60062,6
4642,c_25,267,NULL,10
4643,c_1476,267,NULL,10
4644,c_847,267,NULL,4
4645,c_194,254,60657,8
4646,c_1237,267,NULL,1
4647,c_26,267,NULL,1
4648,c_129,267,60173,2
4649,c_149,267,60053,10
4650,c_1477,267,NULL,3
4651,c_1478,254,10963,9
4652,c_13,267,94111,0
4653,c_1479,267,NULL,8
4654,c_147,254,60660,10
4655,c_22,267,NULL,2
4656,c_359,267,NULL,5
4657,c_1480,254,60608,9
4658,c_1481,267,NULL,5
4659,c_139,254,60004,2
4660,c_13,267,94111,0
4661,c_745,267,60165,0
4662,c_49,267,60148,4
4663,c_1482,267,60482,3
4664,c_8,267,94111,5
4665,c_814,267,NULL,10
4666,c_308,267,6511,8
4667,c_12,254,60630,10
4668,c_218,254,60026,6
4669,c_223,267,NULL,8
4670,c_133,267,NULL,7
4671,c_41,267,94111,0
4672,c_13,267,94111,0
4673,c_78,267,6511,3
4674,c_249,267,11354,5
4675,c_49,267,60148,4
4676,c_78,267,6511,3
4677,c_49,267,19901,4
4678,c_1483,267,NULL,2
4679,c_1382,267,NULL,8
4680,c_22,267,NULL,2
4681,c_373,267,NULL,9
4682,c_72,254,60714,10
4683,c_66,254,60440,3
4684,c_789,267,NULL,6
4685,c_296,267,NULL,8
4686,c_135,267,60655,9
4687,c_1484,267,NULL,3
4688,c_1485,267,NULL,4
4689,c_1486,267,NULL,4
4690,c_682,267,NULL,0
4691,c_1,267,19806,6
4692,c_1,267,19806,6
4693,c_133,267,NULL,7
4694,c_78,267,6511,3
4695,c_1487,267,12729,2
4696,c_424,254,8016,10
4697,c_8,267,94111,5
4698,c_460,267,NULL,4
4699,c_1488,254,60659,3
4700,c_66,254,60440,3
4701,c_49,267,19901,4
4702,c_49,267,60148,4
4703,c_511,254,60076,5
4704,c_1067,267,NULL,4
4705,c_49,267,19901,4
4706,c_1489,267,NULL,5
4707,c_982,267,NULL,7
4708,c_41,267,94111,0
4709,c_1490,267,NULL,3
4710,c_30,267,95110,0
4711,c_215,254,60025,0
4712,c_30,267,95110,0
4713,c_8,267,94111,5
4714,c_118,267,95110,4
4715,c_78,267,6511,3
4716,c_97,254,60062,6
4717,c_13,267,94111,0
4718,c_46,267,NULL,4
4719,c_863,254,60089,3
4720,c_79,267,11354,5
4721,c_87,267,NULL,0
4722,c_75,267,NULL,7
4723,c_1491,267,NULL,9
4724,c_1492,267,NULL,7
4725,c_70,267,95134,8
4726,c_64,267,NULL,5
4727,c_1493,267,NULL,5
4728,c_392,267,NULL,10
4729,c_256,254,60169,8
4730,c_10,254,77005,0
4731,c_1494,267,NULL,10
4732,c_1495,267,NULL,8
4733,c_1479,267,NULL,8
4734,c_78,267,6511,3
4735,c_1496,267,NULL,8
4736,c_30,267,95110,0
4737,c_214,254,60640,0
4738,c_1189,267,NULL,4
4739,c_49,267,60148,4
4740,c_307,254,60018,10
4741,c_127,267,94111,0
4742,c_73,267,NULL,0
4743,c_28,267,94111,8
4744,c_1497,267,NULL,7
4745,c_8,267,94111,5
4746,c_438,267,NULL,4
4747,c_116,267,91789,3
4748,c_87,267,NULL,0
4749,c_117,267,NULL,1
4750,c_22,267,NULL,2
4751,c_133,267,NULL,7
4752,c_443,267,NULL,4
4753,c_30,267,95110,0
4754,c_1498,267,NULL,3
4755,c_73,267,NULL,0
4756,c_49,267,19901,4
4757,c_1499,254,60659,1
4758,c_412,254,60015,3
4759,c_754,267,NULL,1
4760,c_480,267,NULL,6
4761,c_64,267,NULL,5
4762,c_1041,254,60616,1
4763,c_295,267,60016,6
4764,c_475,267,NULL,3
4765,c_58,267,60608,10
4766,c_1500,267,NULL,4
4767,c_226,267,NULL,3
4768,c_249,267,11354,5
4769,c_1312,267,NULL,8
4770,c_1501,267,NULL,0
4771,c_13,267,94111,0
4772,c_1045,267,NULL,0
4773,c_22,267,NULL,2
4774,c_751,254,60062,9
4775,c_1502,254,60165,3
4776,c_516,254,60712,1
4777,c_78,267,6510,3
4778,c_1,267,19806,6
4779,c_208,267,NULL,3
4780,c_1503,267,NULL,1
4781,c_22,267,NULL,2
4782,c_481,254,60025,6
4783,c_1504,267,NULL,7
4784,c_13,267,94111,0
4785,c_1424,254,60025,1
4786,c_1505,267,NULL,10
4787,c_28,267,94111,8
4788,c_1223,267,NULL,6
4789,c_1504,267,NULL,7
4790,c_49,267,60148,4
4791,c_102,267,NULL,4
4792,c_102,267,NULL,4
4793,c_28,267,94111,8
4794,c_104,267,77036,9
4795,c_357,267,NULL,7
4796,c_28,267,94111,8
4797,c_102,267,NULL,4
4798,c_600,254,60712,8
4799,c_13,267,94111,0
4800,c_1410,254,60632,3
4801,c_1440,267,NULL,6
