customer_id,out_degree,in_degree,unique_banks_sent_to,unique_banks_rcvd_from,structuring_score,fan_out_score,txn_velocity,cross_bank_ratio,total_out_txns,total_out_amt,max_single_txn,avg_txn_amt
42eaa49c-ffe6-49a8-a0d6-889813de8e53,48,0,28,0,0.0,0.0612,1.0652,0.4694,49,2992349.48,175584.68,61068.36
42eac2e3-6941-410b-8e96-2575556dbed8,54,0,28,0,0.0,0.0741,1.0588,0.4815,54,143457.55,5143.13,2656.62
42ee534b-7c0d-4252-a374-fa27b635da02,56,0,30,0,0.0,0.0877,1.0962,0.5789,57,8968292.31,365356.28,157338.46
42fca5c1-246d-4873-a260-f16b6ffe072f,46,0,30,0,0.0,0.087,1.0952,0.5217,46,9549105.4,875713.41,207589.25
430d7bfe-93b2-47f2-8487-2b884b43dfc1,52,0,28,0,0.0,0.0577,1.0833,0.5192,52,3719810.56,222716.58,71534.82
4338f5fe-f3a0-456b-ab08-1c948f7b4f17,63,0,34,0,0.0,0.0476,1.05,0.4921,63,2640850.03,117725.77,41918.25
43394f67-eccf-46c1-9a18-9e17f03b1cc4,59,0,30,0,0.0339,0.0508,1.0727,0.4915,59,282100.71,21371.3,4781.37
434ffcc0-7b75-4489-87a3-184ab683852e,59,0,30,0,0.0333,0.0667,1.0526,0.5167,60,233785.7,9080.73,3896.43
43793b24-c99d-420c-95f7-53a585753c0e,53,0,28,0,0.1481,0.0741,1.102,0.5,54,781119.22,45873.69,14465.17
43ae922c-8489-44f3-be8c-233ed38ebf0d,44,0,25,0,0.0222,0.0667,1.0,0.6222,45,684124.83,35148.6,15202.77
43d3bf4a-49ec-4d26-86ce-d73b8f80bf93,49,0,29,0,0.0,0.0816,1.0426,0.3878,49,12278558.47,784616.38,250582.83
43dbc4ce-bab0-4266-bb59-38172629c542,52,0,32,0,0.1698,0.0566,1.0192,0.5283,53,635553.81,26682.6,11991.58
4419ea14-35a2-46cb-b3ca-35fa4f28f63e,53,0,31,0,0.0,0.0755,1.1277,0.4151,53,2540372.27,117775.58,47931.55
44252c71-d97c-4b21-8563-b3cf036e100f,45,0,25,0,0.0,0.087,1.0455,0.4348,46,2013793.95,120900.58,43778.13
442d42fa-4e82-4cda-a5c9-896c4416fb82,58,0,32,0,0.0,0.0508,1.1132,0.5932,59,5765359.54,308300.87,97717.96
4438a36d-85ec-4365-b9e7-944262eb550b,56,0,27,0,0.0,0.0526,1.0962,0.6316,57,9860021.34,404816.59,172982.83
44703b94-441d-4fe1-b78e-00ead8768234,46,0,24,0,0.0,0.0638,1.0682,0.4894,47,17196546.23,1248331.99,365883.96
4490702f-e9e2-48f4-872e-d4f34d4531f5,54,0,32,0,0.0185,0.0741,1.08,0.4444,54,217566.8,15346.86,4029.01
449d738f-73a8-4aea-8c29-b0c40b584bef,57,0,30,0,0.0,0.0526,1.0755,0.4737,57,4586519.68,225840.0,80465.26
44e4caa1-11c7-4a3d-bb74-ab4230aaf2a9,53,0,29,0,0.0189,0.0566,1.06,0.6038,53,2737855.93,136643.83,51657.66
44e9ac49-77e1-42d0-9b3f-56aab3c8d5ad,50,0,28,0,0.0,0.1,1.087,0.44,50,12071116.45,555828.1,241422.33
44f769f6-20c6-4f67-baa7-4a2e3a5012ab,48,0,28,0,0.0,0.0612,1.1395,0.4286,49,182403.94,12920.58,3722.53
44f9b572-ce50-47ad-ab95-5a6d80657cfa,55,0,33,0,0.0,0.0536,1.098,0.5179,56,3050557.18,160342.26,54474.24
4524d638-1027-4207-a29a-acca5a6f5efa,64,0,34,0,0.0,0.0615,1.0317,0.4615,65,8007287.08,267807.85,123189.03
45349fc2-3825-4047-add9-98dd39dfddd1,47,0,27,0,0.0,0.0851,1.0444,0.5106,47,2111192.85,117972.67,44919.0
4549c5b3-46c2-469d-8edd-05a72a0e2024,44,0,26,0,0.0,0.0682,1.0233,0.5682,44,7322163.69,428102.16,166412.81
454e1f86-7b07-4db3-ad44-dcec2276e6f5,44,0,28,0,0.0,0.0909,1.0233,0.5455,44,2734111.34,162066.12,62138.89
45598c4d-22a8-4f86-a429-55bb48e8b8c1,88,0,35,0,0.0,0.044,1.1375,0.5604,91,99203457.88,2406830.18,1090147.89
459a1df1-0023-44ef-bc9b-3407a8146c9b,70,0,33,0,0.0,0.0704,1.127,0.5915,71,8378.18,364.05,118.0
459c92cd-b179-42c6-af3e-d3cadff8cec4,64,0,31,0,0.0312,0.2031,1.2308,0.4688,64,2746731.82,130151.49,42917.68
45ab84c4-b856-4810-b17b-b56ba68d4028,42,0,24,0,0.0,0.0714,1.0244,0.5238,42,1994023.59,102390.36,47476.75
45ba41df-2dbd-4666-a513-1bfeca419a36,49,0,28,0,0.0,0.0612,1.0652,0.5918,49,3349227.6,205784.49,68351.58
45bcad9d-d8dc-4130-84b6-4be2d7729d0a,59,0,30,0,0.0169,0.0678,1.1346,0.5085,59,1242046.79,62530.73,21051.64
45cdf5b3-6dd2-4fa6-9c20-66cabd7c368b,58,0,32,0,0.0,0.0833,1.1538,0.4833,60,9572505.29,398310.88,159541.75
45faf3b9-bfbb-4a90-bea4-830f973e1a85,59,0,33,0,0.0833,0.0667,1.0909,0.4833,60,1148940.21,42294.32,19149.0
4617e01b-fbdb-4fa3-85be-a6ed7c785f36,50,0,28,0,0.0,0.08,1.1111,0.48,50,2307766.63,144368.15,46155.33
461d6d84-ac30-4efe-a5bd-24a9982d08db,48,0,29,0,0.1667,0.0625,1.0,0.5208,48,550599.32,31856.04,11470.82
46226b2c-9faa-4c8b-97f8-5c460c4e3a70,46,0,27,0,0.0,0.0652,1.0455,0.5652,46,49454342.94,2538453.64,1075094.41
4645798b-265b-4ce8-b823-bfcb8daf64ce,62,0,31,0,0.0,0.0469,1.0847,0.4219,64,63770938.87,2583596.87,996420.92
46773993-5d63-4054-b5e7-b11edd302062,56,0,32,0,0.0,0.0536,1.0182,0.4643,56,10050450.81,601412.01,179472.34
46794fe4-8efb-43f8-bd75-8fe0412ac894,52,0,29,0,0.0,0.0556,1.125,0.5926,54,13486742.45,819591.02,249754.49
46942ed1-0305-4815-97bc-b479c17425cd,50,0,29,0,0.16,0.06,1.087,0.62,50,677035.46,26942.1,13540.71
46bc678d-7738-4807-b18e-62433cdd8e2b,57,0,33,0,0.0,0.1167,1.1538,0.5833,60,11658123.86,481337.41,194302.06
46c1cb68-6bd1-4a41-a13d-51926e84d978,49,0,27,0,0.0408,0.1224,1.1136,0.4898,49,1397417.0,98488.36,28518.71
46f47053-494c-4d04-8565-042eb1b9e0b3,59,0,32,0,0.1148,0.0656,1.0893,0.4098,61,344548.0,14516.25,5648.33
47077403-7ea9-4751-8e92-f48160cf0e0a,59,0,29,0,0.0,0.0508,1.0727,0.6102,59,3421793.51,166914.88,57996.5
471900af-7c1a-468b-8d46-0987c8c50584,52,0,27,0,0.0,0.0566,1.0192,0.5094,53,1587416.78,68072.15,29951.26
47302673-775c-44f8-a2ec-c04ee0e8db49,65,0,32,0,0.0,0.0615,1.1607,0.5231,65,4313436.88,164080.73,66360.57
4741943a-16a8-43fb-84b5-eda7aaae19f7,48,0,28,0,0.0,0.0625,1.0213,0.5208,48,3851158.71,176479.89,80232.47
475e4177-c5c1-4cab-90e8-57a7099b67ef,55,0,29,0,0.0,0.0545,1.1224,0.4364,55,3033819.09,140224.96,55160.35
475e733f-dd11-496c-92ee-eb7e064a1543,74,0,37,0,0.0,0.0526,1.1343,0.4737,76,3760252.62,130596.35,49477.01
47637d16-57c1-469e-b049-c9b337e2248e,58,0,28,0,0.2373,0.0678,1.1346,0.4915,59,698839.72,39632.53,11844.74
476efc4b-7f19-49c2-874b-12273048be34,53,0,28,0,0.0189,0.0755,1.1778,0.4528,53,2232063.9,95245.81,42114.41
477ad152-9fd9-418c-8545-10cbfc96e593,63,0,33,0,0.0,0.0476,1.1053,0.4127,63,4679575.25,211585.45,74278.97
47ab976b-73da-4fec-b8e2-4f999478ef7d,54,0,29,0,0.0,0.0727,1.1224,0.5091,55,6736433.49,256981.21,122480.61
47aeaa5c-a5b4-4b07-8e65-766f5c3a952d,58,0,28,0,0.0,0.0517,1.0741,0.5517,58,7311419.6,410285.73,126058.96
47ee2c2d-71fc-4a12-8cf2-d0abcc24f3c0,53,0,29,0,0.0,0.0566,1.0816,0.4528,53,23634479.22,933280.79,445933.57
47f0580d-0f3f-41c4-ab5b-df83cf712082,52,0,27,0,0.2453,0.0566,1.0192,0.5849,53,710360.88,29483.18,13403.04
47f3c082-2380-4442-847c-9ae66d85345b,62,0,31,0,0.0952,0.1587,1.1667,0.5714,63,6884658.92,516858.31,109280.3
47f728fe-06de-4481-9cae-09d08e95d1e2,52,0,24,0,0.0,0.0755,1.0816,0.5283,53,5101548.37,300239.04,96255.63
480a2b35-7b0a-41e7-a7c8-5e71b77fe0f5,52,0,30,0,0.0,0.0566,1.0392,0.4717,53,4440663.13,193676.73,83786.1
48105bed-282f-45f8-8558-a22f8e7ab069,39,0,20,0,0.0,0.0769,1.0,0.6923,39,3072641.12,158781.2,78785.67
481bbe41-c5eb-40f6-9d4c-022f69a3550f,86,0,31,0,0.0,0.0581,1.1169,0.6047,86,10685535.22,358504.13,124250.41
481e47c0-18b1-4807-8da3-f62aa74bd55d,51,0,29,0,0.0,0.098,1.1087,0.3725,51,15585370.5,1058201.55,305595.5
48270c9a-a504-4092-a017-e10ba9d95cfe,57,0,30,0,0.0,0.0645,1.0877,0.4032,62,5908426.73,242205.73,95297.21
48336be4-3592-4160-89ae-07face254fb7,62,0,31,0,0.1129,0.0645,1.0877,0.6129,62,13676180.03,578938.05,220583.55
484c2d1a-70b5-4dbd-87a6-4bd75006d1d1,50,0,28,0,0.0,0.1,1.087,0.54,50,2762090.74,159708.96,55241.81
48503f9c-cd63-40f9-9336-5a711b56da56,48,0,29,0,0.0,0.0833,1.0213,0.5417,48,1979438.02,131409.63,41238.29
485dae59-cd82-4627-9285-4f72232fb059,55,0,31,0,0.0,0.0545,1.0377,0.4364,55,4692774.91,348605.38,85323.18
487b9b07-4d16-472f-83ce-21bce7e14d18,54,0,31,0,0.1111,0.0556,1.0385,0.6667,54,620906.75,33750.57,11498.27
4893f782-3f8c-4d4d-b076-ed95a399a1d9,35,0,24,0,0.0,0.0857,1.0294,0.4857,35,14745334.41,907624.8,421295.27
48ab154e-c0b8-4608-8c16-ce9fc862161c,53,0,27,0,0.0,0.0566,1.06,0.4528,53,2578477.65,119607.39,48650.52
48af9356-5eb7-4296-9a68-d7ea08566227,62,0,34,0,0.0,0.0635,1.05,0.5714,63,8734759.68,400567.73,138646.98
48c7145a-6fe5-4384-940b-5a1d66844853,43,0,27,0,0.0,0.0667,1.0465,0.4889,45,1671577.74,81029.47,37146.17
48d63943-0d8f-43ef-9aaf-9b4bc91202cc,40,0,24,0,0.0,0.075,1.0526,0.55,40,22638.96,2297.91,565.97
49309a05-06b0-4b0e-a8e3-34111fdc5a2e,50,0,27,0,0.1176,0.1176,1.0625,0.4706,51,3820305.16,203074.73,74907.94
4950e5f1-0018-4598-9475-415daab03f60,70,0,34,0,0.1111,0.0556,1.0909,0.4722,72,760697.26,35280.28,10565.24
4961aa9e-7740-4e1e-bb72-c9637fb09f85,60,0,34,0,0.0,0.0656,1.1091,0.5574,61,5862265.42,379391.53,96102.71
49646892-0448-40c5-a0d4-27faf91c456d,60,0,29,0,0.0,0.0492,1.0167,0.541,61,4300480.3,278820.0,70499.68
496b379b-f5ad-4472-b715-a02df9bbe2e4,56,0,29,0,0.0,0.0714,1.0182,0.5536,56,43572466.5,1805383.26,778079.76
498c9a52-10a3-4fc5-8d6a-cd162ff82e53,48,0,29,0,0.0,0.0625,1.0667,0.5208,48,2761189.38,162310.7,57524.78
49949989-08ae-4edd-bef6-030e17ae12f6,61,0,28,0,0.0,0.0656,1.0893,0.5574,61,4896160.35,184101.16,80264.92
49d132ba-486a-476b-a320-5a1a815d7234,62,0,33,0,0.0,0.0615,1.1017,0.4769,65,205030.38,7069.01,3154.31
49d93484-faea-4ea1-ac39-a828a6a6f232,61,0,32,0,0.0,0.0635,1.0862,0.5397,63,11840552.47,383903.73,187945.28
49e7df1e-9267-4f5f-96a1-2cbcb47a9e20,56,0,29,0,0.0,0.0714,1.037,0.5179,56,6747990.47,373591.1,120499.83
49f572d1-bcfa-4365-bf69-9a179cc24506,56,0,31,0,0.0,0.0847,1.18,0.5085,59,30984.32,2898.87,525.16
4a081ffa-d3fb-46f0-87af-660460e5d9c3,38,0,26,0,0.0526,0.0789,1.0,0.4474,38,841789.52,49313.4,22152.36
4a0b9466-8216-4e8e-b144-105107f9e0bc,47,0,31,0,0.0,0.0851,1.0444,0.5532,47,29962.02,2226.43,637.49
4a0cd6fa-dfbc-4caa-8b17-6d926ec064d8,46,0,27,0,0.0652,0.0652,1.0455,0.5217,46,1013964.96,50607.15,22042.72
4a1d8b72-08b9-4335-b6d5-c13402a40fa0,53,0,29,0,0.1509,0.0566,1.06,0.566,53,845659.25,57547.15,15955.83
4a21167b-90f2-4fe0-a435-7263104e7aff,72,0,33,0,0.0972,0.125,1.1613,0.4583,72,15332916.33,778602.56,212957.17
4a290387-5ef0-4aba-ab62-c0904f7d18eb,47,0,29,0,0.0417,0.0833,1.1163,0.5208,48,1026774.84,65888.51,21391.14
4a2ea578-6bff-417d-bf40-a4d3f4b4e5bd,46,0,27,0,0.1522,0.0435,1.0,0.4565,46,557754.95,34123.44,12125.11
4a3bb568-42d1-440d-b3da-5bb046b654de,63,0,28,0,0.0952,0.0476,1.05,0.4286,63,1089850.52,38861.08,17299.21
4a47874a-7a97-4416-b90d-ff27d4f94b96,47,0,25,0,0.0638,0.0638,1.119,0.5745,47,322746.55,22513.13,6866.95
4a6d2272-dbb1-42c8-bd1f-d3e1524fe26a,50,0,26,0,0.0,0.06,1.0638,0.48,50,28586837.3,1274399.01,571736.75
4a7bd94f-df31-4b31-b26e-9d0bdabffcea,45,0,28,0,0.0,0.1087,1.0952,0.6087,46,1914904.51,130928.49,41628.36
4a918ee7-0441-49bb-a19f-e9cfab91f4d0,48,0,26,0,0.0,0.0816,1.0889,0.4286,49,2224674.45,88934.3,45401.52
4a94ad21-8948-4e52-b81a-1522afcf91c7,46,0,27,0,0.0,0.1064,1.1463,0.4043,47,4692928.71,215135.53,99849.55
4a953925-91e9-4cd7-8789-9708c75dd47b,45,0,26,0,0.0,0.0667,1.0714,0.4222,45,4689889.88,267525.27,104219.78
4a97f833-3558-4990-9e4e-557acc47e0a7,58,0,29,0,0.0169,0.0508,1.0727,0.5254,59,121726.22,8849.34,2063.16
4ae56585-0d87-4f32-9b48-f81ebc800a25,49,0,28,0,0.1633,0.0612,1.0426,0.5102,49,440423.31,20829.15,8988.23
4af12fce-6cc1-4750-8d49-d12c85adc178,58,0,32,0,0.0,0.0517,1.0357,0.5172,58,6498024.45,281173.7,112034.9
4af9b18b-8854-410d-b4ef-9b76c58eb7fb,61,0,31,0,0.1311,0.0656,1.0339,0.377,61,648020.72,29250.13,10623.29
4afe5369-f086-43ad-a8ef-d6e428c0b77a,37,0,25,0,0.0,0.0811,1.0571,0.6216,37,1373668.84,152674.87,37126.18
4b17c9f6-f50d-4c57-a75e-aeb2accf6e2d,62,0,29,0,0.0,0.0476,1.05,0.5397,63,11284172.77,580686.33,179113.85
4b1d052a-848f-4898-b83c-1a5e74862714,53,0,29,0,0.0,0.0741,1.08,0.4815,54,3970121.55,201554.11,73520.77
4b5251b9-bd6b-44ff-ab81-c3b0d26590da,62,0,31,0,0.0,0.0645,1.1273,0.4194,62,6700522.87,386744.0,108072.95
4b6359a0-df73-4ac3-b9cc-6f3a0308a2f9,51,0,31,0,0.0,0.0784,1.1087,0.5686,51,3564014.43,151884.72,69882.64
4b6ec833-e602-4843-b312-cf7abc3fb8cd,50,0,30,0,0.12,0.06,1.0417,0.4,50,413915.89,27211.69,8278.32
4b7bee9e-a1d6-4b6c-acbb-938a0c8dd47f,54,0,31,0,0.0,0.0536,1.12,0.5,56,19972.79,793.65,356.66
4b7d963f-de2b-4419-a8c3-f5e154b029c9,45,0,25,0,0.1778,0.0444,1.0,0.5556,45,585886.22,33958.52,13019.69
4b859812-5476-4443-a6cc-026be1c0e90e,44,0,28,0,0.0,0.0682,1.0476,0.3409,44,1783410.17,94345.51,40532.05
4b934d65-1bf3-468c-bd90-44acd38c8529,55,0,28,0,0.0,0.0714,1.098,0.3393,56,2451960.25,106895.61,43785.0
4ba5340d-2dbf-434f-a774-6c777c4ec34f,45,0,28,0,0.0444,0.0667,1.0227,0.6222,45,649172.17,27351.22,14426.05
4bad99a5-22aa-4175-9919-7969df9f4375,48,0,27,0,0.0,0.0612,1.1136,0.449,49,4423107.81,236546.58,90267.51
4bcf3be5-aeea-44dc-9fec-533f303f8e6e,64,0,33,0,0.0938,0.0625,1.0492,0.4219,64,1256133.2,58447.94,19627.08
4bf4aa30-7a54-48a6-b1cb-0ab4b79921b6,47,0,27,0,0.2128,0.0638,1.0444,0.5745,47,448287.86,32154.93,9538.04
4c0e40ff-a3b4-434d-a435-b298b3cb2235,60,0,30,0,0.0,0.05,1.0,0.5,60,3123143.52,131720.96,52052.39
4c209eb2-8c94-4e13-97af-88042fc287a5,55,0,28,0,0.1455,0.0545,1.0784,0.5636,55,691365.08,42197.21,12570.27
4c399263-bda1-4030-8ce5-64ab4203bfa0,45,0,27,0,0.0,0.0652,1.0222,0.5,46,1781007.47,88297.97,38717.55
4c471f56-a23f-4772-9f62-fbf275512311,61,0,30,0,0.0,0.0484,1.0508,0.4677,62,22696441.19,853283.67,366071.63
4c5ae72c-0a0b-4ad4-9f43-d705eb965703,47,0,28,0,0.1702,0.0638,1.0444,0.5532,47,668838.11,31041.33,14230.6
4c5b303c-1594-42da-9176-994a21e173bc,53,0,30,0,0.0,0.0566,1.0816,0.566,53,2207433.74,116941.05,41649.69
4c6331fe-6b65-4b27-92b5-3fe883bedf79,56,0,33,0,0.1429,0.1429,1.1915,0.5357,56,8505388.98,374906.99,151881.95
4c6a8791-aa4c-4469-a966-db6c1729ac63,48,0,28,0,0.0,0.0625,1.0667,0.5833,48,1095875.73,48140.21,22830.74
4c6b4fcc-6095-41bb-84e7-c8199e893264,41,0,20,0,0.0,0.0732,1.0,0.4878,41,3076658.55,175625.9,75040.45
4c93eebd-4072-45b6-b6fb-5e52094dae9b,52,0,30,0,0.1346,0.0769,1.0833,0.5,52,481544.87,20938.1,9260.48
4c950ce8-7287-4f89-b7c7-54afda0a411a,50,0,32,0,0.0,0.0588,1.0625,0.4902,51,3907286.42,191185.31,76613.46
4ccef99d-5e6a-4eaf-9ceb-575c41b63b42,44,0,30,0,0.0,0.0909,1.0476,0.5,44,3764117.48,213273.45,85548.12
4cf9a0f4-1a86-4dda-a92f-b67b8211c1d9,48,0,27,0,0.0,0.0612,1.0208,0.5306,49,6154816.94,251840.61,125608.51
4d0e664f-25d3-415b-bba1-c5c3260c8403,54,0,31,0,0.0,0.0741,1.102,0.4815,54,4073558.62,147412.37,75436.27
4d1067d1-385b-476f-b94b-53efc00dd987,44,0,26,0,0.0,0.0667,1.0465,0.5333,45,3272019.54,368484.43,72711.55
4d11bdc3-73a3-4e40-8bf7-fbdb78d70df0,66,0,30,0,0.0,0.1765,1.2364,0.4853,68,10335.66,577.57,152.0
4d2c61bb-af71-426d-a76f-963df43a3fac,48,0,30,0,0.125,0.0625,1.0909,0.5208,48,345583.18,14770.26,7199.65
4d461f5f-e66b-4b27-b1fd-bd2976faf651,37,0,22,0,0.0,0.0769,1.0833,0.5897,39,3401493.95,191126.99,87217.79
4d4e5316-dfd0-4600-8a42-ca4bfad9bd2f,63,0,30,0,0.0,0.0635,1.0328,0.5714,63,8488151.24,424191.87,134732.56
4d57bd66-7529-422c-9622-9a18eba109f2,27,0,20,0,0.0,0.0741,1.0385,0.1852,27,9794.07,941.1,362.74
4d5dd057-226b-4423-bb54-b8530554a1f4,68,0,32,0,0.0,0.0588,1.1525,0.5,68,32185038.47,1511245.4,473309.39
4d64defa-b63c-499d-b0bb-38ae19ad7ee0,57,0,31,0,0.0,0.069,1.1154,0.431,58,7408919.65,555173.06,127739.99
4d64f179-3b77-4b52-ae65-3d293629f44f,57,0,30,0,0.0,0.1207,1.1373,0.5,58,1345398.48,61823.71,23196.53
4d74fc04-d973-4a0d-a909-9a15506e487b,69,0,35,0,0.0143,0.0571,1.0294,0.4714,70,2098107.55,68503.82,29972.96
4d8b0185-6926-42a6-b9ae-a289b97710dd,49,0,27,0,0.0,0.0612,1.0426,0.551,49,5529831.1,298236.99,112853.7
4d8e7098-3ef6-468b-8b3f-224f138e4994,51,0,29,0,0.0385,0.0577,1.04,0.5,52,1261860.13,84513.89,24266.54
4d9e93d1-ad89-4880-ab26-e4a76c1f4418,112,0,38,0,0.0,0.0625,1.1429,0.5982,112,15564130.94,656255.0,138965.45
4dbb7d69-c6b3-426c-ad2b-3931877741fd,54,0,31,0,0.0,0.0909,1.1,0.5273,55,3567629.8,164937.81,64866.0
4dd406f3-de06-438f-a6da-dd638af9886d,46,0,29,0,0.0,0.0851,1.1463,0.3617,47,1810326.84,164111.79,38517.59
4dec423e-c96e-4f0c-be93-9c84f0183cb0,70,0,31,0,0.0704,0.0704,1.1639,0.5493,71,6722310.28,286389.28,94680.43
4e110741-f29d-455e-83a9-1abd23b6dd9e,50,0,23,0,0.0,0.1,1.1364,0.48,50,3395715.87,197230.63,67914.32
4e11e1b7-8f0a-4a4a-a8c2-3e6791a17f21,48,0,28,0,0.0,0.0625,1.0909,0.5,48,3421599.17,205832.39,71283.32
4e3513c1-1395-44e7-95a5-eeeec3cbaa3d,57,0,34,0,0.0351,0.0526,1.0179,0.4912,57,1160553.02,80664.47,20360.58
4e536141-d090-4ac8-a6ab-8887c3ca0046,45,0,27,0,0.0,0.0667,1.0714,0.6444,45,6283574.31,474468.07,139634.98
4e6ef994-2f02-4088-bd72-d02342a6f920,50,0,27,0,0.0,0.0588,1.0408,0.4706,51,6226.1,586.57,122.08
4e7be0cf-2501-426b-8517-1c439a79b469,49,0,28,0,0.0,0.0408,1.0652,0.3469,49,4455900.39,328818.93,90936.74
4e85c0f3-c77a-4882-a40b-f0c25e1b5de1,59,0,31,0,0.1667,0.1,1.1765,0.6167,60,512550.19,18103.14,8542.5
4e871e55-fc17-40e1-9b53-8ddf25fbe0de,59,0,29,0,0.0,0.1356,1.1569,0.5593,59,3033344.49,129569.5,51412.62
4e9d18dd-6cbc-4b25-ae40-15aeacd05968,60,0,28,0,0.0164,0.0656,1.0702,0.5574,61,245655.77,11735.62,4027.14
4ece164c-bdcb-4ae8-8f9d-251009a9b093,47,0,24,0,0.0,0.0851,1.093,0.383,47,2884902.97,131034.35,61380.91
4ed002ee-d00b-4aea-8ab2-24c33694dab9,43,0,28,0,0.0,0.0682,1.0476,0.4091,44,2249864.49,163200.19,51133.28
4ed4ecee-26ee-4f5c-b910-2edd8d74c21e,43,0,25,0,0.0233,0.0698,1.075,0.5349,43,165980.61,9228.48,3860.01
4f17dd1d-cb04-479d-af8e-f8c46b3494b8,65,0,31,0,0.0,0.0615,1.1017,0.6154,65,3962463.57,117660.72,60960.98
4f22fb7d-4301-4fe0-a961-b5f26f8559df,54,0,32,0,0.0182,0.0545,1.0577,0.5273,55,1876549.21,81445.01,34119.08
4f24a874-6c6a-4fa5-bb14-c248a9b54ab4,88,0,36,0,0.0,0.1477,1.2941,0.5795,88,21246463.26,765901.39,241437.08
4f531936-c725-4a2a-aa8f-7540a441e3a3,78,0,32,0,0.1026,0.141,1.2581,0.5769,78,4825641.3,194518.53,61867.2
4f784d4a-96d8-404f-9464-84adaef17cf8,54,0,32,0,0.0,0.0727,1.0377,0.5273,55,2671324.75,179346.78,48569.54
4f7b8844-b694-4ae2-878a-3154b242280f,59,0,30,0,0.0,0.1186,1.18,0.5932,59,7857582.78,305522.55,133179.37
4f844e8f-6acb-4433-ba36-4e3d84ada9d9,55,0,29,0,0.0364,0.0545,1.0784,0.5091,55,1788255.34,96519.28,32513.73
4f9cba84-eddd-430c-ad29-fe543b629e33,63,0,29,0,0.0,0.0476,1.0678,0.4762,63,6495628.92,259033.1,103105.22
4fa551af-59cb-4a97-bd52-27b46ba22617,49,0,29,0,0.0,0.06,1.0417,0.52,50,5516723.35,329716.52,110334.47
4fc6dda5-1637-4c80-a0fb-4b5beaad9ac2,57,0,32,0,0.0345,0.0517,1.0545,0.6379,58,1991426.38,91686.48,34334.94
5023d673-6924-4c0f-a7ef-8f713ab6b84e,52,0,27,0,0.0,0.0577,1.0833,0.4423,52,4297056.11,292834.82,82635.69
502cf8ec-115b-4c7a-b38d-ffcff83da05e,112,0,36,0,0.042,0.042,1.1782,0.4622,119,31794779.91,1084837.1,267183.02
506a2826-0b26-4ae5-bdf7-1f03a1a14d77,57,0,33,0,0.0,0.0702,1.0364,0.4737,57,7275988.84,389823.82,127648.93
50778cbd-6a33-444a-adec-2256f9208a4c,56,0,26,0,0.2321,0.0536,1.0566,0.3571,56,408795.02,18071.84,7299.91
50fbf0c0-223f-4f03-a99e-8e94be5f6d17,50,0,28,0,0.0,0.0784,1.0851,0.4706,51,4076912.7,215471.46,79939.46
510f903a-970a-4568-a84e-b3fcc3f74924,54,0,29,0,0.0926,0.0556,1.08,0.4815,54,533083.49,39167.53,9871.92
51162e2d-d840-46f3-bcd1-1d7291dc7907,52,0,28,0,0.0,0.0556,1.0588,0.4815,54,7229159.51,369396.38,133873.32
51220089-c3bd-4cc8-a31d-8be3d57a148c,55,0,28,0,0.0,0.0702,1.0962,0.5263,57,9992827.33,939386.19,175312.76
516284c3-701e-49a4-909f-cd96df07b560,57,0,30,0,0.0526,0.0526,1.0,0.5789,57,1467414.06,88983.49,25744.11
51883208-4cdb-4aee-8651-3b0fbe080109,53,0,31,0,0.0,0.0741,1.08,0.6481,54,1930314.41,83099.07,35746.56
51b31c21-b305-4866-b0ca-2499222a1bc2,45,0,28,0,0.0,0.0652,1.0698,0.4783,46,3880860.84,211218.83,84366.54
51b43869-97e2-4437-8bc0-29e17c7450cb,40,0,26,0,0.175,0.075,1.0811,0.5,40,355094.72,25218.45,8877.37
51d2f4b0-1f23-4ce8-8097-bb5249c2ef3d,44,0,25,0,0.25,0.0682,1.0732,0.5455,44,404537.77,26012.45,9194.04
5244cb72-88a3-4845-866b-9f2534531300,52,0,31,0,0.0,0.0769,1.0833,0.6346,52,2253953.39,93939.93,43345.26
5248556f-f026-4939-bf28-9e1159aa2adf,49,0,28,0,0.0,0.0612,1.1136,0.551,49,5328047.46,297657.26,108735.66
527a7071-f413-48a2-846c-30f24285f3d1,51,0,28,0,0.0,0.0577,1.04,0.4423,52,4461122.55,284659.55,85790.82
5280ebce-f5fa-43a6-9aba-4f7c84c42a56,39,0,25,0,0.0,0.1282,1.0541,0.5128,39,8832.3,477.88,226.47
52a14167-271b-421f-a087-bf4f2479a0a0,71,0,34,0,0.0,0.1667,1.2414,0.5972,72,6564640.32,217219.39,91175.56
52a7fcf5-79be-4a23-a5a3-9af2cb6fd114,51,0,27,0,0.0,0.0784,1.0625,0.4706,51,4387655.04,188863.36,86032.45
52c0436d-3ce0-4522-8b14-95d978b11d8d,59,0,32,0,0.0,0.0667,1.0169,0.5333,60,4170340.67,224658.18,69505.68
52d2d4a8-d873-4237-8d90-5d28a40e5ed4,55,0,28,0,0.1455,0.0909,1.0784,0.3818,55,7787234.42,604496.18,141586.08
52dbca56-344c-49c4-85d2-53fd87f85720,39,0,23,0,0.0,0.0769,1.0263,0.5128,39,3338224.07,188336.62,85595.49
530438f7-ca0a-4b19-8134-ea5065042f0b,43,0,26,0,0.0,0.0909,1.0233,0.4318,44,38487.63,2131.54,874.72
