trxn_id,account_id,type,xceed_rf_score
2131,a_1636,Savings,8
2132,a_1637,Checking,6
2133,a_1638,Savings,5
2134,a_142,Checking,5
2135,a_1287,Savings,1
2136,a_1639,Checking,7
2137,a_1640,Savings,10
2138,a_1625,Checking,6
2139,a_1641,Savings,9
2140,a_1223,Checking,6
2141,a_1642,Savings,3
2142,a_1643,Checking,5
2143,a_1238,Savings,2
2144,a_1644,Checking,4
2145,a_1645,Savings,0
2146,a_1646,Checking,1
2147,a_1080,Savings,2
2148,a_429,Checking,4
2149,a_1647,Savings,1
2150,a_615,Checking,0
2151,a_1648,Savings,5
2152,a_1649,Checking,5
2153,a_1650,Savings,2
2154,a_1651,Checking,6
2155,a_1652,Savings,10
2156,a_1653,Checking,0
2157,a_1402,Savings,9
2158,a_1654,Checking,3
2159,a_1655,Savings,10
2160,a_1656,Checking,3
2161,a_1052,Savings,2
2162,a_1657,Checking,2
2163,a_331,Savings,2
2164,a_11,Checking,5
2165,a_1658,Savings,3
2166,a_927,Checking,9
2167,a_1659,Savings,4
2168,a_117,Checking,6
2169,a_380,Savings,5
2170,a_1660,Checking,8
2171,a_1661,Savings,8
2172,a_1662,Checking,7
2173,a_1094,Savings,9
2174,a_1663,Checking,7
2175,a_1664,Savings,6
2176,a_314,Checking,7
2177,a_1024,Savings,5
2178,a_845,Checking,5
2179,a_92,Savings,3
2180,a_1665,Checking,2
2181,a_1666,Savings,1
2182,a_1667,Checking,4
2183,a_1668,Savings,8
2184,a_1669,Checking,6
2185,a_1670,Savings,8
2186,a_53,Checking,7
2187,a_1544,Savings,2
2188,a_1671,Checking,7
2189,a_1672,Savings,10
2190,a_1673,Checking,1
2191,a_1294,Savings,0
2192,a_294,Checking,4
2193,a_536,Savings,0
2194,a_1674,Checking,5
2195,a_1316,Savings,0
2196,a_1675,Checking,0
2197,a_1327,Savings,10
2198,a_1676,Checking,5
2199,a_1677,Savings,8
2200,a_1678,Checking,10
2201,a_1679,Savings,1
2202,a_1680,Checking,3
2203,a_611,Savings,8
2204,a_1681,Checking,5
2205,a_1682,Savings,9
2206,a_1683,Checking,7
2207,a_1684,Savings,10
2208,a_885,Checking,4
2209,a_1685,Savings,2
2210,a_1686,Checking,2
2211,a_1687,Savings,6
2212,a_24,Checking,1
2213,a_1688,Savings,1
2214,a_1689,Checking,3
2215,a_53,Savings,7
2216,a_1690,Checking,5
2217,a_1691,Savings,9
2218,a_406,Checking,9
2219,a_1692,Savings,7
2220,a_1693,Checking,5
2221,a_1694,Savings,3
2222,a_1695,Checking,9
2223,a_1696,Savings,9
2224,a_548,Checking,4
2225,a_75,Savings,9
2226,a_871,Checking,3
2227,a_1697,Savings,2
2228,a_333,Checking,9
2229,a_1143,Savings,0
2230,a_1698,Checking,8
2231,a_1699,Savings,6
2232,a_81,Checking,1
2233,a_316,Savings,9
2234,a_1700,Checking,8
2235,a_1701,Savings,1
2236,a_1702,Checking,1
2237,a_1703,Savings,9
2238,a_1704,Checking,6
2239,a_1324,Savings,7
2240,a_1705,Checking,0
2241,a_1706,Savings,0
2242,a_1707,Checking,4
2243,a_1708,Savings,7
2244,a_1709,Checking,2
2245,a_1710,Savings,7
2246,a_1711,Checking,6
2247,a_1712,Savings,1
2248,a_206,Checking,7
2249,a_323,Savings,8
2250,a_1032,Checking,9
2251,a_28,Savings,8
2252,a_750,Checking,3
2253,a_1713,Savings,5
2254,a_1714,Checking,8
2255,a_1715,Savings,9
2256,a_1716,Checking,5
2257,a_1717,Savings,5
2258,a_1718,Checking,1
2259,a_428,Savings,3
2260,a_1719,Checking,9
2261,a_1720,Savings,0
2262,a_1721,Checking,6
2263,a_1722,Savings,4
2264,a_1723,Checking,9
2265,a_1724,Savings,2
2266,a_1725,Checking,6
2267,a_1726,Savings,10
2268,a_1727,Checking,1
2269,a_1728,Savings,4
2270,a_38,Checking,7
2271,a_1729,Savings,3
2272,a_947,Checking,7
2273,a_1730,Savings,10
2274,a_1731,Checking,9
2275,a_1716,Savings,5
2276,a_1732,Checking,7
2277,a_645,Savings,7
2278,a_1733,Checking,6
2279,a_801,Savings,7
2280,a_1734,Checking,9
2281,a_1735,Savings,7
2282,a_1736,Checking,10
2283,a_1737,Savings,1
2284,a_1738,Checking,7
2285,a_71,Savings,4
2286,a_416,Checking,8
2287,a_1739,Savings,6
2288,a_1740,Checking,5
2289,a_1741,Savings,7
2290,a_1742,Checking,10
2291,a_1743,Savings,0
2292,a_1744,Checking,1
2293,a_1745,Savings,3
2294,a_1746,Checking,4
2295,a_1747,Savings,0
2296,a_1748,Checking,5
2297,a_1749,Savings,0
2298,a_1313,Checking,0
2299,a_932,Savings,8
2300,a_1750,Checking,4
2301,a_563,Savings,0
2302,a_81,Checking,1
2303,a_1751,Savings,0
2304,a_1752,Checking,3
2305,a_439,Savings,9
2306,a_1753,Checking,8
2307,a_1754,Savings,2
2308,a_1755,Checking,3
2309,a_1756,Savings,5
2310,a_1757,Checking,5
2311,a_1758,Savings,6
2312,a_457,Checking,4
2313,a_1540,Savings,5
2314,a_1759,Checking,8
2315,a_1760,Savings,7
2316,a_1761,Checking,10
2317,a_1762,Savings,6
2318,a_1763,Checking,0
2319,a_1764,Savings,0
2320,a_1765,Checking,0
2321,a_1145,Savings,10
2322,a_1766,Checking,1
2323,a_1767,Savings,5
2324,a_1768,Checking,6
2325,a_1769,Savings,3
2326,a_1770,Checking,7
2327,a_1311,Savings,6
2328,a_1771,Checking,10
2329,a_1772,Savings,9
2330,a_1563,Checking,1
2331,a_1773,Savings,8
2332,a_1099,Checking,4
2333,a_1774,Savings,0
2334,a_1775,Checking,3
2335,a_1776,Savings,9
2336,a_1777,Checking,7
2337,a_290,Savings,3
2338,a_1778,Checking,1
2339,a_1779,Savings,2
2340,a_1780,Checking,1
2341,a_1781,Savings,10
2342,a_1782,Checking,3
2343,a_1528,Savings,8
2344,a_1783,Checking,5
2345,a_1784,Savings,0
2346,a_509,Checking,1
2347,a_1785,Savings,9
2348,a_1574,Checking,4
2349,a_1786,Savings,3
2350,a_1787,Checking,5
2351,a_1788,Savings,3
2352,a_164,Checking,1
2353,a_1789,Savings,7
2354,a_593,Checking,9
2355,a_104,Savings,9
2356,a_368,Checking,4
2357,a_837,Savings,8
2358,a_1790,Checking,9
2359,a_912,Savings,3
2360,a_1791,Checking,7
2361,a_1792,Savings,2
2362,a_1342,Checking,4
2363,a_1793,Savings,6
2364,a_1794,Checking,2
2365,a_1795,Savings,3
2366,a_1796,Checking,8
2367,a_1797,Savings,6
2368,a_1798,Checking,1
2369,a_1799,Savings,10
2370,a_1800,Checking,1
2371,a_1801,Savings,2
2372,a_1802,Checking,4
2373,a_1803,Savings,3
2374,a_500,Checking,3
2375,a_724,Savings,8
2376,a_1804,Checking,2
2377,a_1805,Savings,7
2378,a_572,Checking,9
2379,a_1806,Savings,3
2380,a_1807,Checking,1
2381,a_1808,Savings,7
2382,a_1368,Checking,8
2383,a_1809,Savings,2
2384,a_1554,Checking,3
2385,a_1810,Savings,4
2386,a_1811,Checking,2
2387,a_1812,Savings,6
2388,a_1801,Checking,2
2389,a_1813,Savings,5
2390,a_1814,Checking,10
2391,a_782,Savings,6
2392,a_845,Checking,5
2393,a_1815,Savings,4
2394,a_1816,Checking,3
2395,a_1817,Savings,1
2396,a_160,Checking,7
2397,a_1818,Savings,7
2398,a_230,Checking,6
2399,a_457,Savings,4
2400,a_1222,Checking,8
2401,a_309,Savings,10
2402,a_12,Checking,3
2403,a_1819,Savings,3
2404,a_1820,Checking,2
2405,a_129,Savings,3
2406,a_1821,Checking,9
2407,a_1822,Savings,4
2408,a_1823,Checking,2
2409,a_1824,Savings,9
2410,a_1825,Checking,1
2411,a_1826,Savings,1
2412,a_1827,Checking,6
2413,a_65,Savings,3
2414,a_534,Checking,3
2415,a_1828,Savings,0
2416,a_1829,Checking,1
2417,a_178,Savings,9
2418,a_1830,Checking,7
2419,a_1831,Savings,4
2420,a_1832,Checking,9
2421,a_1833,Savings,3
2422,a_292,Checking,3
2423,a_1834,Savings,10
2424,a_1835,Checking,10
2425,a_649,Savings,4
2426,a_1481,Checking,6
2427,a_1836,Savings,4
2428,a_524,Checking,2
2429,a_1344,Savings,6
2430,a_1837,Checking,9
2431,a_1838,Savings,3
2432,a_1839,Checking,5
2433,a_1840,Savings,3
2434,a_149,Checking,2
2435,a_690,Savings,3
2436,a_1566,Checking,7
2437,a_415,Savings,7
2438,a_1431,Checking,3
2439,a_473,Savings,5
2440,a_1095,Checking,0
2441,a_1174,Savings,5
2442,a_1841,Checking,3
2443,a_1842,Savings,10
2444,a_1843,Checking,7
2445,a_334,Savings,10
2446,a_1844,Checking,0
2447,a_1845,Savings,1
2448,a_202,Checking,10
2449,a_1846,Savings,4
2450,a_472,Checking,5
2451,a_1847,Savings,4
2452,a_956,Checking,1
2453,a_1848,Savings,7
2454,a_1849,Checking,2
2455,a_1850,Savings,4
2456,a_1851,Checking,7
2457,a_779,Savings,6
2458,a_1852,Checking,2
2459,a_1469,Savings,2
2460,a_1853,Checking,6
2461,a_1854,Savings,9
2462,a_819,Checking,6
2463,a_1183,Savings,1
2464,a_1855,Checking,10
2465,a_1856,Savings,10
2466,a_1857,Checking,6
2467,a_1858,Savings,6
2468,a_1859,Checking,4
2469,a_1860,Savings,6
2470,a_222,Checking,5
2471,a_1861,Savings,3
2472,a_602,Checking,7
2473,a_1862,Savings,0
2474,a_1863,Checking,8
2475,a_102,Savings,2
2476,a_1019,Checking,3
2477,a_1864,Savings,6
2478,a_1865,Checking,4
2479,a_1866,Savings,8
2480,a_607,Checking,9
2481,a_1867,Savings,10
2482,a_1868,Checking,2
2483,a_122,Savings,1
2484,a_1703,Checking,9
2485,a_1869,Savings,8
2486,a_1707,Checking,4
2487,a_1870,Savings,9
2488,a_1590,Checking,0
2489,a_1001,Savings,5
2490,a_1871,Checking,10
2491,a_1138,Savings,8
2492,a_1444,Checking,6
2493,a_1872,Savings,7
2494,a_917,Checking,5
2495,a_1873,Savings,4
2496,a_937,Checking,4
2497,a_1015,Savings,4
2498,a_1874,Checking,9
2499,a_1875,Savings,2
2500,a_217,Checking,2
2501,a_1004,Savings,8
2502,a_1029,Checking,0
2503,a_1876,Savings,0
2504,a_1877,Checking,0
2505,a_1878,Savings,0
2506,a_1879,Checking,3
2507,a_1030,Savings,4
2508,a_1880,Checking,4
2509,a_1881,Savings,5
2510,a_1882,Checking,4
2511,a_209,Savings,10
2512,a_1883,Checking,10
2513,a_971,Savings,6
2514,a_860,Checking,7
2515,a_1884,Savings,1
2516,a_1139,Checking,1
2517,a_1885,Savings,2
2518,a_1886,Checking,4
2519,a_1887,Savings,8
2520,a_1888,Checking,2
2521,a_1889,Savings,9
2522,a_850,Checking,4
2523,a_1890,Savings,5
2524,a_1891,Checking,7
2525,a_180,Savings,8
2526,a_1892,Checking,5
2527,a_1893,Savings,10
2528,a_1481,Checking,6
2529,a_1894,Savings,1
2530,a_323,Checking,8
2531,a_1895,Savings,2
2532,a_29,Checking,5
2533,a_1896,Savings,6
2534,a_65,Checking,3
2535,a_1897,Savings,7
2536,a_1209,Checking,4
2537,a_1898,Savings,3
2538,a_1122,Checking,10
2539,a_1899,Savings,9
2540,a_1900,Checking,6
2541,a_65,Savings,3
2542,a_1901,Checking,8
2543,a_1902,Savings,4
2544,a_1903,Checking,0
2545,a_1904,Savings,3
2546,a_1063,Checking,8
2547,a_1905,Savings,9
2548,a_1906,Checking,10
2549,a_1907,Savings,8
2550,a_1908,Checking,5
2551,a_1909,Savings,8
2552,a_1910,Checking,10
2553,a_1911,Savings,4
2554,a_1912,Checking,7
2555,a_1913,Savings,5
2556,a_1914,Checking,0
2557,a_1643,Savings,5
2558,a_653,Checking,8
2559,a_1915,Savings,10
2560,a_1916,Checking,0
2561,a_1917,Savings,3
2562,a_1918,Checking,3
2563,a_1032,Savings,9
2564,a_1919,Checking,7
2565,a_1920,Savings,2
2566,a_1921,Checking,9
2567,a_1922,Savings,2
2568,a_1923,Checking,2
2569,a_1924,Savings,10
2570,a_1925,Checking,6
2571,a_1926,Savings,4
2572,a_536,Checking,0
2573,a_534,Savings,3
2574,a_1927,Checking,8
2575,a_1928,Savings,8
2576,a_1929,Checking,7
2577,a_1319,Savings,2
2578,a_258,Checking,5
2579,a_47,Savings,4
2580,a_537,Checking,4
2581,a_1930,Savings,5
2582,a_1931,Checking,4
2583,a_1932,Savings,6
2584,a_1933,Checking,7
2585,a_1910,Savings,10
2586,a_1934,Checking,3
2587,a_649,Savings,4
2588,a_1935,Checking,3
2589,a_432,Savings,3
2590,a_1936,Checking,5
2591,a_973,Savings,4
2592,a_881,Checking,5
2593,a_1937,Savings,6
2594,a_1938,Checking,7
2595,a_1939,Savings,4
2596,a_1940,Checking,2
2597,a_432,Savings,3
2598,a_1941,Checking,8
2599,a_1942,Savings,9
2600,a_1943,Checking,6
2601,a_1944,Savings,2
2602,a_1945,Checking,9
2603,a_1946,Savings,10
2604,a_1947,Checking,10
2605,a_1598,Savings,8
2606,a_1948,Checking,6
2607,a_1949,Savings,8
2608,a_1950,Checking,5
2609,a_1205,Savings,9
2610,a_1951,Checking,3
2611,a_125,Savings,5
2612,a_1952,Checking,4
2613,a_1953,Savings,2
2614,a_1954,Checking,10
2615,a_1955,Savings,1
2616,a_697,Checking,9
2617,a_1956,Savings,10
2618,a_1957,Checking,7
2619,a_53,Savings,7
2620,a_819,Checking,6
2621,a_1083,Savings,7
2622,a_292,Checking,3
2623,a_1279,Savings,3
2624,a_812,Checking,7
2625,a_1771,Savings,10
2626,a_1958,Checking,10
2627,a_1959,Savings,5
2628,a_1095,Checking,0
2629,a_1960,Savings,2
2630,a_1162,Checking,0
2631,a_1961,Savings,1
2632,a_509,Checking,1
2633,a_1962,Savings,8
2634,a_1963,Checking,4
2635,a_1964,Savings,10
2636,a_1965,Checking,3
2637,a_108,Savings,2
2638,a_1966,Checking,4
2639,a_1967,Savings,6
2640,a_324,Checking,2
2641,a_125,Savings,5
2642,a_329,Checking,9
2643,a_1139,Savings,1
2644,a_1968,Checking,0
2645,a_1969,Savings,9
2646,a_1970,Checking,7
2647,a_1971,Savings,6
2648,a_1972,Checking,2
2649,a_1973,Savings,2
2650,a_712,Checking,4
2651,a_1974,Savings,10
2652,a_1975,Checking,1
2653,a_1976,Savings,3
2654,a_406,Checking,9
2655,a_1977,Savings,5
2656,a_905,Checking,4
2657,a_1978,Savings,2
2658,a_180,Checking,8
2659,a_1879,Savings,3
2660,a_1979,Checking,4
2661,a_1980,Savings,1
2662,a_1981,Checking,9
2663,a_1016,Savings,8
2664,a_1982,Checking,0
2665,a_1983,Savings,3
2666,a_1984,Checking,1
2667,a_1985,Savings,1
2668,a_796,Checking,4
2669,a_1986,Savings,3
2670,a_1987,Checking,10
2671,a_1988,Savings,10
2672,a_1989,Checking,9
2673,a_1990,Savings,1
2674,a_176,Checking,5
2675,a_1991,Savings,10
2676,a_625,Checking,7
2677,a_1992,Savings,6
2678,a_1993,Checking,4
2679,a_1994,Savings,0
2680,a_1995,Checking,0
2681,a_1996,Savings,3
2682,a_1997,Checking,8
2683,a_83,Savings,8
2684,a_1998,Checking,8
2685,a_1999,Savings,9
2686,a_2000,Checking,9
2687,a_2001,Savings,8
2688,a_2002,Checking,7
2689,a_525,Savings,1
2690,a_2003,Checking,8
2691,a_2004,Savings,10
2692,a_2005,Checking,0
2693,a_1016,Savings,8
2694,a_2006,Checking,0
2695,a_2007,Savings,5
2696,a_1516,Checking,8
2697,a_2008,Savings,9
2698,a_2009,Checking,2
2699,a_2010,Savings,2
2700,a_2011,Checking,2
2701,a_2012,Savings,2
2702,a_2013,Checking,4
2703,a_2014,Savings,10
2704,a_2015,Checking,0
2705,a_464,Savings,3
2706,a_2016,Checking,5
2707,a_1393,Savings,10
2708,a_2017,Checking,6
2709,a_2018,Savings,8
2710,a_287,Checking,5
2711,a_2019,Savings,9
2712,a_2020,Checking,2
2713,a_2021,Savings,10
2714,a_2022,Checking,4
2715,a_681,Savings,3
2716,a_2023,Checking,6
2717,a_2024,Savings,5
2718,a_2025,Checking,4
2719,a_2026,Savings,3
2720,a_2027,Checking,0
2721,a_1263,Savings,8
2722,a_164,Checking,1
2723,a_1183,Savings,1
2724,a_2028,Checking,3
2725,a_2029,Savings,9
2726,a_2030,Checking,2
2727,a_2031,Savings,10
2728,a_536,Checking,0
2729,a_2032,Savings,2
2730,a_178,Checking,9
2731,a_904,Savings,10
2732,a_1477,Checking,5
2733,a_47,Savings,4
2734,a_2033,Checking,9
2735,a_2034,Savings,5
2736,a_2035,Checking,3
2737,a_718,Savings,8
2738,a_241,Checking,7
2739,a_472,Savings,5
2740,a_2036,Checking,0
2741,a_476,Savings,0
2742,a_488,Checking,4
2743,a_2037,Savings,7
2744,a_2038,Checking,3
2745,a_251,Savings,9
2746,a_2039,Checking,1
2747,a_1191,Savings,8
2748,a_2040,Checking,7
2749,a_2041,Savings,3
2750,a_2042,Checking,3
2751,a_2043,Savings,8
2752,a_2044,Checking,3
2753,a_2045,Savings,6
2754,a_490,Checking,3
2755,a_180,Savings,8
2756,a_1274,Checking,7
2757,a_865,Savings,1
2758,a_123,Checking,5
2759,a_2046,Savings,8
2760,a_2047,Checking,8
2761,a_1074,Savings,7
2762,a_2048,Checking,1
2763,a_2049,Savings,10
2764,a_1653,Checking,0
2765,a_40,Savings,3
2766,a_789,Checking,0
2767,a_2050,Savings,2
2768,a_2051,Checking,5
2769,a_2052,Savings,6
2770,a_2053,Checking,6
2771,a_2054,Savings,1
2772,a_1540,Checking,5
2773,a_645,Savings,7
2774,a_2055,Checking,6
2775,a_186,Savings,6
2776,a_664,Checking,0
2777,a_1889,Savings,9
2778,a_2056,Checking,9
2779,a_1492,Savings,7
2780,a_2057,Checking,9
2781,a_2058,Savings,2
2782,a_2059,Checking,7
2783,a_2060,Savings,7
2784,a_2061,Checking,2
2785,a_2062,Savings,6
2786,a_2063,Checking,0
2787,a_880,Savings,2
2788,a_2064,Checking,5
2789,a_2065,Savings,5
2790,a_718,Checking,8
2791,a_2066,Savings,3
2792,a_2067,Checking,1
2793,a_2068,Savings,8
2794,a_2069,Checking,7
2795,a_2070,Savings,6
2796,a_2071,Checking,4
2797,a_2072,Savings,4
2798,a_2073,Checking,0
2799,a_75,Savings,9
2800,a_1822,Checking,4
2801,a_2074,Savings,4
2802,a_2075,Checking,5
2803,a_2076,Savings,2
2804,a_1912,Checking,7
2805,a_2077,Savings,7
2806,a_123,Checking,5
2807,a_439,Savings,9
2808,a_2078,Checking,1
2809,a_2079,Savings,0
2810,a_78,Checking,3
2811,a_2080,Savings,1
2812,a_2070,Checking,6
2813,a_2081,Savings,4
2814,a_2082,Checking,2
2815,a_2083,Savings,8
2816,a_2084,Checking,2
2817,a_708,Savings,3
2818,a_1643,Checking,5
2819,a_2085,Savings,8
2820,a_2086,Checking,10
2821,a_1917,Savings,3
2822,a_957,Checking,5
2823,a_2087,Savings,8
2824,a_21,Checking,4
2825,a_2088,Savings,9
2826,a_706,Checking,1
2827,a_108,Savings,2
2828,a_387,Checking,10
2829,a_459,Savings,1
2830,a_2089,Checking,3
2831,a_2090,Savings,10
2832,a_2091,Checking,2
2833,a_2092,Savings,0
2834,a_2093,Checking,6
2835,a_2094,Savings,1
2836,a_2095,Checking,0
2837,a_2096,Savings,2
2838,a_654,Checking,4
2839,a_75,Savings,9
2840,a_1947,Checking,10
2841,a_2097,Savings,3
2842,a_2098,Checking,0
2843,a_2099,Savings,8
2844,a_1647,Checking,1
2845,a_1247,Savings,2
2846,a_531,Checking,4
2847,a_2100,Savings,1
2848,a_2101,Checking,6
2849,a_2102,Savings,1
2850,a_2103,Checking,3
2851,a_2104,Savings,0
2852,a_2105,Checking,0
2853,a_876,Savings,3
2854,a_1898,Checking,3
2855,a_2106,Savings,2
2856,a_2107,Checking,1
2857,a_933,Savings,6
2858,a_1316,Checking,0
2859,a_2108,Savings,6
2860,a_876,Checking,3
2861,a_845,Savings,5
2862,a_53,Checking,7
2863,a_2109,Savings,1
2864,a_2110,Checking,3
2865,a_2111,Savings,8
2866,a_917,Checking,5
2867,a_2112,Savings,7
2868,a_2113,Checking,7
2869,a_1413,Savings,4
2870,a_2114,Checking,4
2871,a_2115,Savings,5
2872,a_1470,Checking,0
2873,a_787,Savings,8
2874,a_517,Checking,5
2875,a_2116,Savings,7
2876,a_2117,Checking,9
2877,a_2118,Savings,8
2878,a_368,Checking,4
2879,a_810,Savings,6
2880,a_2119,Checking,8
2881,a_860,Savings,7
2882,a_2120,Checking,7
2883,a_2121,Savings,10
2884,a_1070,Checking,0
2885,a_1319,Savings,2
2886,a_2122,Checking,4
2887,a_2123,Savings,6
2888,a_11,Checking,5
2889,a_579,Savings,6
2890,a_2124,Checking,6
2891,a_2125,Savings,3
2892,a_2126,Checking,0
2893,a_2127,Savings,2
2894,a_1006,Checking,0
2895,a_121,Savings,6
2896,a_2128,Checking,10
2897,a_422,Savings,1
2898,a_2129,Checking,9
2899,a_664,Savings,0
2900,a_2130,Checking,2
2901,a_1072,Savings,0
2902,a_365,Checking,3
2903,a_2131,Savings,3
2904,a_1554,Checking,3
2905,a_2132,Savings,3
2906,a_1777,Checking,7
2907,a_2133,Savings,9
2908,a_664,Checking,0
2909,a_2134,Savings,5
2910,a_1051,Checking,3
2911,a_1630,Savings,3
2912,a_2135,Checking,2
2913,a_1703,Savings,9
2914,a_965,Checking,1
2915,a_2136,Savings,4
2916,a_117,Checking,6
2917,a_846,Savings,9
2918,a_381,Checking,0
2919,a_2137,Savings,2
2920,a_2138,Checking,10
2921,a_2139,Savings,1
2922,a_872,Checking,2
2923,a_2140,Savings,10
2924,a_2141,Checking,2
2925,a_2142,Savings,10
2926,a_799,Checking,8
2927,a_2143,Savings,7
2928,a_2144,Checking,5
2929,a_2145,Savings,0
2930,a_1801,Checking,2
2931,a_575,Savings,7
2932,a_2146,Checking,5
2933,a_2147,Savings,3
2934,a_2148,Checking,7
2935,a_2149,Savings,8
2936,a_1646,Checking,1
2937,a_1368,Savings,8
2938,a_2150,Checking,10
2939,a_1460,Savings,5
2940,a_2151,Checking,0
2941,a_2152,Savings,4
2942,a_2153,Checking,0
2943,a_1581,Savings,3
2944,a_2154,Checking,10
2945,a_1139,Savings,1
2946,a_2155,Checking,10
2947,a_2156,Savings,5
2948,a_2157,Checking,7
2949,a_1183,Savings,1
2950,a_2158,Checking,0
2951,a_2159,Savings,1
2952,a_968,Checking,0
2953,a_104,Savings,9
2954,a_64,Checking,5
2955,a_2160,Savings,8
2956,a_2161,Checking,8
2957,a_2162,Savings,10
2958,a_1463,Checking,4
2959,a_2163,Savings,8
2960,a_2164,Checking,1
2961,a_42,Savings,7
2962,a_2165,Checking,7
2963,a_2166,Savings,0
2964,a_2167,Checking,3
2965,a_2168,Savings,8
2966,a_1630,Checking,3
2967,a_1889,Savings,9
2968,a_1431,Checking,3
2969,a_11,Savings,5
2970,a_2169,Checking,6
2971,a_100,Savings,10
2972,a_2170,Checking,3
2973,a_2171,Savings,2
2974,a_2172,Checking,5
2975,a_2173,Savings,6
2976,a_2174,Checking,10
2977,a_2175,Savings,5
2978,a_2176,Checking,7
2979,a_292,Savings,3
2980,a_2177,Checking,10
2981,a_2178,Savings,3
2982,a_92,Checking,3
2983,a_2179,Savings,5
2984,a_1279,Checking,3
2985,a_512,Savings,0
2986,a_1043,Checking,0
2987,a_2180,Savings,5
2988,a_2181,Checking,5
2989,a_2182,Savings,5
2990,a_58,Checking,1
2991,a_2183,Savings,7
2992,a_2184,Checking,7
2993,a_1801,Savings,2
2994,a_2185,Checking,7
2995,a_2186,Savings,4
2996,a_1691,Checking,9
2997,a_64,Savings,5
2998,a_2187,Checking,2
2999,a_2188,Savings,6
3000,a_1015,Checking,4
3001,a_1216,Savings,7
3002,a_704,Checking,7
3003,a_2189,Savings,2
3004,a_2190,Checking,1
3005,a_2191,Savings,0
3006,a_2192,Checking,8
3007,a_495,Savings,8
3008,a_2193,Checking,5
3009,a_1654,Savings,3
3010,a_2194,Checking,8
3011,a_230,Savings,6
3012,a_2195,Checking,3
3013,a_1698,Savings,8
3014,a_1831,Checking,4
3015,a_2196,Savings,8
3016,a_2197,Checking,2
3017,a_2198,Savings,1
3018,a_2199,Checking,1
3019,a_1316,Savings,0
3020,a_2200,Checking,10
3021,a_2201,Savings,2
3022,a_334,Checking,10
3023,a_2202,Savings,10
3024,a_2203,Checking,6
3025,a_2204,Savings,9
3026,a_2205,Checking,10
3027,a_2206,Savings,9
3028,a_2207,Checking,1
3029,a_1933,Savings,7
3030,a_2208,Checking,2
3031,a_356,Savings,9
3032,a_2209,Checking,3
3033,a_2210,Savings,3
3034,a_1804,Checking,2
3035,a_1063,Savings,8
3036,a_2211,Checking,3
3037,a_414,Savings,0
3038,a_309,Checking,10
3039,a_2212,Savings,4
3040,a_2213,Checking,10
3041,a_2214,Savings,0
3042,a_88,Checking,4
3043,a_2215,Savings,5
3044,a_2216,Checking,4
3045,a_2217,Savings,5
3046,a_2218,Checking,3
3047,a_2219,Savings,0
3048,a_206,Checking,7
3049,a_47,Savings,4
3050,a_2220,Checking,4
3051,a_2059,Savings,7
3052,a_452,Checking,3
3053,a_1481,Savings,6
3054,a_2221,Checking,8
3055,a_2222,Savings,9
3056,a_125,Checking,5
3057,a_1761,Savings,10
3058,a_1319,Checking,2
3059,a_142,Savings,5
3060,a_2223,Checking,7
3061,a_2224,Savings,2
3062,a_826,Checking,8
3063,a_2225,Savings,10
3064,a_2226,Checking,0
3065,a_2227,Savings,3
3066,a_2228,Checking,7
3067,a_217,Savings,2
3068,a_2229,Checking,1
3069,a_832,Savings,0
3070,a_1812,Checking,6
3071,a_517,Savings,5
3072,a_429,Checking,4
3073,a_2189,Savings,2
3074,a_2230,Checking,2
3075,a_2231,Savings,0
3076,a_925,Checking,1
3077,a_2164,Savings,1
3078,a_2232,Checking,1
3079,a_2233,Savings,8
3080,a_2234,Checking,7
3081,a_532,Savings,5
3082,a_149,Checking,2
3083,a_2235,Savings,4
3084,a_2236,Checking,6
3085,a_2237,Savings,4
3086,a_1643,Checking,5
3087,a_2238,Savings,3
3088,a_1983,Checking,3
3089,a_2239,Savings,10
3090,a_2240,Checking,6
3091,a_2241,Savings,3
3092,a_2242,Checking,8
3093,a_2243,Savings,2
3094,a_222,Checking,5
3095,a_92,Savings,3
3096,a_2244,Checking,7
3097,a_2245,Savings,5
3098,a_1278,Checking,10
3099,a_1700,Savings,8
3100,a_2246,Checking,8
3101,a_324,Savings,2
3102,a_977,Checking,7
3103,a_2247,Savings,6
3104,a_2248,Checking,8
3105,a_2249,Savings,10
3106,a_2250,Checking,6
3107,a_258,Savings,5
3108,a_1810,Checking,4
3109,a_108,Savings,2
3110,a_2251,Checking,5
3111,a_2252,Savings,0
3112,a_1052,Checking,2
3113,a_884,Savings,9
3114,a_2253,Checking,0
3115,a_2154,Savings,10
3116,a_2254,Checking,8
3117,a_1704,Savings,6
3118,a_2255,Checking,8
3119,a_2256,Savings,4
3120,a_1875,Checking,2
3121,a_2257,Savings,7
3122,a_2258,Checking,3
3123,a_53,Savings,7
3124,a_1543,Checking,3
3125,a_2259,Savings,1
3126,a_334,Checking,10
3127,a_2260,Savings,1
3128,a_222,Checking,5
3129,a_2261,Savings,0
3130,a_2262,Checking,7
3131,a_2263,Savings,5
3132,a_2264,Checking,3
3133,a_1052,Savings,2
3134,a_2265,Checking,0
3135,a_2266,Savings,0
3136,a_2267,Checking,4
3137,a_1481,Savings,6
3138,a_804,Checking,6
3139,a_38,Savings,7
3140,a_1085,Checking,1
3141,a_2268,Savings,8
3142,a_32,Checking,9
3143,a_410,Savings,2
3144,a_2269,Checking,3
3145,a_124,Savings,10
