trxn_id,cash_direction,transaction_type,amount,other_party_id,institution_id,xceed_rf_score,isFraud
12208,CashIn,ACH,242200,3464449,33,5,0
12209,CashIn,ACH,1281,4272311,43,10,1
12210,CashIn,ACH,23144,4272311,43,1,0
12211,CashOut,Wire,8000000,4877,166,10,1
12212,CashIn,ACH,553,1453148,15,7,0
12213,CashIn,ACH,26436,4974,3,6,0
12214,CashIn,ACH,12367,4928,18,2,0
12215,CashOut,ACH,644576,4193087,18,8,0
12216,CashIn,ACH,8029,4272311,43,4,0
12217,CashIn,ACH,741636,4928,18,6,0
12218,CashIn,ACH,157187,4928,18,1,0
12219,CashIn,ACH,9770,22393,192,4,0
12220,CashIn,Wire,22482520,3431908,224,0,0
12221,CashOut,Wire,6421774,2892324,179,1,0
12222,CashIn,ACH,112110,4928,18,1,0
12223,CashIn,ACH,88100,456,2804,10,1
12224,CashIn,ACH,16097,1453148,15,7,0
12225,CashIn,ACH,4975,1453148,15,8,0
12226,CashIn,ACH,17324,6228,345,4,0
12227,CashIn,ACH,192147,1592,18,6,0
12228,CashIn,ACH,238596,4928,18,9,1
12229,CashIn,ACH,46000,7353,3,9,1
12230,CashIn,Wire,57902,4081995,71,1,0
12231,CashIn,Wire,23800,2914980,239,9,1
12232,CashIn,ACH,891,1453148,15,10,1
12233,CashIn,ACH,21902,4928,18,3,0
12234,CashIn,ACH,45542,4928,18,9,1
12235,CashIn,Wire,2169516,4836459,644,3,0
12236,CashOut,ACH,1212,3426887,3,5,0
12237,CashIn,ACH,21131,4585734,81822,0,0
12238,CashIn,ACH,31269,1453148,15,4,0
12239,CashIn,ACH,2808,72679,6,3,0
12240,CashIn,ACH,25945,4928,18,6,0
12241,CashIn,ACH,263036,4928,18,3,0
12242,CashIn,ACH,3585,72679,6,6,0
12243,CashIn,ACH,6101270,4000,3,8,0
12244,CashIn,ACH,77492,4442940,6,8,0
12245,CashIn,ACH,6812,4272311,43,7,0
12246,CashIn,ACH,1036,4272311,43,0,0
12247,CashOut,ACH,17530876,3426585,49,10,1
12248,CashIn,ACH,16004,4376826,3,1,0
12249,CashOut,ACH,249,3944702,14,3,0
12250,CashIn,ACH,1557,1453148,15,8,0
12251,CashIn,Wire,51704586,4174363,5620,6,0
12252,CashIn,ACH,15740,4376826,3,6,0
12253,CashIn,ACH,470,4928,18,2,0
12254,CashIn,ACH,515,1453148,15,4,0
12255,CashIn,ACH,1579501,4928,18,6,0
12256,CashOut,ACH,1734806,13183,18,0,0
12257,CashIn,ACH,7324,72679,6,1,0
12258,CashIn,Wire,615000,2843885,6802,1,0
12259,CashIn,ACH,5883,1453148,15,4,0
12260,CashIn,ACH,21870,4928,18,2,0
12261,CashIn,ACH,1950,1453148,15,2,0
12262,CashIn,ACH,562,4928,18,2,0
12263,CashIn,ACH,17368,4928,18,3,0
12264,CashOut,ACH,2113,4273288,12,5,0
12265,CashIn,Wire,361000,2141031,239,3,0
12266,CashIn,ACH,220533,4928,18,5,0
12267,CashIn,ACH,10000,2654091,2,9,1
12268,CashIn,ACH,27866,4272311,43,6,0
12269,CashIn,ACH,69768,1705388,440,1,0
12270,CashIn,ACH,228772,4928,18,8,0
12271,CashOut,ACH,372500,3774973,26,0,0
12272,CashIn,ACH,74813,4928,18,1,0
12273,CashIn,ACH,72054,4928,18,7,0
12274,CashIn,ACH,677990,4928,18,10,1
12275,CashIn,Wire,3633000,205394,117,7,0
12276,CashOut,ACH,42500,3426358,3,3,0
12277,CashIn,ACH,59156,4928,18,2,0
12278,CashIn,ACH,13100,4376826,3,10,1
12279,CashIn,ACH,45735,565953,43,7,0
12280,CashIn,ACH,36641,4928,18,6,0
12281,CashIn,ACH,722894,4928,18,8,0
12282,CashIn,ACH,7600,80243,3,5,0
12283,CashIn,ACH,52645,6228,345,10,1
12284,CashIn,Wire,250710,3817400,915,4,0
12285,CashIn,ACH,9597,72679,6,8,0
12286,CashIn,ACH,4939,4928,18,0,0
12287,CashIn,ACH,16367,4928,18,1,0
12288,CashOut,Wire,1291844,3627756,179,8,0
12289,CashIn,ACH,447000,7353,3,8,0
12290,CashIn,Wire,167500,3725174,4289,6,0
12291,CashIn,ACH,5323,4272311,43,4,0
12292,CashIn,ACH,19866,4928,18,2,0
12293,CashIn,ACH,52598,4928,18,0,0
12294,CashIn,Wire,2978500,4966124,307,4,0
12295,CashOut,ACH,2691600,4100355,133,8,0
12296,CashIn,ACH,34348,4585734,81822,5,0
12297,CashIn,ACH,130465,4928,18,4,0
12298,CashIn,ACH,1144,1453148,15,3,0
12299,CashIn,ACH,596500,7353,3,7,0
12300,CashIn,ACH,374090,4928,18,8,0
12301,CashIn,ACH,27156,4928,18,9,1
12302,CashIn,ACH,338347,7353,3,8,0
12303,CashOut,ACH,2000,754751,31,7,0
12304,CashIn,ACH,1509,4928,18,6,0
12305,CashOut,ACH,35362,3427019,3,7,0
12306,CashIn,ACH,1896,4272311,43,2,0
12307,CashIn,ACH,3587,6228,345,8,0
12308,CashIn,ACH,1141900,6228,345,0,0
12309,CashIn,ACH,148091,3844,3,6,0
12310,CashIn,ACH,848864,4928,18,5,0
12311,CashIn,ACH,156944,4413,3,0,0
12312,CashIn,ACH,126381,7353,3,10,1
12313,CashIn,ACH,248932,4928,18,1,0
12314,CashOut,ACH,482817,282969,18,1,0
12315,CashIn,ACH,2188,4272311,43,10,1
12316,CashIn,ACH,15243,4928,18,8,0
12317,CashIn,ACH,15821,1453148,15,3,0
12318,CashIn,ACH,46300,400,2791,3,0
12319,CashOut,Wire,6000000,4035217,917,4,0
12320,CashOut,ACH,172097,282969,18,1,0
12321,CashIn,ACH,183800,7353,3,0,0
12322,CashIn,ACH,1680554,74199,2,0,0
12323,CashOut,ACH,25380,3426557,18,3,0
12324,CashIn,ACH,12,31356,3,7,0
12325,CashIn,Wire,66872,4843028,103302,9,1
12326,CashIn,ACH,8181,1453148,15,7,0
12327,CashIn,ACH,8800,4376826,3,3,0
12328,CashIn,Wire,24300,4296999,2082,5,0
12329,CashIn,ACH,9645,1453148,15,10,1
12330,CashIn,ACH,9405,1453148,15,1,0
12331,CashIn,Wire,2937238,4061476,603,2,0
12332,CashOut,ACH,27942,3495725,11,10,1
12333,CashIn,ACH,65428,4928,18,6,0
12334,CashIn,ACH,4571015,4928,18,3,0
12335,CashIn,ACH,10697,4928,18,1,0
12336,CashIn,ACH,6423,4928,18,6,0
12337,CashOut,ACH,109662,3426387,27,4,0
12338,CashIn,Wire,492891,1713991,919,7,0
12339,CashOut,ACH,19945,4785939,18,2,0
12340,CashIn,ACH,59557,4928,18,4,0
12341,CashIn,ACH,11400,4376826,3,7,0
12342,CashIn,ACH,3218,4928,18,10,1
12343,CashIn,ACH,3276,72679,6,0,0
12344,CashIn,ACH,1182,1453148,15,0,0
12345,CashIn,Wire,107500,102873,146901,0,0
12346,CashOut,ACH,159150,3426387,27,8,0
12347,CashOut,ACH,130767,3426662,18,4,0
12348,CashIn,ACH,75416,79,3,3,0
12349,CashIn,ACH,7157,1453148,15,6,0
12350,CashIn,ACH,93101,4928,18,9,1
12351,CashIn,ACH,4744,4928,18,3,0
12352,CashIn,ACH,125900,4916324,1,0,0
12353,CashIn,ACH,14543,72679,6,1,0
12354,CashIn,ACH,800000,7353,3,3,0
12355,CashIn,ACH,136408,4928,18,5,0
12356,CashIn,ACH,436500,7353,3,10,1
12357,CashIn,Wire,623200,4862229,5733,4,0
12358,CashIn,Wire,5828391,2014583,572,2,0
12359,CashIn,Wire,132846,1826991,50,1,0
12360,CashIn,ACH,122459,4928,18,8,0
12361,CashIn,Wire,68250,3543717,307,3,0
12362,CashOut,ACH,333554,25096,78,6,0
12363,CashIn,ACH,101224,7353,3,3,0
12364,CashIn,ACH,52000,5388,7,0,0
12365,CashIn,Wire,814234,4857905,614,0,0
12366,CashIn,ACH,370000,3267,509,8,0
12367,CashIn,ACH,309,1453148,15,6,0
12368,CashOut,Wire,1300000000,1704403,129,3,0
12369,CashOut,ACH,48337,1328046,1592,3,0
12370,CashIn,ACH,309400,7353,3,8,0
12371,CashIn,ACH,3067,72679,6,6,0
12372,CashOut,ACH,239687,4915848,1,1,0
12373,CashIn,ACH,55836,4272311,43,5,0
12374,CashIn,ACH,10771,4928,18,0,0
12375,CashIn,ACH,12721,4974,3,2,0
12376,CashIn,ACH,1940403,4562,31,6,0
12377,CashIn,ACH,171169,59152,11,6,0
12378,CashIn,ACH,7912,6228,345,1,0
12379,CashIn,ACH,4042,4928,18,1,0
12380,CashIn,ACH,33927,4928,18,7,0
12381,CashIn,ACH,237602,71846,3,8,0
12382,CashIn,ACH,253782,4917411,1,10,1
12383,CashIn,ACH,5927,4928,18,5,0
12384,CashIn,Wire,133800,4653529,239,2,0
12385,CashOut,ACH,83596,3426387,27,8,0
12386,CashIn,ACH,6920,1453148,15,0,0
12387,CashOut,Wire,6100000,3943291,2182,8,0
12388,CashIn,ACH,92143,4928,18,10,1
12389,CashIn,Wire,200000,4075112,2219,2,0
12390,CashIn,ACH,72692,4928,18,4,0
12391,CashIn,Wire,295106,3915365,598,7,0
12392,CashIn,Wire,3603200,1778209,307,10,1
12393,CashIn,ACH,47023,4585734,81822,2,0
12394,CashIn,ACH,595,1453148,15,3,0
12395,CashIn,ACH,959,4928,18,2,0
12396,CashOut,ACH,470000,4464635,3,9,1
12397,CashIn,ACH,104248,7353,3,3,0
12398,CashIn,ACH,726800,4928,18,8,0
12399,CashIn,ACH,302,4928,18,10,1
12400,CashOut,ACH,66000,3426358,3,4,0
12401,CashIn,ACH,300300,3376446,1757,5,0
12402,CashIn,ACH,32755,4585734,81822,7,0
12403,CashIn,Wire,83100,4336104,71,9,1
12404,CashIn,ACH,42028,6228,345,4,0
12405,CashIn,Wire,7735126,2495818,239,8,0
12406,CashIn,ACH,46620,4928,18,2,0
12407,CashIn,ACH,523680,4928,18,5,0
12408,CashOut,ACH,116922,1601690,6,5,0
12409,CashIn,ACH,1744,1453148,15,9,1
12410,CashIn,Wire,60200,4968588,900,3,0
12411,CashIn,ACH,1602863,1953343,6,0,0
12412,CashIn,Wire,468508,3518740,71,3,0
12413,CashIn,Wire,1895250,2548874,871,4,0
12414,CashIn,ACH,32792,4928,18,9,1
12415,CashIn,ACH,12790,1453148,15,5,0
12416,CashIn,ACH,54500,7353,3,1,0
12417,CashIn,ACH,19908,4974,3,0,0
12418,CashIn,Wire,3127920,4108458,9343,8,0
12419,CashOut,ACH,25730,3440689,18,5,0
12420,CashIn,ACH,48888,4000,3,2,0
12421,CashIn,ACH,2290629,4928,18,3,0
12422,CashIn,ACH,329,4974,3,3,0
12423,CashIn,ACH,66000,7353,3,7,0
12424,CashIn,ACH,9900,4000,3,3,0
12425,CashIn,Wire,110666,3518740,71,0,0
12426,CashOut,ACH,2778053,3426419,3,8,0
12427,CashIn,ACH,1663,1453148,15,1,0
12428,CashIn,ACH,601,1453148,15,4,0
12429,CashIn,ACH,137969,4928,18,2,0
12430,CashIn,ACH,68286,4928,18,4,0
12431,CashIn,ACH,159440,59152,11,7,0
12432,CashIn,ACH,937187,2197441,18,10,1
12433,CashIn,ACH,5116,72679,6,8,0
12434,CashIn,Wire,4500000,4963848,71,1,0
12435,CashIn,ACH,11300,4376826,3,4,0
12436,CashIn,ACH,40617,4928,18,9,1
12437,CashIn,ACH,12806,4928,18,4,0
12438,CashIn,ACH,16008,1038,18,1,0
12439,CashIn,ACH,190033,4928,18,2,0
12440,CashIn,ACH,485,1453148,15,3,0
12441,CashIn,ACH,17102,4928,18,1,0
12442,CashIn,ACH,222000,5388,7,4,0
12443,CashIn,ACH,4240,4272311,43,0,0
12444,CashIn,ACH,66666,4917445,1,10,1
12445,CashIn,ACH,27453,4928,18,1,0
12446,CashIn,ACH,2569,1453148,15,10,1
12447,CashIn,ACH,20432,4928,18,0,0
12448,CashIn,ACH,254,1453148,15,3,0
12449,CashIn,ACH,27888,1453148,15,0,0
12450,CashIn,ACH,106433,6228,345,2,0
12451,CashOut,ACH,134533,3488017,78,5,0
12452,CashIn,ACH,500000,7353,3,10,1
12453,CashIn,ACH,118963,565953,43,1,0
12454,CashOut,ACH,35524,3467508,18,3,0
12455,CashIn,ACH,7608,4928,18,10,1
12456,CashIn,ACH,11915,4585734,81822,1,0
12457,CashIn,ACH,1558,4928,18,10,1
12458,CashIn,ACH,8980,4928,18,5,0
12459,CashIn,Wire,2695800,4216755,754,6,0
12460,CashOut,ACH,23,14926,3,6,0
12461,CashIn,Wire,1397200,2647606,71,3,0
12462,CashOut,ACH,1520378,5319,3,3,0
12463,CashIn,ACH,340152,4562,31,10,1
12464,CashIn,ACH,5083,6019,15,5,0
12465,CashIn,ACH,20478,4928,18,10,1
12466,CashIn,ACH,27,603,3,8,0
12467,CashIn,Wire,3809,157708,313,7,0
12468,CashIn,ACH,18452,565953,43,4,0
12469,CashIn,ACH,566000,5388,7,10,1
12470,CashIn,ACH,41767,4928,18,2,0
12471,CashIn,ACH,180052,4928,18,1,0
12472,CashIn,ACH,196686,4928,18,3,0
12473,CashIn,ACH,5953,1453148,15,3,0
12474,CashIn,ACH,2380,72679,6,8,0
12475,CashIn,ACH,16437,1453148,15,8,0
12476,CashIn,ACH,11025,4928,18,1,0
12477,CashIn,ACH,294500,4917397,1,3,0
12478,CashIn,ACH,7781,72679,6,0,0
12479,CashIn,ACH,192036,7353,3,2,0
12480,CashIn,ACH,241049,2230972,100,6,0
12481,CashOut,ACH,50180,3426387,27,1,0
12482,CashIn,ACH,2690867,4928,18,0,0
12483,CashIn,Wire,2497780,2020761,528,0,0
12484,CashIn,ACH,2271,6228,345,0,0
12485,CashIn,ACH,891633,4928,18,3,0
12486,CashIn,ACH,107800,2200177,34,3,0
12487,CashIn,ACH,12300,4376826,3,8,0
12488,CashOut,ACH,23038,3844,3,6,0
12489,CashIn,ACH,460522,4562,31,9,1
12490,CashIn,ACH,3317,2197441,18,1,0
12491,CashIn,ACH,29542,4376826,3,5,0
12492,CashIn,Wire,197227,3795998,524,4,0
12493,CashOut,ACH,229195,1601690,6,2,0
12494,CashIn,ACH,38352,4272311,43,0,0
12495,CashIn,ACH,84858,4928,18,7,0
12496,CashIn,ACH,250000,7353,3,1,0
12497,CashIn,ACH,1489905,4928,18,2,0
12498,CashIn,ACH,127910,4928,18,6,0
12499,CashIn,ACH,432364,79,3,6,0
12500,CashIn,ACH,31803,4928,18,9,1
12501,CashIn,ACH,2903,72679,6,8,0
12502,CashOut,Wire,1500000,4296779,28912,10,1
12503,CashIn,Wire,173500,2405547,4674,7,0
12504,CashIn,ACH,11564,6228,345,6,0
12505,CashIn,Wire,3369098,6477,239,0,0
12506,CashIn,ACH,4375,15591,2,1,0
12507,CashIn,Wire,1880286,2720392,5614,8,0
12508,CashIn,Wire,3457080,3990243,9343,10,1
12509,CashIn,ACH,6510,6228,345,0,0
12510,CashOut,ACH,20000,7812,49,9,1
12511,CashIn,Wire,1324400,3958190,239,1,0
12512,CashIn,ACH,685,1453148,15,8,0
12513,CashIn,ACH,4500,4917251,1,7,0
12514,CashIn,ACH,2303,4928,18,9,1
12515,CashIn,ACH,345090,4928,18,8,0
12516,CashIn,ACH,4313,4928,18,2,0
12517,CashIn,ACH,2758,1453148,15,0,0
12518,CashIn,ACH,18800,4376826,3,3,0
12519,CashIn,ACH,6208,4272311,43,9,1
12520,CashIn,ACH,1,4928,18,5,0
12521,CashIn,ACH,6983,4229958,13,1,0
12522,CashIn,ACH,854776,4928,18,9,1
12523,CashIn,ACH,24090,4928,18,0,0
12524,CashIn,ACH,2035000,7353,3,2,0
12525,CashIn,ACH,2491,4272311,43,9,1
12526,CashIn,ACH,12482,4928,18,4,0
12527,CashIn,ACH,1277,1453148,15,5,0
12528,CashIn,Wire,64450,4865462,3353,0,0
12529,CashIn,Wire,1630200,4693706,4360,4,0
12530,CashIn,ACH,4277,72679,6,6,0
12531,CashIn,ACH,449867,12124,3,5,0
12532,CashIn,ACH,211700,7353,3,8,0
12533,CashIn,ACH,6870,72679,6,1,0
12534,CashOut,ACH,115190,22463,2,3,0
12535,CashIn,ACH,40399,2922817,18,4,0
12536,CashIn,ACH,13389,4928,18,2,0
12537,CashIn,ACH,13497,81027,18,0,0
12538,CashIn,Wire,3525796,2693867,17690,8,0
12539,CashIn,ACH,500000,7353,3,2,0
12540,CashOut,ACH,123650,3426387,27,2,0
12541,CashOut,Wire,539126,3612133,186,5,0
12542,CashIn,Wire,55500,4697969,239,4,0
12543,CashIn,ACH,493008,4928,18,6,0
12544,CashIn,Wire,871900,35777,224,4,0
12545,CashIn,ACH,9511,4272311,43,5,0
12546,CashIn,ACH,8190,4928,18,3,0
12547,CashIn,ACH,17225,6228,345,1,0
12548,CashIn,ACH,23257,4376826,3,5,0
12549,CashIn,ACH,7919,6228,345,8,0
12550,CashOut,ACH,302400,3426387,27,7,0
12551,CashIn,ACH,33403,1453148,15,8,0
12552,CashIn,ACH,3676,4928,18,2,0
12553,CashIn,ACH,152034,7353,3,8,0
12554,CashOut,ACH,4000,3426887,3,8,0
12555,CashIn,ACH,15475,4376826,3,1,0
12556,CashIn,ACH,3762,4272311,43,1,0
12557,CashIn,ACH,2810,4928,18,0,0
12558,CashIn,ACH,93795,71846,3,0,0
12559,CashIn,ACH,3856,72679,6,6,0
12560,CashIn,ACH,14240,4928,18,2,0
12561,CashIn,ACH,1467322,754751,31,0,0
12562,CashIn,ACH,3917,1453148,15,6,0
12563,CashIn,ACH,1340,4928,18,6,0
12564,CashIn,ACH,381100,4914822,1,10,1
12565,CashIn,Wire,1023569,4635516,591,9,1
12566,CashIn,ACH,102666,4928,18,0,0
12567,CashIn,Wire,118200,4899443,50,1,0
12568,CashIn,ACH,14000,2960078,142,8,0
12569,CashIn,ACH,988521,79,3,6,0
12570,CashIn,ACH,11238,72679,6,3,0
12571,CashIn,ACH,26200,4000,3,8,0
12572,CashIn,ACH,2,14926,3,5,0
12573,CashIn,ACH,28305,4928,18,9,1
12574,CashIn,ACH,6240,72679,6,1,0
12575,CashIn,ACH,1160,4928,18,8,0
12576,CashIn,ACH,76000,5388,7,1,0
12577,CashIn,Wire,237400,4955185,239,1,0
12578,CashIn,ACH,505295,4928,18,0,0
12579,CashIn,ACH,10400,4376826,3,7,0
12580,CashIn,ACH,198227,7353,3,8,0
12581,CashIn,ACH,47353,4928,18,8,0
12582,CashIn,ACH,628,4928,18,6,0
12583,CashIn,ACH,73882,1453148,15,4,0
12584,CashIn,ACH,936798,4928,18,5,0
12585,CashIn,ACH,46941,3844,3,8,0
12586,CashIn,ACH,12460,6228,345,8,0
12587,CashOut,Wire,5153090,3663783,917,1,0
12588,CashIn,ACH,47029,1453148,15,8,0
12589,CashOut,ACH,91419,3430426,15,2,0
12590,CashIn,ACH,2654,4928,18,0,0
12591,CashIn,ACH,407210,1894253,78,7,0
12592,CashIn,ACH,104173,4928,18,5,0
12593,CashIn,Wire,631702,2055127,5675,2,0
12594,CashIn,ACH,1408884,4928,18,4,0
12595,CashIn,ACH,17688,4928,18,6,0
12596,CashIn,Wire,10864,157708,313,7,0
12597,CashIn,ACH,1000000,2995797,43,7,0
12598,CashIn,Wire,736850,2549580,525,7,0
12599,CashIn,ACH,26318,4928,18,0,0
12600,CashIn,ACH,141565,4928,18,7,0
12601,CashIn,Wire,234000,99664,71,7,0
12602,CashIn,ACH,24301,1453148,15,9,1
12603,CashIn,ACH,91373,4928,18,9,1
12604,CashIn,ACH,22285,4928,18,8,0
12605,CashIn,ACH,30381,4928,18,3,0
12606,CashIn,ACH,562,1453148,15,5,0
12607,CashIn,ACH,200000,3988,18,10,1
12608,CashIn,ACH,811660,4928,18,3,0
12609,CashIn,ACH,5000000,4939138,160019,4,0
12610,CashIn,ACH,14296,4928,18,9,1
12611,CashIn,ACH,10221,4928,18,7,0
12612,CashIn,ACH,967,1453148,15,6,0
12613,CashIn,ACH,12078,6228,345,9,1
12614,CashIn,ACH,45805,4928,18,0,0
12615,CashIn,ACH,248962,1508201,2,3,0
12616,CashIn,ACH,6857,21314,206,0,0
12617,CashIn,ACH,11925,4928,18,10,1
12618,CashIn,ACH,73704,4928,18,10,1
12619,CashIn,ACH,9833909,4928,18,3,0
12620,CashIn,ACH,4964,72679,6,7,0
12621,CashOut,ACH,239371,3463956,217,5,0
12622,CashOut,ACH,3247,3806565,18,5,0
12623,CashIn,ACH,536500,7353,3,3,0
12624,CashIn,ACH,640000,4277316,1708,3,0
12625,CashIn,ACH,136879,4928,18,1,0
12626,CashIn,ACH,205467,2995,18,2,0
12627,CashIn,ACH,159443,4928,18,7,0
12628,CashIn,Wire,148045,4501411,239,4,0
12629,CashIn,ACH,40794,7353,3,9,1
12630,CashOut,ACH,90000,3426887,3,7,0
12631,CashIn,ACH,128495,4928,18,8,0
12632,CashIn,ACH,1818656,4928,18,5,0
12633,CashOut,ACH,746159,4468855,3064,6,0
12634,CashOut,ACH,9772,2695696,12,2,0
12635,CashIn,ACH,1917,1453148,15,9,1
12636,CashIn,ACH,17082,3905,43,8,0
12637,CashIn,Wire,2036550,3361189,541,10,1
12638,CashIn,ACH,109887,4928,18,10,1
12639,CashIn,ACH,10841,3844,3,4,0
12640,CashIn,ACH,56494,4928,18,7,0
12641,CashOut,ACH,1,125729,18,6,0
12642,CashOut,Wire,466994458,3612133,186,5,0
12643,CashIn,ACH,95867,4928,18,10,1
12644,CashIn,ACH,546649,4760765,3,1,0
12645,CashIn,ACH,1645,1453148,15,4,0
12646,CashIn,ACH,299165,4928,18,1,0
12647,CashIn,ACH,11248,1453148,15,5,0
12648,CashIn,ACH,31391,7353,3,4,0
12649,CashOut,ACH,100000,4949408,1,1,0
12650,CashIn,ACH,414,4904576,139,7,0
12651,CashIn,ACH,12500,4376826,3,1,0
12652,CashIn,ACH,471,4928,18,5,0
12653,CashIn,Wire,527063,1561676,857,6,0
12654,CashIn,ACH,300219,2922817,18,0,0
12655,CashIn,ACH,77648,1038,18,4,0
12656,CashIn,ACH,12750,2268251,110146,6,0
12657,CashIn,ACH,112887,79,3,9,1
12658,CashIn,ACH,11032,72679,6,4,0
12659,CashOut,ACH,200000,3441727,354,9,1
12660,CashIn,ACH,1748,4928,18,9,1
12661,CashOut,ACH,6500,3471448,10,5,0
12662,CashIn,ACH,9800,4000,3,3,0
12663,CashIn,ACH,310331,4928,18,7,0
12664,CashIn,ACH,103103,4928,18,2,0
12665,CashIn,ACH,174000,5388,7,7,0
12666,CashIn,ACH,1706872,4928,18,10,1
12667,CashIn,Wire,630000,2115087,525,2,0
12668,CashOut,ACH,61950,3426375,122,4,0
12669,CashIn,ACH,2710625,4928,18,6,0
12670,CashOut,ACH,5000,4947,3,1,0
12671,CashIn,ACH,7596,4928,18,6,0
12672,CashIn,Wire,98559,157708,239,0,0
12673,CashIn,ACH,18001,1453148,15,5,0
12674,CashIn,ACH,17539,4585734,81822,9,1
12675,CashIn,ACH,3945,4272311,43,3,0
12676,CashIn,ACH,21999,4272311,43,10,1
12677,CashIn,ACH,383505,4928,18,10,1
12678,CashIn,Wire,510000,4861413,523,6,0
12679,CashIn,ACH,45349,71846,3,6,0
12680,CashIn,ACH,4261,72679,6,1,0
12681,CashIn,ACH,11530,4928,18,1,0
12682,CashIn,Wire,61400,4937204,239,1,0
12683,CashIn,ACH,3712,4272311,43,10,1
12684,CashIn,ACH,34455,4928,18,9,1
12685,CashIn,ACH,10600,4376826,3,10,1
12686,CashIn,ACH,41850,4585734,81822,1,0
12687,CashIn,ACH,148022,4928,18,4,0
12688,CashIn,ACH,62559,3619272,1873,8,0
12689,CashIn,ACH,8506,1453148,15,2,0
12690,CashIn,ACH,470114,4928,18,3,0
12691,CashIn,ACH,120000,3988,18,9,1
12692,CashIn,ACH,163955,4928,18,4,0
12693,CashIn,ACH,182500,12124,3,5,0
12694,CashIn,ACH,87294,7642,78,2,0
12695,CashOut,ACH,12996,12412,18,9,1
12696,CashIn,Wire,97500,4619889,523,3,0
12697,CashIn,ACH,16561,4928,18,5,0
12698,CashIn,ACH,26279,4928,18,8,0
12699,CashIn,ACH,38240,1894253,78,5,0
12700,CashIn,ACH,8031,4928,18,10,1
12701,CashIn,ACH,3759,72679,6,5,0
12702,CashIn,Wire,401071,157708,313,8,0
12703,CashIn,ACH,4343,4928,18,4,0
12704,CashIn,ACH,86244,7642,78,6,0
12705,CashIn,ACH,38018,1453148,15,4,0
12706,CashIn,Wire,1697315,4968879,48977,4,0
12707,CashIn,ACH,13872,1453148,15,2,0
12708,CashIn,ACH,2076953,754751,31,9,1
12709,CashOut,ACH,21500,3775014,3,3,0
12710,CashOut,ACH,100000,4915611,1,7,0
12711,CashIn,Wire,1221933,472008,146,8,0
12712,CashIn,ACH,63359,4928,18,8,0
12713,CashIn,ACH,82815,4928,18,9,1
12714,CashIn,ACH,298468,1453148,15,8,0
12715,CashIn,ACH,6568,4376826,3,0,0
12716,CashIn,ACH,124923,1705388,440,5,0
12717,CashIn,ACH,24455,4928,18,10,1
12718,CashIn,ACH,4519551,4562,31,9,1
12719,CashIn,Wire,130500,2342551,239,4,0
12720,CashOut,ACH,70000,3434134,3,7,0
12721,CashIn,ACH,8827,6228,345,2,0
12722,CashIn,ACH,3439,4928,18,10,1
12723,CashIn,ACH,375625,4928,18,2,0
12724,CashIn,Wire,26597100,3651491,71,0,0
12725,CashIn,ACH,327031,2197441,18,5,0
12726,CashIn,ACH,1205814,4928,18,5,0
12727,CashIn,ACH,13569,4928,18,0,0
12728,CashIn,ACH,13667,4928,18,0,0
12729,CashIn,Wire,1862939,4816370,2039,10,1
12730,CashIn,ACH,149920,4928,18,8,0
12731,CashIn,ACH,18240,4928,18,8,0
12732,CashIn,ACH,36984,4974,3,6,0
12733,CashIn,ACH,263444,4928,18,9,1
12734,CashIn,ACH,2823,4585734,81822,5,0
12735,CashIn,ACH,401258,1643954,3,9,1
12736,CashIn,ACH,17600,6228,345,1,0
12737,CashIn,ACH,4726,1453148,15,4,0
12738,CashIn,ACH,60280,4928,18,8,0
12739,CashIn,ACH,10044,72679,6,8,0
12740,CashIn,Wire,10644176,4081995,71,3,0
12741,CashIn,ACH,3750248,4928,18,6,0
12742,CashIn,ACH,334817,4928,18,3,0
12743,CashIn,ACH,240,1453148,15,1,0
12744,CashOut,ACH,599,3427111,76,3,0
12745,CashIn,ACH,92463,4928,18,3,0
12746,CashOut,ACH,39300,3492117,6,3,0
12747,CashOut,ACH,14350,3429683,11,6,0
12748,CashIn,ACH,600000,3870456,3,5,0
12749,CashIn,ACH,21860,4974,3,5,0
12750,CashIn,ACH,8897,6228,345,3,0
12751,CashIn,ACH,3802582,4928,18,3,0
12752,CashIn,ACH,57667,7353,3,2,0
12753,CashOut,ACH,400214,2999581,18,2,0
12754,CashIn,Wire,21880851,4795301,2070,1,0
12755,CashIn,ACH,609,4928,18,7,0
12756,CashIn,ACH,1000,4950136,1,0,0
12757,CashIn,ACH,552227,4928,18,3,0
12758,CashIn,ACH,125,4928,18,9,1
12759,CashIn,ACH,1955,1453148,15,9,1
12760,CashIn,Wire,2996360,4693553,944,8,0
12761,CashIn,ACH,174526,4928,18,9,1
12762,CashIn,ACH,514436,4928,18,10,1
12763,CashIn,ACH,214298,7353,3,6,0
12764,CashIn,Wire,2301500,2312877,523,3,0
12765,CashIn,ACH,50395,3844,3,10,1
12766,CashIn,ACH,2218,1453148,15,4,0
12767,CashIn,ACH,13495,1453148,15,8,0
12768,CashIn,ACH,21396,4928,18,3,0
12769,CashIn,Wire,26121,157708,313,3,0
12770,CashIn,ACH,19872,4928,18,6,0
12771,CashIn,Wire,5436000,1984999,313,6,0
12772,CashIn,ACH,100,4376826,3,4,0
12773,CashOut,ACH,732058,275762,18,4,0
12774,CashOut,ACH,22,14926,3,7,0
12775,CashIn,ACH,641,1453148,15,9,1
